l_a,n_a,m_a,l_b,n_b,m_b,l_c,n_c,m_c,omega_a,omega_b,omega_c,delta,kappa,refine,max_abs_n,abs_kappa,mu
6,4,0,5,3,0,9,-40,0,-0.002095241425916125,0.001790781810623974,0.0002732440005695508,-3.1215614722600316e-05,3.7693914848021928,1,40,3.7693914848021928,32.99514099451289
0,5,0,3,-20,0,3,2,0,-0.0016579761203197167,0.00019605922281280496,0.0014462919592611418,-1.5624938245769812e-05,2.3796682259153217,1,20,2.3796682259153217,220.2667508144337
5,-2,0,4,-3,0,7,-40,0,-0.0011731479658334855,0.000957819766706302,0.00021751115606603673,2.1829569388533403e-06,0.4697614370528248,1,40,0.4697614370528248,46.80731492311009
3,-5,0,24,-83,0,25,-88,0,-0.0006723912615469056,0.00033906848211530096,0.00033318394393612585,-1.388354954787955e-07,-0.052114307396535386,1,88,0.052114307396535386,105.8382583803533
4,0,0,2,0,0,6,-50,0,-0.0012229835463714977,0.0010448703139708233,0.00015313502391321742,-2.4978208487456835e-05,5.153796552129442,1,50,5.153796552129442,31.596611765792563
5,-1,0,3,0,0,8,-83,0,-0.0012600188347770935,0.001168345950483926,0.00012195402229594334,3.028113800277593e-05,6.06155254628608,1,83,6.06155254628608,
3,-1,0,3,-3,0,6,-54,0,-0.000998084207166912,0.0008601000555226912,0.00014220078000247392,4.216628358253045e-06,1.0654902509190196,1,54,1.0654902509190196,35.93238330802008
2,-4,0,12,-49,0,14,-51,0,-0.0006184286779740842,0.00029399678503988107,0.00032512004155790965,6.881486237065399e-07,-0.2805356674931236,1,51,0.2805356674931236,132.54061985664055
2,-1,0,5,-37,0,5,-7,0,-0.000894883579030094,0.00017356060786174272,0.0007269291638669737,5.606192698622372e-06,1.5793310680193184,1,37,1.5793310680193184,204.78457918755475
1,7,0,2,5,0,3,-23,0,-0.002215705167770865,0.0020671941991908453,0.00017188479684094877,2.337382826092917e-05,2.6598835886884253,1,23,2.6598835886884253,19.560062868538203
6,1,0,3,1,0,9,-43,0,-0.0015742472041819552,0.0012998983166993359,0.00025454271898320545,-1.980616849941389e-05,3.171317581209554,1,43,3.171317581209554,40.75678744750336
3,0,0,4,-3,0,7,-37,0,-0.001168345950483926,0.000957819766706302,0.0002348867562192406,2.436057244161664e-05,5.255428710633262,1,37,5.255428710633262,50.67330028139694
6,1,0,4,0,0,8,-28,0,-0.0015742472041819552,0.0012229835463714977,0.00034110220694321146,-1.016145086724595e-05,1.6271215948303508,1,28,1.6271215948303508,54.61963790508514
6,1,0,0,4,0,6,-43,0,-0.0015742472041819552,0.00142210207358038,0.00017626944430320602,2.4124313701630795e-05,3.861938131800619,1,43,3.861938131800619,28.218074790376253
6,4,0,3,4,0,5,-34,0,-0.002095241425916125,0.0019293062769633813,0.0001875000544873261,2.1564905534582172e-05,2.5946898037546733,1,34,2.5946898037546733,22.56000977122007
5,2,0,3,1,0,8,-40,0,-0.0015302335921351087,0.0012998983166993359,0.00024555121631714556,1.521594088137266e-05,2.5046368109979746,1,40,2.5046368109979746,40.419230077542764
4,0,0,5,-3,0,9,-43,0,-0.0012229835463714977,0.0009983082697128877,0.00025454271898320545,2.98674423245954e-05,6.150463126379436,1,43,6.150463126379436,52.41679518485426
3,3,0,3,-21,0,4,2,0,-0.0016875888535549334,0.0001897418827051244,0.0014879160161311994,-9.930954718609516e-06,1.4820372573945173,1,21,1.4820372573945173,222.03697819827426
5,2,0,4,1,0,5,-51,0,-0.0015302335921351087,0.0014100176816295921,0.00012717146769865612,6.955557193139613e-06,1.1444098275782837,1,51,1.1444098275782837,20.923740434360827
1,1,0,3,-32,0,4,-4,0,-0.0009785032656031902,0.00012596403129236795,0.0008598669445285255,7.327710217703339e-06,1.88502820441231,1,32,1.88502820441231,221.1978086184684
6,-1,0,1,2,0,7,-65,0,-0.0013005434184394844,0.0011876060720696538,0.00013709670334849784,2.4159356978667272e-05,4.6755868859440515,1,65,4.6755868859440515,26.53247345536123
4,-3,0,5,-7,0,9,-46,0,-0.000957819766706302,0.0007269291638669737,0.00023971390995534142,8.823307116013102e-06,2.318271088694243,1,46,2.318271088694243,62.98339351743658
5,1,0,6,-1,0,11,-84,0,-0.0014871323890410233,0.0013005434184394844,0.0001627547614195512,-2.3834209181987625e-05,4.033290577871237,1,84,4.033290577871237,27.541718359943633
5,-4,0,5,-6,0,8,-46,0,-0.0009693099903137455,0.0007520664500941439,0.00021541535900853714,-1.828181211064434e-06,0.4745800860580765,1,46,0.4745800860580765,55.91996390129781
3,-6,0,3,-13,0,4,-18,0,-0.0005767572162567792,0.00029772968919625274,0.00027845163891035716,-5.758881501693493e-07,-0.2512382283637475,1,18,0.2512382283637475,121.47792313507375
2,7,0,6,-28,0,6,4,0,-0.002333641093116966,0.0002637978695571925,0.002095241425916125,2.5398202356351554e-05,2.738567668107137,1,28,2.738567668107137,225.82826483002577
6,5,0,2,6,0,6,-35,0,-0.0023528837416548717,0.002122306963237751,0.0002137392268708427,-1.6837551546278282e-05,1.8003083054298363,1,35,1.8003083054298363,22.853471555213748
2,1,0,6,-3,0,8,-76,0,-0.0011992510625692902,0.0010714226371922894,0.00013321125250491012,5.382827127909306e-06,1.1290293302296024,1,76,1.1290293302296024,27.940322896785577
3,-6,0,17,-87,0,20,-69,0,-0.0005767572162567792,0.00023668019112022643,0.00033992203942096534,-1.5498571558742683e-07,0.06758930223129361,1,87,0.06758930223129361,147.9419261048969
2,2,0,6,-2,0,8,-73,0,-0.0013846263257445758,0.0012575388282566014,0.00013845928417760943,1.137178668963513e-05,2.065294932421291,1,73,2.065294932421291,25.14633668867215
5,-1,0,3,-2,0,8,-30,0,-0.0012600188347770935,0.000926169843396888,0.0003194025173948137,-1.4446473985391724e-05,2.8830993812967556,1,30,2.8830993812967556,63.7435267048142
2,-4,0,14,-58,0,14,-50,0,-0.0006184286779740842,0.0002887905281504393,0.00033017731657839535,5.391667547504459e-07,-0.2192287155641332,1,58,0.2192287155641332,134.25178971980196
2,-1,0,3,-5,0,5,-29,0,-0.000894883579030094,0.0006723912615469056,0.00021866554458127484,-3.8267729019135456e-06,1.075271356545978,1,29,1.075271356545978,61.44205647087394
2,7,0,4,-19,0,6,4,0,-0.002333641093116966,0.0002624886079870951,0.002095241425916125,2.4088940786254256e-05,2.5955193256316367,1,19,2.5955193256316367,225.65485919186244
5,-8,0,15,-51,0,20,-68,0,-0.000691308365506535,0.0003458633593986512,0.00034477641209202823,-6.685940158556022e-07,-0.243141696499824,1,68,0.243141696499824,125.36701570392758
3,0,0,6,-4,0,7,-71,0,-0.001168345950483926,0.0010207625668623673,0.00012551776102247213,-2.2065622599086584e-05,4.74793957870099,1,71,4.74793957870099,27.008104949624567
6,-6,0,1,-17,0,5,-6,0,-0.0008598801736537682,9.604201341396486e-05,0.0007520664500941439,-1.1771710145659338e-05,3.4400423310642143,1,17,3.4400423310642143,219.77608963138087
5,2,0,4,1,0,7,-68,0,-0.0015302335921351087,0.0014100176816295921,0.00013126991538695934,1.1054004881442831e-05,1.8149515234600944,1,68,1.8149515234600944,21.55313223336156
3,0,0,5,-3,0,6,-51,0,-0.001168345950483926,0.0009983082697128877,0.0001500752556006298,-1.9962425170408533e-05,4.2922048122668155,1,51,4.2922048122668155,32.268310420032684
2,6,0,3,-5,0,3,2,0,-0.002122306963237751,0.0006723912615469056,0.0014462919592611418,-3.62374242970356e-06,0.4298276264500598,1,6,0.4298276264500598,171.51323899169137
5,5,0,2,3,0,5,-8,0,-0.0022961841876560085,0.0016105693803172012,0.000691308365506535,5.693558167727507e-06,0.6238887896462052,1,8,0.6238887896462052,75.7521969077791
2,7,0,2,3,0,4,-5,0,-0.002333641093116966,0.0016105693803172012,0.0007414921408013282,1.842042800156334e-05,1.981474895353921,1,7,1.981474895353921,79.76188511834155
5,-4,0,2,-11,0,5,-7,0,-0.0009693099903137455,0.00024159830799367046,0.0007269291638669737,-7.825184531013666e-07,0.20258446474148917,1,11,0.20258446474148917,188.19307613942928
6,-6,0,3,-7,0,5,-17,0,-0.0008598801736537682,0.0004995855633416565,0.0003578309872748646,-2.4636230372470855e-06,-0.7187821241002017,1,17,0.7187821241002017,104.40011041178843
3,-6,0,17,-73,0,18,-72,0,-0.0005767572162567792,0.000278747496516532,0.00029788968936156666,-1.2003037868052024e-07,-0.052208165168344256,2,73,0.052208165168344256,128.36982923446803
6,0,0,5,0,0,9,-81,0,-0.001498233374698786,0.0013588886067690343,0.00013956507154496762,2.2030361521586245e-07,0.03682581988714093,2,81,0.03682581988714093,22.783390528980238
1,3,0,0,3,0,1,-20,0,-0.0012725407985733764,0.0011860096719051476,8.072560078089107e-05,-5.805525887337803e-06,1.1425427989613004,1,20,1.1425427989613004,15.887011039799553
3,-3,0,2,-16,0,5,-8,0,-0.0008601000555226912,0.00017249671507286419,0.000691308365506535,3.7050250567080166e-06,1.0787142796081466,1,16,1.0787142796081466,201.27372799596844
6,4,0,3,4,0,5,-47,0,-0.002095241425916125,0.0019293062769633813,0.00013747047152902394,-2.846467742371973e-05,3.4031022155751502,1,47,3.4031022155751502,16.435319431746677
5,1,0,6,-1,0,11,-85,0,-0.0014871323890410233,0.0013005434184394844,0.00016072258695566712,-2.586638364587184e-05,4.355512130652572,1,85,4.355512130652572,27.063161538759033
4,2,0,0,3,0,4,-17,0,-0.0014879160161311994,0.0011860096719051476,0.0002963621486720811,-5.544195553970708e-06,0.9332114307593007,1,17,0.9332114307593007,49.88434157719867
3,-6,0,11,-45,0,12,-51,0,-0.0005767572162567792,0.0002940237523438102,0.00028282524579403026,9.178188106122136e-08,0.03982190468894419,2,51,0.03982190468894419,122.6997380752467
3,2,0,3,0,0,6,-29,0,-0.0014462919592611418,0.001168345950483926,0.00025710490584834216,-2.0841102928873716e-05,3.604620352976309,1,29,3.604620352976309,44.46816368750859
6,1,0,1,3,0,5,-21,0,-0.0015742472041819552,0.0012725407985733764,0.00029511527405005694,-6.591131558521691e-06,1.0474458099280735,1,21,1.0474458099280735,46.89896636177536
3,-6,0,8,-42,0,9,-31,0,-0.0005767572162567792,0.00023449408643337938,0.00034243126215317127,1.6813232977142423e-07,0.07290728847938886,2,42,0.07290728847938886,148.48859411764107
6,-7,0,3,-12,0,3,-8,0,-0.000793038386068713,0.0003175654528598886,0.00046296983139094185,-1.2503101817882439e-05,-3.9421858654477164,1,12,3.9421858654477164,145.9728275449001
4,2,0,6,-33,0,6,-2,0,-0.0014879160161311994,0.00022768104057379994,0.0012575388282566014,-2.6961473007980265e-06,0.45303787652341426,1,33,0.45303787652341426,211.30622468869407
0,2,0,4,-26,0,4,-5,0,-0.0009538753378151529,0.000198270817788601,0.0007414921408013282,-1.4112379225223641e-05,3.695798726958637,1,26,3.695798726958637,194.18452879282958
3,3,0,5,0,0,8,-29,0,-0.0016875888535549334,0.0013588886067690343,0.0003311386769143823,2.4384301284831843e-06,0.36310541297003673,1,29,0.36310541297003673,49.30969503866517
3,3,0,5,1,0,8,-46,0,-0.0016875888535549334,0.0014871323890410233,0.00021541535900853714,1.4958894494627051e-05,2.2143359038954786,1,46,2.2143359038954786,31.88751434927622
5,1,0,6,-2,0,11,-58,0,-0.0014871323890410233,0.0012575388282566014,0.0002317539890054123,2.160428220990534e-06,0.3628427799159914,1,58,0.3628427799159914,38.92288727773451
3,-3,0,4,-6,0,7,-53,0,-0.0008601000555226912,0.0006942840171407677,0.00016719563727975024,1.3795988978267592e-06,0.40056489765738384,1,53,0.40056489765738384,48.54497051876483
3,0,0,6,-4,0,7,-72,0,-0.001168345950483926,0.0010207625668623673,0.0001240841530366385,-2.3499230584920257e-05,5.022204524672801,1,72,5.022204524672801,26.518990107845593
3,0,0,4,-34,0,5,-3,0,-0.001168345950483926,0.0001537942114298495,0.0009983082697128877,-1.6243469341188947e-05,3.4706609735155,1,34,3.4706609735155,213.30353982722588
1,2,0,5,-3,0,6,-48,0,-0.0011876060720696538,0.0009983082697128877,0.00015958859329760959,-2.970920905915643e-05,6.24288173745459,1,48,6.24288173745459,33.534811115830855
3,-5,0,16,-56,0,19,-67,0,-0.0006723912615469056,0.00033721742080890124,0.00033444945390814356,-7.243868298608021e-07,-0.26884852692890726,1,67,0.26884852692890726,124.11882853131313
6,2,0,5,-1,0,7,-26,0,-0.0015790857886420345,0.0012600188347770935,0.00032327082260936535,4.203868744424421e-06,0.6642033917129408,1,26,0.6642033917129408,51.07618478765586
2,1,0,6,-5,0,8,-36,0,-0.0011992510625692902,0.000930972361666277,0.000270662006865225,2.3833059622118454e-06,0.4958171241856022,1,36,0.4958171241856022,56.30785971689457
5,3,0,0,5,0,5,-40,0,-0.001790781810623974,0.0016579761203197167,0.00016047342241587147,2.766773211161427e-05,3.854186331857322,1,40,3.854186331857322,22.35436098603233
2,1,0,6,-58,0,6,-3,0,-0.0011992510625692902,0.00013266487027409726,0.0010714226371922894,4.83644489709641e-06,1.0059122594323073,1,58,1.0059122594323073,222.84078248047248
5,3,0,6,2,0,9,-58,0,-0.001790781810623974,0.0015790857886420345,0.0001926659669178303,-1.9030055064109047e-05,2.6512181254390987,1,58,2.6512181254390987,26.841724197272026
2,2,0,4,0,0,6,-40,0,-0.0013846263257445758,0.0012229835463714977,0.00018914786463755057,2.75050852644725e-05,4.954704380614869,1,40,4.954704380614869,34.07267217940724
4,-7,0,18,-66,0,22,-86,0,-0.0006249595622788431,0.00032239629640141597,0.0003035520673251091,9.888014476820348e-07,-0.39455720047149645,2,86,0.39455720047149645,120.89555248657874
6,4,0,5,-21,0,5,3,0,-0.002095241425916125,0.00029511527405005694,0.001790781810623974,-9.34434124209415e-06,1.1154279991401375,1,21,1.1154279991401375,213.54827937141104
3,-6,0,16,-67,0,17,-70,0,-0.0005767572162567792,0.00028635782919116343,0.00028995675223616313,-4.426348294526983e-07,-0.1913694982509517,1,70,0.1913694982509517,125.32814341081264
6,3,0,4,-43,0,4,3,0,-0.0018395688730973574,0.00012247863144825867,0.0017407293441252403,2.3639102476141717e-05,3.203816009092461,1,43,3.203816009092461,235.8965656028264
5,2,0,5,0,0,10,-75,0,-0.0015302335921351087,0.0013588886067690343,0.00016596667464444597,-5.378310721628442e-06,0.8762972994550158,1,75,0.8762972994550158,27.041070252809416
4,-7,0,11,-43,0,15,-55,0,-0.0006249595622788431,0.0003049814942377755,0.00032337712537056394,3.3990573294963604e-06,-1.3554521046961339,1,55,1.3554521046961339,128.95402881173095
4,3,0,6,-53,0,6,2,0,-0.0017407293441252403,0.00014521054651754918,0.0015790857886420345,-1.643300896565672e-05,2.353109349855885,1,53,2.353109349855885,226.11554719188467
1,6,0,4,-24,0,5,3,0,-0.0019747070189232627,0.00021218556076810262,0.001790781810623974,2.8260352468813688e-05,3.5665851107615483,1,24,3.5665851107615483,225.9797916332483
2,-4,0,21,-81,0,23,-87,0,-0.0006184286779740842,0.0003069481612874813,0.00031268640971020376,1.205893023600922e-06,0.48569675662775236,1,87,0.48569675662775236,125.62620723130534
1,2,0,5,-4,0,6,-38,0,-0.0011876060720696538,0.0009693099903137455,0.0001987210425621079,-1.9575039193800306e-05,4.10410816582074,1,38,4.10410816582074,41.663909092628124
4,-7,0,17,-72,0,19,-65,0,-0.0006249595622788431,0.000282831477135207,0.00034262580190262454,4.977167589884438e-07,0.19821031742221057,1,72,0.19821031742221057,136.43390209650462
6,-9,0,22,-73,0,22,-73,0,-0.0007043203605525969,0.0003519051003660933,0.0003519051003660933,-5.101598204102767e-07,-0.18021230761035406,1,73,0.18021230761035406,124.2720252766394
6,5,0,3,5,0,5,-42,0,-0.0023528837416548717,0.002171276389406632,0.00015338765995670788,-2.8219692291531727e-05,2.9838335807823286,1,42,2.9838335807823286,16.2185769382867
4,-7,0,17,-74,0,19,-64,0,-0.0006249595622788431,0.00027534582696431953,0.00034796570006749355,-1.6480352470300483e-06,0.6559243311729922,1,74,0.6559243311729922,138.49048417525324
6,-1,0,6,-4,0,10,-49,0,-0.0013005434184394844,0.0010207625668623673,0.0002494616102272226,-3.0319241349894503e-05,5.797860122799324,1,49,5.797860122799324,47.70381632963533
5,-4,0,5,-7,0,6,-31,0,-0.0009693099903137455,0.0007269291638669737,0.00023923414390913903,-3.146682537632844e-06,0.807056217849083,1,31,0.807056217849083,61.35839920863449
2,1,0,5,-4,0,7,-35,0,-0.0011992510625692902,0.0009693099903137455,0.00024541830858705973,1.5477236331514974e-05,3.2072480709562763,1,35,3.2072480709562763,50.85645653478559
4,-1,0,5,-31,0,5,-4,0,-0.001170293310791235,0.00020341850609026594,0.0009693099903137455,2.435185612776518e-06,0.5169192960787448,1,31,0.5169192960787448,205.756389769806
5,3,0,6,2,0,11,-56,0,-0.001790781810623974,0.0015790857886420345,0.0002404877070369077,2.879168505496828e-05,3.9930398671415785,1,56,3.9930398671415785,33.35258061872691
3,0,0,3,-2,0,6,-33,0,-0.001168345950483926,0.000926169843396888,0.00022768104057379994,-1.4495066513238062e-05,3.080429398232965,1,33,3.080429398232965,48.385798723633755
5,-7,0,2,-16,0,5,-10,0,-0.0007269291638669737,0.00017249671507286419,0.0005565068345943865,2.074385800276946e-06,-0.7084116499524952,1,16,0.7084116499524952,190.04947143975218
2,4,0,6,-29,0,6,2,0,-0.0018458787080848657,0.00025710490584834216,0.0015790857886420345,-9.688013594488917e-06,1.3044558541561964,1,29,1.3044558541561964,212.61772024694153
2,2,0,3,0,0,5,-33,0,-0.0013846263257445758,0.001168345950483926,0.0001934052328648438,-2.2875142395805976e-05,4.101108276712674,1,33,4.101108276712674,34.674136122668784
2,2,0,1,2,0,3,-21,0,-0.0013846263257445758,0.0011876060720696538,0.0001897418827051244,-7.278370969797518e-06,1.3048924378270408,1,21,1.3048924378270408,34.01760488826891
6,2,0,3,-12,0,5,-1,0,-0.0015790857886420345,0.0003175654528598886,0.0012600188347770935,-1.5015010050524382e-06,0.23602134340977143,1,12,0.23602134340977143,198.02872689567778
2,1,0,6,-52,0,6,-4,0,-0.0011992510625692902,0.00014790401292832806,0.0010207625668623673,-3.058448277859483e-05,6.329551155196727,1,52,6.329551155196727,211.24989632975533
1,6,0,4,3,0,5,-24,0,-0.0019747070189232627,0.0017407293441252403,0.00025840092597960353,2.4423251181581156e-05,3.0705825629708956,1,24,3.0705825629708956,32.48713169550357
5,-8,0,18,-63,0,23,-76,0,-0.000691308365506535,0.0003369539036912901,0.0003530163592359219,-1.3381025793231076e-06,-0.4803734821142262,1,76,0.4803734821142262,126.71595832934123
3,-6,0,3,-17,0,6,-21,0,-0.0005767572162567792,0.00023210374783301,0.0003451705920775163,5.171236537470812e-07,-0.22251597673961668,1,21,0.22251597673961668,148.5253495219603
5,-3,0,5,-21,0,6,-9,0,-0.0009983082697128877,0.00029511527405005694,0.0007043203605525969,1.1273648897660443e-06,0.2802106396893148,1,21,0.2802106396893148,175.0613847974983
2,-4,0,19,-81,0,21,-73,0,-0.0006184286779740842,0.00028008410039536097,0.0003375444307076263,-8.00146871096901e-07,-0.3210426890128334,1,81,0.3210426890128334,135.41296465850616
1,1,0,5,-5,0,6,-55,0,-0.0009785032656031902,0.0008356248528233433,0.0001396308150942219,-3.2475976856250095e-06,0.8234681210260958,1,55,0.8234681210260958,35.40509037343446
0,3,0,6,-63,0,6,-3,0,-0.0011860096719051476,0.0001223973685225449,0.0010714226371922894,7.810333809686728e-06,1.6333482374445698,1,63,1.6333482374445698,224.06292974818047
4,-7,0,11,-47,0,15,-52,0,-0.0006249595622788431,0.00028151092878672397,0.00034040454921756513,-3.044084274553922e-06,-1.208066021381894,1,52,1.208066021381894,135.09188924521573
6,1,0,6,-28,0,6,-1,0,-0.0015742472041819552,0.0002637978695571925,0.0013005434184394844,-9.905916185278408e-06,1.5607670590476526,1,28,1.5607670590476526,204.9110443813481
1,3,0,5,-4,0,6,-25,0,-0.0012725407985733764,0.0009693099903137455,0.0002947476895809639,-8.483118678667039e-06,1.6531573957975383,1,25,1.6531573957975383,57.439291065067934
5,4,0,5,-37,0,6,3,0,-0.002043085918592437,0.00017356060786174272,0.0018395688730973574,-2.995643763333694e-05,3.6368231370199666,1,37,3.6368231370199666,223.29997226692822
6,-1,0,3,0,0,5,-45,0,-0.0013005434184394844,0.001168345950483926,0.00014409811867930293,1.1900650723744655e-05,2.2683025893350215,1,45,2.2683025893350215,27.46556829374603
4,-7,0,19,-75,0,23,-85,0,-0.0006249595622788431,0.00030162343683627526,0.0003190537308949057,-4.282394547662103e-06,-1.6984399205059755,1,85,1.6984399205059755,126.53049774095902
4,-7,0,17,-69,0,21,-74,0,-0.0006249595622788431,0.00029371185155457614,0.0003340967857969047,2.8490750726377486e-06,-1.1298079746541076,1,74,1.1298079746541076,132.48535226585582
1,2,0,4,-31,0,5,-3,0,-0.0011876060720696538,0.00016695234579890765,0.0009983082697128877,-2.2345456557858363e-05,4.661970112449303,1,31,4.661970112449303,208.27872882245765
5,-8,0,24,-81,0,25,-85,0,-0.000691308365506535,0.00034650575455494505,0.0003441612853117994,-6.413256397905329e-07,0.22983723084495275,1,85,0.22983723084495275,123.0227390604436
5,-4,0,5,-8,0,8,-35,0,-0.0009693099903137455,0.000691308365506535,0.0002765520420631755,-1.4495827440350398e-06,0.37049982486133287,1,35,0.37049982486133287,70.6841215379106
3,0,0,3,-3,0,6,-24,0,-0.001168345950483926,0.0008601000555226912,0.00030380754318184923,-4.438351779385624e-06,0.9410210143270538,1,24,0.9410210143270538,64.41338962173621
4,-7,0,1,-4,0,3,-16,0,-0.0006249595622788431,0.0003748425124691666,0.0002424451729378146,-7.671876871861907e-06,3.0398660450925834,1,16,3.0398660450925834,96.06526034239207
3,-2,0,5,-37,0,6,-8,0,-0.000926169843396888,0.00017356060786174272,0.0007442847839762188,-8.324451558926519e-06,2.225547600402819,1,37,2.225547600402819,198.98502658228853
3,3,0,5,1,0,6,-39,0,-0.0016875888535549334,0.0014871323890410233,0.0001931595520730121,-7.296912440897963e-06,1.0710285110984334,1,39,1.0710285110984334,28.351633520654303
6,-1,0,1,2,0,5,-52,0,-0.0013005434184394844,0.0011876060720696538,0.00012531753851161408,1.2380192141783373e-05,2.3557633083875658,1,52,2.3557633083875658,23.846031881379425
2,-4,0,21,-82,0,23,-87,0,-0.0006184286779740842,0.0003040038729051978,0.00031268640971020376,-1.738395358682576e-06,-0.6954358224381486,1,87,0.6954358224381486,124.93802927831004
6,-6,0,5,-49,0,5,-7,0,-0.0008598801736537682,0.00013275472070829768,0.0007269291638669737,-1.9628907849686753e-07,0.05645022795626335,2,49,0.05645022795626335,209.05551157933908
2,-3,0,4,-31,0,6,-13,0,-0.0006883901588102036,0.00016695234579890765,0.0005217453138095654,3.075007982694536e-07,0.11040469460212292,2,31,0.11040469460212292,187.32677233016827
6,3,0,6,0,0,12,-41,0,-0.0018395688730973574,0.001498233374698786,0.0003452042440725866,3.8687456740151265e-06,0.5239846913190344,1,41,0.5239846913190344,46.75462121193699
5,5,0,5,4,0,6,-32,0,-0.0022961841876560085,0.002043085918592437,0.0002327389276888432,-2.035934137472814e-05,2.1910704773960537,1,32,2.1910704773960537,25.04734234828361
3,5,0,3,4,0,4,-20,0,-0.002171276389406632,0.0019293062769633813,0.0002516141139981885,9.644001554937661e-06,1.0997949308228259,1,20,1.0997949308228259,28.693890759167257
3,2,0,3,0,0,6,-25,0,-0.0014462919592611418,0.001168345950483926,0.0002947476895809639,1.680168080374811e-05,2.8687252239081458,1,25,2.8687252239081458,50.32533004675665
6,-5,0,5,-16,0,5,-10,0,-0.000930972361666277,0.0003766696805395213,0.0005565068345943865,2.2041534676307557e-06,-0.5845237790460726,1,16,0.5845237790460726,147.58113842756572
4,0,0,5,-4,0,9,-49,0,-0.0012229835463714977,0.0009693099903137455,0.0002266859853821182,-2.6987570675633937e-05,5.44722676685191,1,49,5.44722676685191,45.75476542280617
5,2,0,5,-1,0,6,-26,0,-0.0015302335921351087,0.0012600188347770935,0.00028279245966383073,1.2577702305815444e-05,2.0287138657530024,1,26,2.0287138657530024,45.61286076739942
2,1,0,3,-1,0,5,-30,0,-0.0011992510625692902,0.000998084207166912,0.0002110088066989556,9.841951296577552e-06,2.025113773476665,1,30,2.025113773476665,43.417898330087525
4,5,0,2,5,0,4,-28,0,-0.0022367954459129313,0.0020671941991908453,0.00018386835702348858,1.426711030140266e-05,1.5747284355970987,1,28,1.5747284355970987,20.294420109893217
5,0,0,0,1,0,5,-9,0,-0.0013588886067690343,0.000738948454077827,0.0006198263277557392,-1.1382493546796199e-07,-0.020662367077872185,1,9,0.020662367077872185,112.51558418075719
5,-8,0,2,-14,0,3,-7,0,-0.000691308365506535,0.00019644874332665755,0.0004995855633416565,4.725941161779065e-06,-1.6857230037219608,1,14,1.6857230037219608,178.20003415687657
4,2,0,5,-30,0,5,-1,0,-0.0014879160161311994,0.0002110088066989556,0.0012600188347770935,-1.688837465515028e-05,2.798860562144505,1,30,2.798860562144505,208.818925086181
5,-2,0,5,-3,0,10,-73,0,-0.0011731479658334855,0.0009983082697128877,0.0001704688337539831,-4.370862366614601e-06,0.9185862355279719,1,73,0.9185862355279719,35.82553680210318
5,-8,0,19,-66,0,24,-79,0,-0.000691308365506535,0.0003385206555158032,0.00035449275871916213,1.705048728430211e-06,-0.6079779697624066,1,79,0.6079779697624066,126.38412385742926
4,-1,0,5,-3,0,9,-69,0,-0.001170293310791235,0.0009983082697128877,0.0001632523835770274,-8.732657501319893e-06,1.8392155059505557,1,69,1.8392155059505557,34.383109831890295
1,-2,0,22,-89,0,23,-88,0,-0.0006023269048774995,0.0002936140688659555,0.0003090448602266104,3.3202421506649867e-07,-0.13586664568285683,1,89,0.13586664568285683,121.34914540773902
4,3,0,6,-52,0,6,2,0,-0.0017407293441252403,0.00014790401292832806,0.0015790857886420345,-1.3739542554877787e-05,1.9458714538899573,1,52,1.9458714538899573,223.63879513807802
5,-8,0,4,-14,0,9,-31,0,-0.000691308365506535,0.00034853739744312436,0.00034243126215317127,-3.3970591023935875e-07,-0.12100975505121067,2,31,0.12100975505121067,121.9805757851718
1,3,0,5,-32,0,6,-3,0,-0.0012725407985733764,0.0001976085759037428,0.0010714226371922894,-3.5095854773441876e-06,0.6790653827874498,1,32,0.6790653827874498,207.30824973993074
6,-3,0,4,-4,0,10,-58,0,-0.0010714226371922894,0.0008598669445285255,0.00021230986265373763,7.541699899736489e-07,0.17330395637143695,2,58,0.17330395637143695,48.786784826297875
6,-1,0,6,-4,0,10,-48,0,-0.0013005434184394844,0.0010207625668623673,0.0002543622721093068,-2.541857946781025e-05,4.811483627001633,1,48,4.811483627001633,48.14824166122666
0,3,0,5,-33,0,5,-4,0,-0.0011860096719051476,0.0001934052328648438,0.0009693099903137455,-2.329444872655839e-05,4.834543314310604,1,33,4.834543314310604,201.17115387935624
2,2,0,4,-39,0,6,-2,0,-0.0013846263257445758,0.00013435052703681462,0.0012575388282566014,7.263029548840345e-06,1.2910133371833807,1,39,1.2910133371833807,223.5292288511776
6,2,0,5,-1,0,11,-39,0,-0.0015790857886420345,0.0012600188347770935,0.00033306061016858746,1.3993656303646317e-05,2.1802999323185865,1,39,2.1802999323185865,51.8929442020991
2,-1,0,1,-1,0,3,-31,0,-0.000894883579030094,0.000758058289083616,0.00012987176786505685,-6.953522081421144e-06,1.9117019089788885,1,31,1.9117019089788885,35.70508637609435
4,0,0,2,0,0,4,-28,0,-0.0012229835463714977,0.0010448703139708233,0.00018386835702348858,5.7551246228141045e-06,1.157714488533311,1,28,1.157714488533311,36.98739381985943
2,3,0,4,1,0,6,-35,0,-0.0016105693803172012,0.0014100176816295921,0.0002137392268708427,1.3187528183233703e-05,2.0143952336681568,1,35,2.0143952336681568,32.64867182515433
4,-3,0,6,-8,0,10,-60,0,-0.000957819766706302,0.0007442847839762188,0.0002063230396454122,-7.211943084671035e-06,1.8512319180786738,1,60,1.8512319180786738,52.9609996656451
