l_a,n_a,m_a,l_b,n_b,m_b,l_c,n_c,m_c,omega_a,omega_b,omega_c,gamma_a,gamma_b,gamma_c,delta,kappa,mu_a,mu_b,mu_c,mu_max,E_th_over_E_star,E_eq_over_E_star,E_th_ceiling_over_E_star,detuning_dominated,refine
6,5,0,4,-48,0,4,5,0,-0.0020351783964062515,0.00010513934243711825,0.0019351014156810539,-1.7613995982417851e-07,7.101489215577853e-10,-6.592207379659595e-07,5.06236171192052e-06,2.0712187173329624,832.1709450098673,43.016794182919455,785.1003517721031,832.1709450098673,0.0,0.0,1.8351241543847547e-06,True,1
2,3,0,6,-1,0,8,-35,0,-0.001398386150657986,0.0011309737734404898,0.0002631939238729442,-1.6631079348497364e-07,-2.789064511109307e-09,1.0325856954991353e-10,-4.218453344552063e-06,2.5109961941966343,831.7305789639273,673.2017609763687,156.663802347405,831.7305789639273,0.0,0.0,5.926059613371022e-07,True,1
0,6,0,4,-46,0,4,3,0,-0.0016373163861810895,0.00011001616526947783,0.00150612480128053,-6.07172399702113e-07,7.274635268956229e-10,-3.564391453457959e-07,-2.1175419631081632e-05,10.751324926761052,830.9676411441731,55.8581392915705,764.5913920538964,830.9676411441731,0.0,0.0,1.4631964219490063e-06,True,1
3,5,0,4,4,0,7,-63,0,-0.0018791792959005039,0.0017201142970912078,0.0001342793538108097,-7.901099996386607e-07,-7.982213700954616e-07,4.986808373644917e-09,-2.478564499848652e-05,10.963395528194829,830.7924203809813,760.4612044452284,59.39557503512391,830.7924203809813,0.0,0.0,1.3830050127503138e-06,True,1
3,2,0,6,-2,0,9,-94,0,-0.001257209295342265,0.0011210385021110606,0.00011482957879839392,-4.4337768099683875e-08,-5.316983021097293e-09,6.022071833203374e-08,-2.134121443281051e-05,14.095291026118666,830.3507146093347,740.4153825491264,75.84150811872122,830.3507146093347,0.0,0.0,1.1130018379657996e-06,True,1
3,2,0,6,-2,0,9,-93,0,-0.001257209295342265,0.0011210385021110606,0.00011586322230512725,-4.4337768099683875e-08,-5.316983021097293e-09,5.1722513421231456e-08,-2.030757092607704e-05,13.403060470057849,829.7600982739135,739.8889001914707,76.46984189266637,829.7600982739135,0.0,0.0,1.104642859253996e-06,True,1
2,5,0,6,2,0,8,-50,0,-0.0018048401012071306,0.0015907002056791103,0.0001894895435410259,-8.361497093340479e-07,-5.501307220000565e-07,1.4201149558759777e-09,-2.465035198699443e-05,11.32974361429601,829.0600427228995,730.9323237228035,87.09279054026575,829.0600427228995,0.0,0.0,9.81550200909207e-07,True,1
4,1,0,3,1,0,7,-80,0,-0.0012825574052606177,0.0011691878228487144,0.00010619983640449538,-6.331394448016904e-08,-5.130374198263038e-09,,-7.169746007407987e-06,4.63160258523421,828.4902400901577,755.2864426404401,,828.4902400901577,0.0,0.0,1.2061931349325016e-06,True,1
4,4,0,6,2,0,8,-66,0,-0.0017201142970912078,0.0015907002056791103,0.00014526810071966307,-7.982213700954616e-07,-5.501307220000565e-07,6.55008745562441e-09,1.585400930756561e-05,7.6431928802926015,828.2153138735788,766.4127896371115,70.03351624519432,828.2153138735788,0.0,0.0,1.1637240253334553e-06,True,1
5,5,0,6,4,0,9,-57,0,-0.0019862555038104063,0.0018116043345837844,0.0001862822633846922,-4.540844171536807e-07,-8.828551439014841e-07,2.3840075759435843e-09,1.1631094158070458e-05,4.853413816188991,828.1922227863795,753.7764970661133,77.73171462146841,828.1922227863795,0.0,0.0,1.0636326467282395e-06,True,1
1,4,0,5,-37,0,6,-2,0,-0.0012960421937048758,0.00016478564411989834,0.0011210385021110606,-7.207688798634074e-08,2.0380252261730479e-10,-5.316983021097293e-09,-1.0218047473916931e-05,6.529053616934847,828.1150073806671,105.29353169402813,716.3129271714956,828.1150073806671,0.0,0.0,8.286582849705107e-07,True,1
3,2,0,6,-1,0,9,-98,0,-0.001257209295342265,0.0011309737734404898,0.00011020418110866367,-4.4337768099683875e-08,-2.789064511109307e-09,1.0401133345980173e-07,-1.6031340793111514e-05,10.55680748261365,827.8824527689732,744.758181332984,72.56909158616557,827.8824527689732,0.0,0.0,1.1563888644739743e-06,True,1
1,3,0,5,-41,0,6,-3,0,-0.0011616347408751621,0.00014892361035738586,0.001012448037902089,-5.537892723467824e-09,3.8465277897171124e-10,6.783803201601887e-12,-2.6309261568738425e-07,0.18750290203546002,827.699584159743,106.13592938121491,721.5593820740776,827.699584159743,5.5593663503717216e-08,3.2173384719627873e-10,8.161031382350817e-07,True,1
1,7,0,5,4,0,6,-59,0,-0.0019182614902478053,0.0017666927178038535,0.00012453811043828544,-6.972512171337115e-07,-8.613210822539651e-07,3.3096800865242585e-09,-2.7030662005666367e-05,11.652591869527106,826.6643821429594,761.2135376616603,53.68687462989672,826.6643821429594,0.0,0.0,1.5285689002435206e-06,True,1
6,-2,0,6,-3,0,10,-110,0,-0.0011210385021110606,0.001012448037902089,0.00010878663632149934,-5.316983021097293e-09,6.783803201601887e-12,2.071439920377661e-07,1.9617211252783914e-07,0.14449606402322882,825.4291796190199,745.7469593016662,55.098573592484364,825.4291796190199,2.8976741888148545e-10,2.9708068044373675e-10,1.045909791593555e-06,True,2
5,4,0,4,3,0,9,-42,0,-0.0017666927178038535,0.00150612480128053,0.000248493659623604,-8.613210822539651e-07,-3.564391453457959e-07,2.964571489852285e-10,-1.2074256899719535e-05,5.647697659079166,824.2706666773464,704.1786177937455,116.2321682390097,824.2706666773464,0.0,0.0,7.632761466340747e-07,True,1
0,5,0,4,-7,0,4,-3,0,-0.0014376844518621038,0.0006030101990167389,0.0008319887161776548,-2.220959354533618e-07,1.5038207503835194e-10,3.2164554113518244e-09,-2.685536667710155e-06,1.5444182104184332,823.9811918929682,346.7835469040355,478.465856739955,823.9811918929682,6.429248960274737e-08,1.533423724528574e-11,3.766780113284725e-07,True,1
0,4,0,5,-40,0,5,-1,0,-0.0012318460189154454,0.00015319146672439988,0.0010910354688303623,-4.064350775668056e-08,3.2291885750991343e-10,-2.8687145965298242e-09,1.2380916639316737e-05,8.277825983224831,823.6023499966436,102.42313555373546,729.4614585635298,823.6023499966436,0.0,0.0,8.365262773669355e-07,True,1
3,4,0,3,3,0,6,-33,0,-0.0016697023644453982,0.0014614673184444634,0.00021653410473498641,-6.958693014573762e-07,-2.655051493296818e-07,8.71438272435039e-11,8.299058734051717e-06,4.107646710872312,823.5347997750637,722.9882130397203,107.17427500637447,823.5347997750637,0.0,0.0,8.061875912091897e-07,True,1
3,4,0,5,3,0,8,-67,0,-0.0016697023644453982,0.001548847611724769,0.00014303876799873726,-6.958693014573762e-07,-4.5178955630907436e-07,5.312210066649823e-09,2.218401527810795e-05,10.940769007867157,823.0632247142522,763.7062403846378,70.54422093370628,823.0632247142522,0.0,0.0,1.159850942202811e-06,True,1
6,-1,0,6,-5,0,12,-57,0,-0.0011309737734404898,0.0008822153106829276,0.00024266078670288457,-2.789064511109307e-09,4.852289365069005e-09,1.8554018219237562e-09,-6.097676054677564e-06,4.435931930564095,822.7597045901407,641.7930031268705,176.53064422373726,822.7597045901407,4.4153368613756174e-07,1.2937245984983608e-06,5.516514646100646e-07,True,1
1,3,0,3,0,0,4,-40,0,-0.0011616347408751621,0.0010392276866836483,0.0001255806032697131,-5.537892723467824e-09,7.466668761449863e-10,3.1309357723126465e-10,3.1735490781993354e-06,2.2436193371200117,821.2452793204901,734.7078023769548,88.78232589104809,821.2452793204901,7.977824872998012e-07,4.4679355398568465e-08,9.581617569887275e-07,True,1
6,2,0,3,-29,0,3,3,0,-0.0015907002056791103,0.0001316975425786783,0.0014614673184444634,-5.501307220000565e-07,3.433057932649028e-11,-2.655051493296818e-07,2.4646553440314106e-06,1.3014526554199477,819.790198449315,69.54242786917256,767.2835170209581,819.790198449315,0.0,0.0,1.1645788083268626e-06,True,1
4,0,0,5,-2,0,9,-69,0,-0.0012082903080278123,0.0010518133842167875,0.00015527071195507443,-2.2660016458665974e-09,9.569311754069791e-11,8.210019669733485e-09,-1.2062118559504412e-06,0.8176023045505507,819.0096891378404,712.9469337779915,105.24415819061375,819.0096891378404,3.794603626662446e-08,7.17593004354249e-08,8.329419820659953e-07,True,1
4,5,0,2,5,0,6,-64,0,-0.0019351014156810539,0.0018048401012071306,0.00011470968729437697,-6.592207379659595e-07,-8.361497093340479e-07,3.86581340817225e-09,-1.5551627179546295e-05,6.582743486806076,818.3611370102576,762.8567726717529,48.554689156524695,818.3611370102576,0.0,0.0,1.6849188857598467e-06,True,1
3,2,0,6,-2,0,7,-59,0,-0.001257209295342265,0.0011210385021110606,0.00014344568051395134,-4.4337768099683875e-08,-5.316983021097293e-09,3.3942626533973555e-09,7.2748872827468804e-06,4.730595393289304,817.5024322826381,728.9704914011838,93.27751416513225,817.5024322826381,0.0,0.0,9.191638634354284e-07,True,1
4,5,0,2,5,0,6,-65,0,-0.0019351014156810539,0.0018048401012071306,0.0001133014389222903,-6.592207379659595e-07,-8.361497093340479e-07,4.775903594886414e-09,-1.6959875551632916e-05,7.166901268820434,817.1177893818971,761.763787502058,47.8789005086249,817.1177893818971,0.0,0.0,1.711545066700969e-06,True,1
6,-1,0,6,-5,0,10,-47,0,-0.0011309737734404898,0.0008822153106829276,0.0002454170812530234,-2.789064511109307e-09,4.852289365069005e-09,8.866939509276969e-10,-3.3413815045387017e-06,2.4139848693650316,817.0730046644069,637.3567828407542,177.30184331369207,817.0730046644069,2.8899841918060695e-07,1.0938161317498041e-06,5.530745585658553e-07,True,1
6,2,0,3,3,0,7,-72,0,-0.0015907002056791103,0.0014614673184444634,0.00011805337396983043,-5.501307220000565e-07,-2.655051493296818e-07,9.786254040289469e-09,-1.1179513264816332e-05,5.746943132029497,816.7274512394567,751.0704399263421,60.68652102632465,816.7274512394567,0.0,0.0,1.3708328320004897e-06,True,1
3,5,0,5,4,0,8,-70,0,-0.0018791792959005039,0.0017666927178038535,0.00013703740129052935,-7.901099996386607e-07,-8.613210822539651e-07,7.481595352400733e-09,2.4550823193879084e-05,10.672118032586084,816.4469902475556,767.5001572178448,59.56945891365396,816.4469902475556,0.0,0.0,1.3661889293830276e-06,True,1
4,4,0,4,3,0,8,-41,0,-0.0017201142970912078,0.00150612480128053,0.0002273375946174386,-7.982213700954616e-07,-3.564391453457959e-07,3.512765880528099e-10,1.3348098806760782e-05,6.344063069943455,816.0752990395353,715.5735072731478,108.04864863544103,816.0752990395353,0.0,0.0,8.080749396423907e-07,True,1
3,5,0,4,-41,0,5,4,0,-0.0018791792959005039,0.00012206044959027472,0.0017666927178038535,-7.901099996386607e-07,3.784628033349345e-10,-8.613210822539651e-07,9.573871493624361e-06,4.171520605837471,816.0205191614153,53.18409387099645,766.685653002777,816.0205191614153,0.0,0.0,1.5266181957216204e-06,True,1
3,2,0,6,-2,0,9,-98,0,-0.001257209295342265,0.0011210385021110606,0.00011020418110866367,-4.4337768099683875e-08,-5.316983021097293e-09,1.0401133345980173e-07,-2.5966612122540686e-05,16.853518482498206,815.9851238127969,727.6052274236356,71.52697835474916,815.9851238127969,0.0,0.0,1.2009110333603114e-06,True,1
4,5,0,6,4,0,8,-69,0,-0.0019351014156810539,0.0018116043345837844,0.00013920551247506146,-6.592207379659595e-07,-8.828551439014841e-07,8.292048746087443e-09,1.5708431377791906e-05,6.629105030048201,815.9127488785467,763.3093851957666,58.74602066846764,815.9127488785467,0.0,0.0,1.391605290584807e-06,True,1
1,4,0,6,-2,0,7,-52,0,-0.0012960421937048758,0.0011210385021110606,0.0001621460604595348,-7.207688798634074e-08,-5.316983021097293e-09,1.4007892802671741e-09,-1.2857631134280487e-05,8.088407422034173,815.2942390673262,705.2166352322621,102.00194556791556,815.2942390673262,0.0,0.0,8.688583394153008e-07,True,1
1,6,0,4,-29,0,5,3,0,-0.0017098504656313984,0.00016932909432641483,0.001548847611724769,-7.660924731876557e-07,3.490958829055335e-11,-4.5178955630907436e-07,8.326240419785549e-06,3.973318472406019,812.5161233927823,80.80458700162545,738.0312031067479,812.5161233927823,0.0,0.0,1.0464798794810518e-06,True,1
2,5,0,4,-47,0,6,3,0,-0.0018048401012071306,0.00010735280104432215,0.0016975480317716182,-8.361497093340479e-07,9.472635278215776e-10,-5.222349982526138e-12,6.073160880985286e-08,0.0290566498369786,62.554374373418675,51.35601445708673,812.1809964348164,812.1809964348164,0.0,0.0,1.4982457619210844e-06,False,2
0,4,0,5,-50,0,5,-1,0,-0.0012318460189154454,0.00012363874288160353,0.0010910354688303623,-4.064350775668056e-08,1.412952830054421e-09,-2.8687145965298242e-09,-1.7171807203479475e-05,11.320194109861303,812.0692727707312,81.50653845550463,719.2448045336178,812.0692727707312,0.0,0.0,1.0661316273683944e-06,True,1
3,5,0,5,4,0,8,-71,0,-0.0018791792959005039,0.0017666927178038535,0.00013546286467293152,-7.901099996386607e-07,-8.613210822539651e-07,6.62339184440389e-09,2.2976286576281224e-05,9.927363600744524,811.4573060340495,762.7990866688594,58.529434322031776,811.4573060340495,0.0,0.0,1.3989125436149598e-06,True,1
5,4,0,6,2,0,9,-56,0,-0.0017666927178038535,0.0015907002056791103,0.0001898450963679718,-8.613210822539651e-07,-5.501307220000565e-07,2.6924217970215297e-09,1.3852584243228628e-05,6.372575193052699,811.1614483424718,731.1901025230006,87.33403872836298,811.1614483424718,0.0,0.0,9.779664560043003e-07,True,1
2,5,0,3,4,0,5,-42,0,-0.0018048401012071306,0.0016697023644453982,0.00014596762241928099,-8.361497093340479e-07,-6.958693014573762e-07,2.740073882891357e-10,1.0829885657548562e-05,4.880644115712569,810.9637208055954,750.9268853252397,65.7824135678322,810.9637208055954,0.0,0.0,1.2626351678741329e-06,True,1
0,6,0,4,-47,0,4,3,0,-0.0016373163861810895,0.00010735280104432215,0.00150612480128053,-6.07172399702113e-07,9.472635278215776e-10,-3.564391453457959e-07,-2.383878385623728e-05,11.811190183603026,810.9635847733658,53.18913735375779,746.142857007331,810.9635847733658,0.0,0.0,1.5746590861709943e-06,True,1
1,6,0,5,-44,0,6,2,0,-0.0017098504656313984,0.00013944614511242234,0.0015907002056791103,-7.660924731876557e-07,6.363057793724974e-10,-5.501307220000565e-07,2.0295885160134244e-05,9.627834107531843,810.530882553175,66.14958356457913,754.3092914384029,810.530882553175,0.0,0.0,1.2521142659851961e-06,True,1
4,1,0,3,-15,0,3,0,0,-0.0012825574052606177,0.00024286930329206426,0.0010392276866836483,-6.331394448016904e-08,4.1544858425510314e-12,7.466668761449863e-10,-4.6041528490529254e-07,0.2936443206656861,810.3650478691815,154.8975325341627,662.7992527405764,810.3650478691815,1.3399389470471032e-08,1.9654687736124847e-12,6.08769571181001e-07,True,2
2,5,0,1,6,0,3,-37,0,-0.0018048401012071306,0.0017098504656313984,0.00010507781752255083,-8.361497093340479e-07,-7.660924731876557e-07,1.864028779441251e-10,1.0088181946818616e-05,4.541640068871589,809.7517347159426,767.5546105202442,47.30541428022374,809.7517347159426,0.0,0.0,1.7163712436441842e-06,True,1
4,4,0,2,4,0,6,-55,0,-0.0017201142970912078,0.0016007680175258506,0.0001333270113251712,-7.982213700954616e-07,-5.386696293253239e-07,1.6296911372078002e-09,1.398073175981401e-05,6.586771445954872,809.0834129158433,753.61402100729,62.8146337610896,809.0834129158433,0.0,0.0,1.3193137623048835e-06,True,1
5,5,0,3,5,0,8,-77,0,-0.0019862555038104063,0.0018791792959005039,0.00012492340644222006,-4.540844171536807e-07,-7.901099996386607e-07,7.032634997501512e-09,1.7847198532317844e-05,7.270317153626275,808.8684435278872,764.7620861797146,50.88937138171248,808.8684435278872,0.0,0.0,1.6043583418580997e-06,True,1
4,5,0,6,-55,0,6,4,0,-0.0019351014156810539,0.0001333270113251712,0.0018116043345837844,-6.592207379659595e-07,1.6296911372078002e-09,-8.828551439014841e-07,9.829930227901696e-06,4.112821272334065,807.8276715351964,55.78372868430779,754.9326180744673,807.8276715351964,0.0,0.0,1.4781541208059153e-06,True,1
3,4,0,4,3,0,7,-58,0,-0.0016697023644453982,0.00150612480128053,0.00014575942116920726,-6.958693014573762e-07,-3.564391453457959e-07,2.0545743143216186e-09,-1.7818141995661063e-05,8.627196592117777,807.8214815406266,729.0903673423073,70.5738664293097,807.8214815406266,0.0,0.0,1.2144170729889426e-06,True,1
3,2,0,5,-1,0,6,-45,0,-0.001257209295342265,0.0010910354688303623,0.00016116491013727394,-4.4337768099683875e-08,-2.8687145965298242e-09,4.492023693773869e-10,-5.008916374628662e-06,3.218516352026551,807.7975071376219,701.0528143276885,103.55770744970054,807.7975071376219,0.0,0.0,8.608882489533902e-07,True,1
2,4,0,4,3,0,6,-63,0,-0.0016007680175258506,0.00150612480128053,0.00011654568519412879,-5.386696293253239e-07,-3.564391453457959e-07,4.967967554405892e-09,2.1902468948808247e-05,11.05243652224535,807.5362923950939,759.9209441862904,58.81134941566168,807.5362923950939,0.0,0.0,1.3982761361578148e-06,True,1
1,6,0,4,3,0,5,-28,0,-0.0017098504656313984,0.00150612480128053,0.000212893957341181,-7.660924731876557e-07,-3.564391453457959e-07,4.4984337359737765e-11,9.168292990312504e-06,4.3415341772198195,806.8670833801817,712.668791969511,100.81335673781575,806.8670833801817,0.0,0.0,8.692530858570423e-07,True,1
5,3,0,2,3,0,7,-52,0,-0.001548847611724769,0.001398386150657986,0.0001621460604595348,-4.5178955630907436e-07,-1.6631079348497364e-07,1.4007892802671741e-09,1.1684599392751882e-05,6.08074789029772,805.429376681523,727.6563068137028,84.38195224611853,805.429376681523,0.0,0.0,1.0177946425773822e-06,True,1
5,-1,0,4,-3,0,5,-23,0,-0.0010910354688303623,0.0008319887161776548,0.0002580044843480475,-2.8687145965298242e-09,3.2164554113518244e-09,1.4294608515836602e-11,-1.042268304659883e-06,0.7690636023115996,805.0446184869669,613.9006525430162,190.37502842547292,805.0446184869669,9.422738248118968e-09,7.503736685732475e-07,5.347734936990813e-07,True,1
5,-1,0,4,-3,0,9,-41,0,-0.0010910354688303623,0.0008319887161776548,0.00025271691495556536,-2.8687145965298242e-09,3.2164554113518244e-09,3.221487348695563e-10,-6.329837697142135e-06,4.669992669012852,804.9380350012453,613.8199570878185,186.4480884213569,804.9380350012453,1.8076366975698983e-07,5.0439244987194594e-06,5.461111216739772e-07,True,1
3,4,0,4,-45,0,5,3,0,-0.0016697023644453982,0.00011194207503494795,0.001548847611724769,-6.958693014573762e-07,4.4004851600595554e-10,-4.5178955630907436e-07,-8.912677685681252e-06,4.309291898406052,804.8539520496738,54.12414691332158,747.9096701446726,804.8539520496738,0.0,0.0,1.5419935264057131e-06,True,1
2,5,0,6,3,0,8,-90,0,-0.0018048401012071306,0.0016975480317716182,0.00010717270719231978,-8.361497093340479e-07,-5.222349982526138e-12,3.559709039205053e-08,-1.1936224319272076e-07,0.05657174717316073,120.88535616828493,804.5530597201564,48.67600531531143,804.5530597201564,0.0,0.0,1.5293556967341043e-06,False,2
3,5,0,5,4,0,8,-69,0,-0.0018791792959005039,0.0017666927178038535,0.00013920551247506146,-7.901099996386607e-07,-8.613210822539651e-07,8.292048746087443e-09,2.6718934378411026e-05,11.438998126840167,804.1688977281905,755.9696078524045,59.59711930171758,804.1688977281905,0.0,0.0,1.386515898807947e-06,True,1
1,7,0,4,-37,0,5,4,0,-0.0019182614902478053,0.00013515216681748258,0.0017666927178038535,-6.972512171337115e-07,1.9618976210775809e-10,-8.613210822539651e-07,-1.641660562646933e-05,6.885839462980799,803.8776935757444,56.68870562451823,740.0100547130967,803.8776935757444,0.0,0.0,1.4878149885928203e-06,True,1
5,5,0,5,-36,0,6,4,0,-0.0019862555038104063,0.00016923131506604462,0.0018116043345837844,-4.540844171536807e-07,1.1107085801856638e-10,-8.828551439014841e-07,-5.419854160577334e-06,2.2003343072159125,803.5580786693588,68.70396458734704,725.9015756275095,803.5580786693588,0.0,0.0,1.2368977442642807e-06,True,1
4,5,0,2,5,0,6,-50,0,-0.0019351014156810539,0.0018048401012071306,0.00014583613629717845,-6.592207379659595e-07,-8.361497093340479e-07,1.432580207226404e-09,1.557482182325525e-05,6.4571671992887705,801.5562513626232,747.1928689812124,60.46222052951807,801.5562513626232,0.0,0.0,1.381459781036441e-06,True,1
4,3,0,2,3,0,6,-60,0,-0.00150612480128053,0.001398386150657986,0.00012215616477973638,-3.564391453457959e-07,-1.6631079348497364e-07,3.683294638158034e-09,1.4417514157192375e-05,7.666834804128516,800.6708129587151,743.5735635121316,64.95926377447636,800.6708129587151,0.0,0.0,1.2938563921575327e-06,True,1
2,2,0,5,-1,0,7,-66,0,-0.00120515078399613,0.0010910354688303623,0.00012840892375229473,-2.5535226476112524e-08,-2.8687145965298242e-09,6.565830527237373e-09,1.4293608586526951e-05,9.489938709885138,800.1330634447578,724.3698789081841,85.25437647668791,800.1330634447578,0.0,0.0,1.012052162860848e-06,True,1
0,8,0,0,2,0,0,4,0,-0.002045386024107556,0.0008237876227291485,0.0012318460189154454,-1.0535532469047269e-07,3.4324404983743775e-09,-4.064350775668056e-08,1.0247617537037686e-05,4.008406338255847,800.0205913632501,322.22858934353604,481.8388797754889,800.0205913632501,0.0,0.0,4.0254150566728044e-07,True,1
3,4,0,4,3,0,7,-60,0,-0.0016697023644453982,0.00150612480128053,0.00014071850193420155,-6.958693014573762e-07,-3.564391453457959e-07,3.6655687467183104e-09,-2.285906123066666e-05,10.951634017411186,799.5736185702393,721.4873165055543,67.41735792634195,799.5736185702393,0.0,0.0,1.2847741560306037e-06,True,1
4,5,0,2,-23,0,6,4,0,-0.0019351014156810539,0.00011736298885182774,0.0018116043345837844,-6.592207379659595e-07,1.0825280401944664e-11,-8.828551439014841e-07,-6.134092245441841e-06,2.548823002562529,799.4651700532783,48.76638199512687,745.0759499799731,799.4651700532783,0.0,0.0,1.702576970689899e-06,True,1
2,2,0,5,-51,0,5,-1,0,-0.00120515078399613,0.00012109277518300595,0.0010910354688303623,-2.5535226476112524e-08,1.1696965379209962e-09,-2.8687145965298242e-09,6.977460017238302e-06,4.628000941958103,799.3455498451664,80.31826314332632,723.6605782366918,799.3455498451664,0.0,0.0,1.075302737045123e-06,True,1
2,5,0,3,4,0,5,-41,0,-0.0018048401012071306,0.0016697023644453982,0.00014892361035738586,-8.361497093340479e-07,-6.958693014573762e-07,3.8465277897171124e-10,1.3785873595653381e-05,6.1122710331469445,798.7478096509799,739.3580442411806,66.02856634865599,798.7478096509799,0.0,0.0,1.278617887183872e-06,True,1
5,5,0,5,4,0,10,-60,0,-0.0019862555038104063,0.0017666927178038535,0.0001954937643672849,-4.540844171536807e-07,-8.613210822539651e-07,3.2604221612468295e-09,-2.4069021639267895e-05,9.66897494639101,797.7739245439209,709.2594251694734,78.53349092580078,797.7739245439209,0.0,0.0,1.1213523409176277e-06,True,1
5,4,0,2,4,0,5,-38,0,-0.0017666927178038535,0.0016007680175258506,0.00015984683941894915,-8.613210822539651e-07,-5.386696293253239e-07,2.2497395718845847e-10,-6.077860859053695e-06,2.7680008724081233,796.6338064930467,726.1809488337408,72.79801247853993,796.6338064930467,0.0,0.0,1.177651058391507e-06,True,1
2,6,0,5,4,0,7,-37,0,-0.0020022479995732987,0.0017666927178038535,0.0002225955783876785,-2.6352386052104416e-07,-8.613210822539651e-07,2.139917005673609e-10,-1.2959703381766781e-05,5.155274137519657,796.3148315403898,701.2302885684798,88.54687444824434,796.3148315403898,0.0,0.0,1.0043591945274028e-06,True,1
6,5,0,5,4,0,9,-40,0,-0.0020351783964062515,0.0017666927178038535,0.0002593869045229939,-1.7613995982417851e-07,-8.613210822539651e-07,3.3793836166908577e-10,-9.098774079404227e-06,3.5606541365804607,796.2840754772238,688.2888003712021,101.50675748925161,796.2840754772238,0.0,0.0,8.905886053876215e-07,True,1
6,-1,0,5,-4,0,11,-45,0,-0.0011309737734404898,0.0008558216031024513,0.00027935138627828074,-2.789064511109307e-09,3.660987619368396e-09,4.843534412037794e-10,4.199215940242336e-06,2.9552497938208093,795.936508414843,602.294735713033,196.5969678528004,795.936508414843,2.1786852577322766e-07,2.0352518014739333e-06,5.27829874099516e-07,True,1
3,2,0,3,0,0,6,-32,0,-0.001257209295342265,0.0010392276866836483,0.00022119211567946594,-4.4337768099683875e-08,7.466668761449863e-10,6.325675574090661e-11,3.2105070208493687e-06,2.032545718489787,795.8530255909559,657.92652508229,140.03491806156794,795.8530255909559,1.9537632889456242e-07,6.765588209118158e-11,6.783694290491443e-07,True,1
1,3,0,3,-1,0,4,-30,0,-0.0011616347408751621,0.0009939560760100293,0.00016535071382661997,-5.537892723467824e-09,1.946736582362881e-09,5.0036591093767785e-11,-2.3279510385128006e-06,1.5937134848103713,795.2519971602956,680.4613248140416,113.19897108144633,795.2519971602956,7.929242283527351e-08,2.521207917001827e-08,8.113980126544588e-07,True,2
2,2,0,4,-1,0,6,-53,0,-0.00120515078399613,0.0010553705459852385,0.00013801223548008578,-2.5535226476112524e-08,5.565058053936869e-10,2.0004402594607375e-09,-1.1768002530805751e-05,7.763514464078931,795.0528130944537,696.2425839142614,91.04858433569815,795.0528130944537,6.715191365198038e-07,8.315112193325208e-09,9.859303385805446e-07,True,1
1,5,0,1,1,0,2,-3,0,-0.0015032438859202853,0.0008463740302387266,0.0006544435404762507,-3.430397926167656e-07,3.836829131865465e-09,4.1062627904321485e-10,-2.4263152053080692e-06,1.2955356047556255,794.7559738008978,451.9224533297323,349.4413644164796,794.7559738008978,1.3824966903861867e-07,2.215334519524691e-11,3.957685104263472e-07,True,1
6,4,0,3,4,0,5,-45,0,-0.0018116043345837844,0.0016697023644453982,0.00013668032463660137,-8.828551439014841e-07,-6.958693014573762e-07,4.483706890122852e-10,-5.221645501784751e-06,2.322728040886734,794.5731330462223,736.2195953571382,60.799075960255344,794.5731330462223,0.0,0.0,1.3840538763559442e-06,True,1
6,-2,0,6,-5,0,12,-61,0,-0.0011210385021110606,0.0008822153106829276,0.00022836592320732158,-5.316983021097293e-09,4.852289365069005e-09,2.9107487252371635e-09,-1.0457268220811404e-05,7.4072941295223504,794.0755335866029,624.9077149322991,161.76055362728872,794.0755335866029,5.796150414217337e-07,5.838084884093797e-06,6.182888900127067e-07,True,1
6,2,0,4,2,0,10,-44,0,-0.0015907002056791103,0.0013269608486436745,0.00026048619891042897,-5.501307220000565e-07,-6.489603657476092e-09,5.190700728547432e-10,-3.2531581250067314e-06,1.6458800899744284,793.5215312002086,671.351963667936,131.7885656238725,793.5215312002086,0.0,0.0,7.064007520964728e-07,True,1
3,5,0,3,4,0,4,-23,0,-0.0018791792959005039,0.0016697023644453982,0.00021219957477387836,-7.901099996386607e-07,-6.958693014573762e-07,1.2697187148179345e-11,2.722643318772743e-06,1.1958410989728363,792.671195183621,710.5275117273425,93.20242976622703,792.671195183621,0.0,0.0,9.143890055359031e-07,True,1
4,5,0,6,-67,0,6,4,0,-0.0019351014156810539,0.00010963936035165052,0.0018116043345837844,-6.592207379659595e-07,5.641104489087335e-09,-8.828551439014841e-07,-1.3857720745618935e-05,5.68137229979408,792.4544946986565,44.94981423665042,741.2167528222021,792.4544946986565,0.0,0.0,1.8720924200243351e-06,True,1
3,4,0,3,3,0,6,-36,0,-0.0016697023644453982,0.0014614673184444634,0.00019935616383937973,-6.958693014573762e-07,-2.655051493296818e-07,1.1991578841716756e-10,-8.8788821615551e-06,4.225914029433451,792.2672431174008,695.2762421406145,94.883792150529,792.2672431174008,0.0,0.0,9.469706312429254e-07,True,1
6,-2,0,5,-4,0,11,-46,0,-0.0011210385021110606,0.0008558216031024513,0.00027342373472592654,-5.316983021097293e-09,3.660987619368396e-09,8.11904658897129e-10,8.20683571731715e-06,5.797784185188286,791.9663751472743,604.6018993219451,193.16236511795677,791.9663751472743,3.1803468460399224e-07,8.930442229033516e-06,5.35165305409943e-07,True,1
