l_a,n_a,m_a,l_b,n_b,m_b,l_c,n_c,m_c,omega_a,omega_b,omega_c,gamma_a,gamma_b,gamma_c,delta,kappa,mu_a,mu_b,mu_c,mu_max,E_th_over_E_star,E_eq_over_E_star,E_th_ceiling_over_E_star,detuning_dominated,refine
4,5,0,6,4,0,10,-97,0,-0.0019351014156810539,0.0018116043345837844,0.00012293704830724543,-6.592207379659595e-07,-8.828551439014841e-07,7.826171900780106e-08,-5.60032790024095e-07,21.398725280572744,47871.854835305654,37078.9374742126,4652.1907703361885,47871.854835305654,0.0,0.0,1.922139881058005e-10,False,1
4,2,0,4,0,0,6,-62,0,-0.0013269608486436745,0.0012082903080278123,0.00011867868913644012,-6.489603657476092e-09,-2.2660016458665974e-09,4.041726522564943e-09,8.14852057790666e-09,0.31113076548209834,39633.23248758044,44448.854303547756,4059.512119523144,44448.854303547756,0.0,0.0,2.989562264513203e-10,True,2
5,5,0,3,5,0,8,-90,0,-0.0019862555038104063,0.0018791792959005039,0.00010717270719231978,-4.540844171536807e-07,-7.901099996386607e-07,3.559709039205053e-08,9.649928241727002e-08,10.323519373678394,44170.716868965326,24372.11598630803,10756.828477636349,44170.716868965326,0.0,0.0,2.711566193879581e-11,False,1
6,5,0,1,7,0,5,-53,0,-0.0020351783964062515,0.0019182614902478053,0.00011696475929971748,-1.7613995982417851e-07,-6.972512171337115e-07,1.9593494667728166e-09,4.7853141271151506e-08,3.9555901153018342,44105.47448624056,10856.988992189436,9660.333519496662,44105.47448624056,0.0,0.0,4.076763476123473e-11,False,1
4,1,0,4,-1,0,8,-41,0,-0.0012825574052606177,0.0010553705459852385,0.0002273375946174386,-6.331394448016904e-08,5.565058053936869e-10,3.512765880528099e-10,1.507353420593556e-07,5.308273547571941,41642.06538531329,37165.52001578404,8005.865422838552,41642.06538531329,1.9932350521669533e-10,4.940359887178408e-14,2.1005226991163617e-10,True,1
5,4,0,1,5,0,4,-18,0,-0.0017666927178038535,0.0015032438859202853,0.0002634415607872964,-8.613210822539651e-07,-3.430397926167656e-07,7.162044507441582e-12,-7.271096271951882e-09,1.1316826454311106,2321.160242465613,4958.063268361557,41002.358743363395,41002.358743363395,0.0,0.0,6.515035078084153e-12,False,1
4,0,0,5,-1,0,9,-92,0,-0.0012082903080278123,0.0010910354688303623,0.00011713669001059856,-2.2660016458665974e-09,-2.8687145965298242e-09,6.052605155883652e-08,-1.1814918685158077e-07,3.739110777246702,38232.17682978191,34518.227380228636,3299.3309270765153,38232.17682978191,0.0,0.0,4.882845806157432e-10,True,1
3,1,0,2,-23,0,5,-2,0,-0.0011691878228487144,0.00011736298885182774,0.0010518133842167875,-5.130374198263038e-09,1.0825280401944664e-11,9.569311754069791e-11,-1.144978009929784e-08,0.3908438089503916,36421.68586739833,4006.240879145455,35902.90722371058,36421.68586739833,1.5869606711662868e-10,8.506870994835602e-14,4.345082042335239e-10,True,1
3,3,0,1,4,0,4,-30,0,-0.0014614673184444634,0.0012960421937048758,0.00016535071382661997,-2.655051493296818e-07,-7.207688798634074e-08,5.0036591093767785e-11,-7.441091296757872e-08,2.80899380010862,14888.381341732511,35142.15094183819,6241.947672047962,35142.15094183819,0.0,0.0,2.0465695466221335e-10,False,1
3,5,0,5,4,0,8,-86,0,-0.0018791792959005039,0.0017666927178038535,0.00011201004217315147,-7.901099996386607e-07,-8.613210822539651e-07,3.096566614529773e-08,-4.765359234988435e-07,17.047499930000896,34719.40064813977,30596.28383744455,3998.5915058521014,34719.40064813977,0.0,0.0,2.467924865467461e-10,False,1
1,7,0,6,4,0,7,-80,0,-0.0019182614902478053,0.0018116043345837844,0.00010619983640449538,-6.972512171337115e-07,-8.828551439014841e-07,,-4.5731925952564867e-07,15.077448708425242,34685.62319086098,27471.767013041965,,34685.62319086098,0.0,0.0,2.988657049225245e-10,False,1
2,4,0,3,3,0,5,-44,0,-0.0016007680175258506,0.0014614673184444634,0.00013944614511242234,-5.386696293253239e-07,-2.655051493296818e-07,6.363057793724974e-10,1.4544603103524602e-07,7.111926624163899,20403.86736037997,34333.33472138573,6818.482804796886,34333.33472138573,0.0,0.0,1.2826660830492743e-10,False,1
5,5,0,6,4,0,11,-74,0,-0.0019862555038104063,0.0018116043345837844,0.00017507398797129362,-4.540844171536807e-07,-8.828551439014841e-07,6.789780708662301e-09,4.2281874467180874e-07,10.543684085579063,33753.20261647793,19513.071540950208,4365.19639803885,33753.20261647793,0.0,0.0,3.1689744432966323e-10,False,1
6,4,0,6,2,0,12,-63,0,-0.0018116043345837844,0.0015907002056791103,0.00022080532685120148,-8.828551439014841e-07,-5.501307220000565e-07,3.9998189039381155e-09,-9.880205347270743e-08,11.78635385214706,24035.361033490288,33543.49938668726,26318.8835576621,33543.49938668726,0.0,0.0,1.250417734916331e-11,False,1
3,4,0,5,3,0,8,-80,0,-0.0016697023644453982,0.001548847611724769,0.00012026063604529243,-6.958693014573762e-07,-4.5178955630907436e-07,1.249402634581662e-08,-5.941166753367384e-07,15.573403952400618,28418.800435299,32316.935457213174,3151.659510862628,32316.935457213174,0.0,0.0,4.883421570211335e-10,False,1
5,5,0,5,4,0,10,-53,0,-0.0019862555038104063,0.0017666927178038535,0.0002199516944460256,-4.540844171536807e-07,-8.613210822539651e-07,1.9388871100260697e-09,3.8890843947298956e-07,9.317349371917091,30954.546149218902,17417.971383972723,5269.469896430045,30954.546149218902,0.0,0.0,2.8022163368146406e-10,False,1
0,6,0,4,-38,0,4,3,0,-0.0016373163861810895,0.00013105927122018031,0.00150612480128053,-6.07172399702113e-07,2.221087703391061e-10,-3.564391453457959e-07,-1.3231368037932428e-07,7.734504929074767,20378.797005155047,7661.166616633961,30639.082668849725,30639.082668849725,0.0,0.0,9.266074059206315e-11,False,1
1,6,0,5,-52,0,6,2,0,-0.0017098504656313984,0.0001193448030539834,0.0015907002056791103,-7.660924731876557e-07,1.2838138668848316e-09,-5.501307220000565e-07,1.945431016951455e-07,10.9386468512662,23663.034872058608,6710.298222344691,29819.42253676958,29819.42253676958,0.0,0.0,1.0413402050302753e-10,False,1
1,6,0,6,2,0,7,-71,0,-0.0017098504656313984,0.0015907002056791103,0.00011965594346706559,-7.660924731876557e-07,-5.501307220000565e-07,6.502333449536629e-09,5.056835147773664e-07,13.919059494135913,25927.09249628173,29630.653070434513,3293.286169471434,29630.653070434513,0.0,0.0,4.334062942703363e-10,False,1
1,5,0,5,-8,0,6,-5,0,-0.0015032438859202853,0.0006211057705364322,0.0008822153106829276,-3.430397926167656e-07,2.1655332567656373e-10,4.852289365069005e-09,7.719529907467514e-08,2.509549334850966,10728.864022803882,20191.507241399984,28623.530969918076,28623.530969918076,1.773178584814284e-11,8.009510004825292e-14,1.0792699746258685e-10,False,1
5,3,0,2,3,0,7,-56,0,-0.001548847611724769,0.001398386150657986,0.00015078215632592252,-4.5178955630907436e-07,-1.6631079348497364e-07,2.676098590201929e-09,3.2069525913959104e-07,7.386415518537658,20649.144392582682,28592.209947083193,3472.7700295304285,28592.209947083193,0.0,0.0,5.587538941858113e-10,False,1
4,1,0,6,-48,0,6,-1,0,-0.0012825574052606177,0.0001515064539046481,0.0011309737734404898,-6.331394448016904e-08,7.123970002275744e-10,-2.789064511109307e-09,-7.717791547989447e-08,1.917775514071351,24639.622620028702,3764.5871661741417,28084.963098107117,28084.963098107117,0.0,0.0,5.90727107149068e-10,True,1
4,1,0,6,-2,0,10,-73,0,-0.0012825574052606177,0.0011210385021110606,0.00016194122117182364,-6.331394448016904e-08,-5.316983021097293e-09,8.354705298321407e-09,4.2231802226642967e-07,9.197368055212173,27623.213288892824,24412.376703580663,3526.1143610993836,27623.213288892824,0.0,0.0,7.258621933810495e-10,True,1
5,3,0,0,5,0,5,-56,0,-0.001548847611724769,0.0014376844518621038,0.00011094529679619612,-4.5178955630907436e-07,-2.220959354533618e-07,2.5547010494306005e-09,-2.178630664690425e-07,5.83583365850834,18020.845452609265,26968.026790402346,2971.654620357348,26968.026790402346,0.0,0.0,5.460959557843256e-10,False,1
4,3,0,4,1,0,8,-42,0,-0.00150612480128053,0.0012825574052606177,0.000223344019713922,-3.564391453457959e-07,-6.331394448016904e-08,2.83380705784101e-10,-2.2337630599020795e-07,4.873390338806919,17449.057815103828,26920.985181250613,4872.682029572163,26920.985181250613,0.0,0.0,4.5839586339637123e-10,False,1
3,2,0,3,-28,0,6,-2,0,-0.001257209295342265,0.0001363682131276263,0.0011210385021110606,-4.4337768099683875e-08,3.994580943229185e-11,-5.316983021097293e-09,1.9741989642184377e-07,4.2848935460077024,26623.87694355151,2959.7992651214195,24322.723047996697,26623.87694355151,0.0,0.0,8.678568679161481e-10,True,1
1,7,0,6,4,0,7,-79,0,-0.0019182614902478053,0.0018116043345837844,0.00010762168643366978,-6.972512171337115e-07,-8.828551439014841e-07,1.325379165382909e-08,9.64530769648718e-07,16.454548528690772,26520.928801284892,22797.260339911056,1835.8140082486866,26520.928801284892,0.0,0.0,1.1014812398049954e-09,True,1
1,5,0,2,3,0,3,-37,0,-0.0015032438859202853,0.001398386150657986,0.00010507781752255083,-3.430397926167656e-07,-1.6631079348497364e-07,1.864028779441251e-10,2.2008226025155633e-07,5.051271335369202,18630.691989270625,25606.391299526116,2411.71813053072,25606.391299526116,0.0,0.0,8.074405181801493e-10,False,1
4,4,0,6,2,0,10,-91,0,-0.0017201142970912078,0.0015907002056791103,0.0001308716635948563,-7.982213700954616e-07,-5.501307220000565e-07,5.2150262011404734e-08,1.457572182758703e-06,24.694275304887952,25560.384567451132,25213.63007897135,2215.817760878174,25560.384567451132,0.0,0.0,1.0459565131537855e-09,True,1
0,4,0,6,-66,0,6,-2,0,-0.0012318460189154454,0.00011143073375883975,0.0011210385021110606,-4.064350775668056e-08,6.4917220544475775e-09,-5.316983021097293e-09,6.232169544549953e-07,12.755968195039681,25159.9054967874,2280.634020805398,22944.515520839872,25159.9054967874,0.0,0.0,1.194280007693878e-09,True,1
3,2,0,4,-1,0,7,-41,0,-0.001257209295342265,0.0010553705459852385,0.00020157772332139425,-4.4337768099683875e-08,5.565058053936869e-10,3.7115762573716755e-10,-2.6102603563229847e-07,5.297016601817553,25152.3506959956,21416.6475177686,4090.6243891681247,25152.3506959956,6.849363086157698e-10,3.2143438787745263e-13,7.13407217786976e-10,True,1
4,5,0,6,4,0,10,-98,0,-0.0019351014156810539,0.0018116043345837844,0.00012167761920965909,-6.592207379659595e-07,-8.828551439014841e-07,1.0904251839736595e-07,-1.8194618876103165e-06,25.130741457741394,25129.412575338243,22511.977624219442,1677.6235043061472,25129.412575338243,0.0,0.0,1.486213780520344e-09,True,1
3,5,0,5,4,0,8,-85,0,-0.0018791792959005039,0.0017666927178038535,0.00011347931059900889,-7.901099996386607e-07,-8.613210822539651e-07,2.938578359082443e-08,9.927325023584722e-07,16.906041480604106,25039.480617672692,22725.18978263939,1931.6844947408151,25039.480617672692,0.0,0.0,1.0749368007656227e-09,True,1
3,2,0,6,-1,0,7,-67,0,-0.001257209295342265,0.0011309737734404898,0.00012638582450737607,-4.4337768099683875e-08,-2.789064511109307e-09,5.523784177553625e-09,1.5030260560092677e-07,3.1069347619272887,24926.11639171753,23374.557592019304,2610.7837469186843,24926.11639171753,0.0,0.0,1.0232879682737013e-09,True,1
4,4,0,6,2,0,10,-93,0,-0.0017201142970912078,0.0015907002056791103,0.0001279368787101503,-7.982213700954616e-07,-5.501307220000565e-07,5.2248228172043356e-08,-1.4772127019471466e-06,24.28948975602163,24883.067504866412,24510.993051923135,2102.3239029564375,24883.067504866412,0.0,0.0,1.1359133723177493e-09,True,1
3,4,0,5,3,0,8,-79,0,-0.0016697023644453982,0.001548847611724769,0.0001218377790376064,-6.958693014573762e-07,-4.5178955630907436e-07,1.3485472963296874e-08,9.830263169772167e-07,17.197630782752977,23841.72174638405,24620.679537205244,2131.300016250776,24620.679537205244,0.0,0.0,1.0821373846565395e-09,True,1
5,-1,0,4,-2,0,5,-45,0,-0.0010910354688303623,0.0009543833025544501,0.00013668032463660137,-2.8687145965298242e-09,4.0988668158143767e-10,4.483706890122852e-10,2.8158360689152506e-08,0.6315586638794475,24344.62116335116,21403.419097686037,3065.1891604049833,24344.62116335116,9.51410038414398e-10,1.741077662757587e-10,9.524419684372384e-10,True,1
1,6,0,5,3,0,6,-45,0,-0.0017098504656313984,0.001548847611724769,0.00016116491013727394,-7.660924731876557e-07,-4.5178955630907436e-07,4.492023693773869e-10,1.6205623064465512e-07,7.292733244249598,15924.345328958865,23533.1670790571,7252.594843457903,23533.1670790571,0.0,0.0,1.2363790763227444e-10,False,1
5,5,0,3,5,0,8,-91,0,-0.0019862555038104063,0.0018791792959005039,0.00010616212177811373,-4.540844171536807e-07,-7.901099996386607e-07,,-9.140861317886301e-07,11.60089333205006,22575.927544800088,18043.00696247185,,22575.927544800088,0.0,0.0,1.9450625923069208e-09,True,1
1,6,0,6,2,0,7,-72,0,-0.0017098504656313984,0.0015907002056791103,0.00011805337396983043,-7.660924731876557e-07,-5.501307220000565e-07,9.786254040289469e-09,-1.0968859824576644e-06,16.996217029921755,21720.860442147252,22032.13448719026,1829.1608657478023,22032.13448719026,0.0,0.0,1.3862185724002765e-09,True,1
5,5,0,4,4,0,9,-39,0,-0.0019862555038104063,0.0017201142970912078,0.0002662476568484346,-4.540844171536807e-07,-7.982213700954616e-07,2.1550603343691627e-10,1.0645012923611932e-07,5.1541524885531675,21950.200878400552,11009.390258289168,12891.278017377565,21950.200878400552,0.0,0.0,5.821230242182583e-11,False,1
4,5,0,6,4,0,8,-78,0,-0.0019351014156810539,0.0018116043345837844,0.00012356841545458554,-6.592207379659595e-07,-8.828551439014841e-07,9.665504031342396e-09,7.133435731606491e-08,7.5146868276375915,21930.869802485766,15369.924370078892,12899.388878731475,21930.869802485766,0.0,0.0,2.5158510298318545e-11,False,1
4,5,0,6,4,0,10,-95,0,-0.0019351014156810539,0.0018116043345837844,0.00012537430614151615,-6.592207379659595e-07,-8.828551439014841e-07,8.330568822184654e-08,1.8772250442466477e-06,22.503739033718336,21887.21851770087,19652.229146135673,1501.4804215299887,21887.21851770087,0.0,0.0,1.9148353527038133e-09,True,1
3,2,0,6,-1,0,9,-85,0,-0.001257209295342265,0.0011309737734404898,0.0001266799841760754,-4.4337768099683875e-08,-2.789064511109307e-09,3.035601515939786e-08,4.4446227430027137e-07,7.766863300660366,21860.904856618843,19763.085102990888,2208.5548802207763,21860.904856618843,0.0,0.0,1.4285582982979383e-09,True,1
2,2,0,3,-34,0,5,-1,0,-0.00120515078399613,0.00011378624394402568,0.0010910354688303623,-2.5535226476112524e-08,1.144341267495907e-10,-2.8687145965298242e-09,-3.290712217421301e-07,5.91628283367001,21602.140965259696,2045.7320986187312,19614.687423333467,21602.140965259696,0.0,0.0,1.5575189453485544e-09,True,1
1,7,0,5,-58,0,6,4,0,-0.0019182614902478053,0.00010711006755046775,0.0018116043345837844,-6.972512171337115e-07,1.9469187156663365e-09,-8.828551439014841e-07,4.529118864467392e-07,9.324435183791861,21512.986093821622,2205.134563194806,17024.10410543485,21512.986093821622,0.0,0.0,7.599215167797938e-10,False,1
6,5,0,3,5,0,9,-69,0,-0.0020351783964062515,0.0018791792959005039,0.00015527071195507443,-1.7613995982417851e-07,-7.901099996386607e-07,8.210019669733485e-09,-7.283885506731598e-07,7.724565246257141,20978.41065850269,13507.793791104481,1646.542304745413,20978.41065850269,0.0,0.0,1.9045851054677015e-09,True,1
3,2,0,5,-2,0,8,-46,0,-0.001257209295342265,0.0010518133842167875,0.0002055080585508004,-4.4337768099683875e-08,9.569311754069791e-11,8.131715955275445e-10,1.1214742532284633e-07,2.0116804205226404,20972.071127313095,18867.2331504578,3686.269827726335,20972.071127313095,3.386304738758182e-10,1.7053812649307244e-13,8.986138440668953e-10,True,1
5,-1,0,5,-3,0,8,-49,0,-0.0010910354688303623,0.0008972818064209853,0.00019380043101930276,-2.8687145965298242e-09,2.2754450231192823e-10,1.119195847305743e-09,4.6768609925779137e-08,0.8994286344652913,20942.84382859066,17255.834617264652,3725.9984402592117,20942.84382859066,5.462564428482195e-10,4.2780851693356115e-10,9.717888704174302e-10,True,1
3,5,0,4,4,0,7,-53,0,-0.0018791792959005039,0.0017201142970912078,0.00015885342501683692,-7.901099996386607e-07,-7.982213700954616e-07,2.01812697013552e-09,-2.115737924592541e-07,9.108809979704617,20926.890493443505,18973.697445896363,6838.747957256311,20926.890493443505,0.0,0.0,1.2340324665939918e-10,False,1
6,4,0,6,3,0,12,-125,0,-0.0018116043345837844,0.0016975480317716182,0.00011405050471478302,-8.828551439014841e-07,-5.222349982526138e-12,2.602324574430352e-07,-5.7980973830733945e-09,0.0703079178492667,144.26758781792788,20584.514413119017,30.805780459049476,20584.514413119017,0.0,0.0,2.1954485903560256e-09,False,1
1,7,0,5,4,0,6,-48,0,-0.0019182614902478053,0.0017666927178038535,0.0001515064539046481,-6.972512171337115e-07,-8.613210822539651e-07,7.123970002275744e-10,-6.231853930376702e-08,7.393687572919785,20260.579843541822,15125.971159192255,17974.076603018857,20260.579843541822,0.0,0.0,1.6588235997417917e-11,False,1
6,5,0,6,4,0,12,-62,0,-0.0020351783964062515,0.0018116043345837844,0.0002246310305602725,-1.7613995982417851e-07,-8.828551439014841e-07,4.2826747111069006e-09,1.0569687378053985e-06,10.525479845823172,19990.979150999225,13845.719743962467,2236.896790111562,19990.979150999225,0.0,0.0,1.5487716601288346e-09,True,1
6,5,0,3,5,0,7,-54,0,-0.0020351783964062515,0.0018791792959005039,0.00015571037442054544,-1.7613995982417851e-07,-7.901099996386607e-07,1.7551946948351656e-09,-2.887260852021435e-07,3.274689590959228,19705.26675088714,7315.318268337485,1766.0119638037795,19705.26675088714,0.0,0.0,1.660450814147904e-09,True,1
5,4,0,6,2,0,11,-74,0,-0.0017666927178038535,0.0015907002056791103,0.00017507398797129362,-8.613210822539651e-07,-5.501307220000565e-07,6.789780708662301e-09,-9.18524153449736e-07,13.080810628111902,18352.88109430545,19434.263405184724,2493.1811622999835,19434.263405184724,0.0,0.0,1.1065776662401747e-09,True,1
2,2,0,5,-1,0,7,-75,0,-0.00120515078399613,0.0010910354688303623,0.00011343798938888974,-2.5535226476112524e-08,-2.8687145965298242e-09,1.006293431305662e-08,-6.773257768780561e-07,10.684184196436156,18996.63767083017,17209.91546725971,1789.1813330029677,18996.63767083017,0.0,0.0,2.0295282542932498e-09,True,1
5,4,0,6,2,0,11,-73,0,-0.0017666927178038535,0.0015907002056791103,0.000177000225441635,-8.613210822539651e-07,-5.501307220000565e-07,7.645738365193395e-09,1.0077133168917996e-06,13.690147982656246,18244.786106229265,18967.817720770072,2404.542538091063,18967.817720770072,0.0,0.0,1.2027505686386012e-09,True,1
2,6,0,3,5,0,5,-50,0,-0.0020022479995732987,0.0018791792959005039,0.00012363874288160353,-2.6352386052104416e-07,-7.901099996386607e-07,1.412952830054421e-09,5.700392088085933e-07,5.941946829646487,18944.534751703985,11460.772208711074,1288.77552300438,18944.534751703985,0.0,0.0,2.475763480610553e-09,True,1
6,4,0,3,4,0,9,-76,0,-0.0018116043345837844,0.0016697023644453982,0.00014116739722521386,-8.828551439014841e-07,-6.958693014573762e-07,9.450665636966732e-09,-7.345729131722628e-07,11.188204331730905,17648.03311653498,18462.275127659454,2149.928155177038,18462.275127659454,0.0,0.0,1.1430246308400021e-09,False,1
1,4,0,5,-37,0,6,-1,0,-0.0012960421937048758,0.00016478564411989834,0.0011309737734404898,-7.207688798634074e-08,2.0380252261730479e-10,-2.789064511109307e-09,-2.8277614448754193e-07,4.074572214598038,18096.304602080738,2374.4253028455,16295.611458835443,18096.304602080738,0.0,0.0,1.615212282206102e-09,True,1
1,5,0,3,-17,0,4,1,0,-0.0015032438859202853,0.00022062201701875383,0.0012825574052606177,-3.430397926167656e-07,5.359410002762844e-12,-6.331394448016904e-08,-6.446364091377936e-08,1.2734041038629549,5484.224864052491,4358.130830354918,18075.3118788511,18075.3118788511,0.0,0.0,5.66045738904533e-10,False,1
2,3,0,4,1,0,6,-63,0,-0.001398386150657986,0.0012825574052606177,0.00011654568519412879,-1.6631079348497364e-07,-6.331394448016904e-08,4.967967554405892e-09,7.16939796760593e-07,9.351770052839267,17768.74555540442,16664.834449887985,1520.1866147764495,17768.74555540442,0.0,0.0,2.4574502976097625e-09,True,1
0,7,0,4,-43,0,4,4,0,-0.001837851339960868,0.00011729379820181673,0.0017201142970912078,-8.15612267566338e-07,4.979371038347854e-10,-7.982213700954616e-07,-4.432446678434218e-07,8.925533825566648,17671.33064449383,2361.9214820334037,16815.37712054015,17671.33064449383,0.0,0.0,7.63952402772332e-10,False,1
6,5,0,6,4,0,8,-42,0,-0.0020351783964062515,0.0018116043345837844,0.000223344019713922,-1.7613995982417851e-07,-8.828551439014841e-07,2.83380705784101e-10,-2.3004210854488463e-07,2.5115093455783684,17641.713001763714,4987.058762105296,2438.3803936411628,17641.713001763714,0.0,0.0,1.2959475355790714e-09,True,1
4,5,0,5,4,0,9,-63,0,-0.0019351014156810539,0.0017666927178038535,0.00016934013310250206,-6.592207379659595e-07,-8.613210822539651e-07,4.8053890492899116e-09,9.314352253017837e-07,10.339081959037594,17533.00170130044,14398.088806051335,1879.677907374773,17533.00170130044,0.0,0.0,1.6955104153079177e-09,True,1
5,5,0,3,5,0,8,-89,0,-0.0019862555038104063,0.0018791792959005039,0.00010833496222403164,-4.540844171536807e-07,-7.901099996386607e-07,4.33889726291915e-08,1.2587543141290292e-06,11.5993469667876,17217.206304782627,14666.612925682453,997.7077599958712,17217.206304782627,0.0,0.0,3.6154139319705563e-09,True,1
4,1,0,1,3,0,5,-51,0,-0.0012825574052606177,0.0011616347408751621,0.00012109277518300595,-6.331394448016904e-08,-5.537892723467824e-09,1.1696965379209962e-09,1.701107975502457e-07,2.4060302895196974,17000.994289621685,16421.347445190615,1712.6837432300042,17000.994289621685,0.0,0.0,2.2210266708286277e-09,True,1
4,3,0,2,3,0,6,-68,0,-0.00150612480128053,0.001398386150657986,0.00010834756385379807,-3.564391453457959e-07,-1.6631079348497364e-07,5.489085047217818e-09,6.089132312541053e-07,7.641338785230494,16311.444328654796,16928.483111066656,1359.6137547340934,16928.483111066656,0.0,0.0,2.6194231694641353e-09,True,1
6,4,0,5,3,0,11,-48,0,-0.0018116043345837844,0.001548847611724769,0.0002632592924629267,-8.828551439014841e-07,-4.5178955630907436e-07,6.707749940210448e-10,5.025696039114447e-07,7.353421785809219,13113.26988507312,16853.39548229298,3851.9139979467395,16853.39548229298,0.0,0.0,7.159803428421708e-10,False,1
4,4,0,6,2,0,10,-94,0,-0.0017201142970912078,0.0015907002056791103,0.00012678976842379558,-7.982213700954616e-07,-5.501307220000565e-07,6.407810633563704e-08,-2.6243229883020185e-06,26.558338464881754,16654.332034943214,15755.543974280163,1282.739306172731,16654.332034943214,0.0,0.0,3.0258001376883522e-09,True,1
6,2,0,3,3,0,9,-84,0,-0.0015907002056791103,0.0014614673184444634,0.00012819429044788998,-5.501307220000565e-07,-2.655051493296818e-07,2.0543003715785045e-08,-1.0385967867568117e-06,12.131894943546612,16419.832120288553,16539.577989312635,1497.1503317564768,16539.577989312635,0.0,0.0,2.444887577697294e-09,True,1
4,5,0,3,4,0,5,-22,0,-0.0019351014156810539,0.0016697023644453982,0.00026538295818991607,-6.592207379659595e-07,-6.958693014573762e-07,1.221067287178467e-11,-1.6093045739551046e-08,0.998953337861617,2931.4919107446303,2396.2960916729867,16473.271739496624,16473.271739496624,0.0,0.0,3.660614628707794e-11,False,1
5,-1,0,4,-3,0,9,-40,0,-0.0010910354688303623,0.0008319887161776548,0.0002593869045229939,-2.8687145965298242e-09,3.2164554113518244e-09,3.3793836166908577e-10,3.401518702864613e-07,5.005605870151022,16054.885521698796,12242.82971552204,3817.083145992943,16054.885521698796,4.6029718512970965e-10,1.2367497272523575e-08,1.3373557786950149e-09,True,1
6,5,0,1,7,0,7,-73,0,-0.0020351783964062515,0.0019182614902478053,0.00011622023727642714,-1.7613995982417851e-07,-6.972512171337115e-07,9.963012821209987e-09,-6.966688820188999e-07,5.638030868458095,15967.916297445247,10972.670483150792,940.4557995986986,15967.916297445247,0.0,0.0,4.2804396420144245e-09,True,1
