l_a,n_a,m_a,l_b,n_b,m_b,l_c,n_c,m_c,omega_a,omega_b,omega_c,gamma_a,gamma_b,gamma_c,delta,kappa,mu_a,mu_b,mu_c,mu_max,E_th_over_E_star,E_eq_over_E_star,E_th_ceiling_over_E_star,detuning_dominated,refine
6,-5,0,3,-23,0,3,-4,0,-0.0009366551736996582,0.00017214748014866648,0.0007618207114235868,-6.81897985973323e-12,1.7971738370263942e-11,-2.4045585657018214e-11,-2.6869821274049096e-06,-0.11115549092279123,38.747695638071214,7.121423500162693,31.5151166456893,38.747695638071214,0.0,0.0,0.00027848017619065246,True,1
6,-2,0,4,-21,0,4,-2,0,-0.001273480654052375,0.00023671545354016582,0.001033822794122832,-1.202169840681756e-10,1.3792511755758152e-11,-8.502082218046183e-10,-2.9424063893771467e-06,0.0895114130138078,38.74075760111613,7.201158481999182,31.450086425441828,38.74075760111613,0.0,0.0,0.000275966132385993,True,1
6,-4,0,3,-3,0,9,-50,0,-0.0010721369249209064,0.0008317001526422844,0.00021944870773107916,-2.4463445962530628e-09,-2.94305177637215e-11,2.506103755962876e-09,-2.0988064547542654e-05,0.7581933020747507,38.730919090645685,30.045147023389504,7.927578971735327,38.730919090645685,0.0,0.0,0.00026240076914414316,True,1
4,-1,0,2,-19,0,4,-3,0,-0.0011346220648566184,0.00014673311162609193,0.0009969383342126287,-4.428561202107225e-10,7.546609802297725e-12,-1.0438554620304316e-09,9.049380982102109e-06,0.30882952969102506,38.72141077275544,5.007582059280745,34.02265806318057,38.72141077275544,0.0,0.0,0.00036684592502650887,True,1
6,-2,0,0,2,0,6,-28,0,-0.001273480654052375,0.001005923918459338,0.0002621513957661021,-1.202169840681756e-10,-1.906016436810636e-09,6.206525087488035e-11,-5.405339826934814e-06,0.16432829407548505,38.71521681652957,30.581194986063004,7.96969164422354,38.71521681652957,0.0,0.0,0.000256438967770548,True,1
6,-4,0,3,-2,0,9,-67,0,-0.0010721369249209064,0.0009334640170185013,0.00016589518728507503,-2.4463445962530628e-09,-3.80660961673245e-10,1.845361599171175e-08,2.7222279382669917e-05,0.9827547450488459,38.70534246020319,33.6990954751426,5.989000507040398,38.70534246020319,0.0,0.0,0.00030967583952365294,True,1
2,6,0,6,-8,0,6,0,0,-0.002203300367582129,0.0007689061561434726,0.0014332225252893954,-7.890830267575317e-07,-1.2376856083331733e-11,-9.25495980129352e-11,-1.1716861492610045e-06,0.02480802909961061,38.693681626028244,16.279996402998897,30.345520449400077,38.693681626028244,0.0,0.0,0.00012651182508152878,True,2
3,-2,0,2,-17,0,3,-4,0,-0.0009334640170185013,0.00015966188002164148,0.0007618207114235868,-3.80660961673245e-10,5.0941347150060435e-12,-2.4045585657018214e-11,-1.1981425573273012e-05,0.4966452667710513,38.69326589596383,6.618187169095535,31.578433479561383,38.69326589596383,0.0,0.0,0.0002990545331959316,True,1
6,-4,0,3,-2,0,9,-68,0,-0.0010721369249209064,0.0009334640170185013,0.00016329844862888822,-2.4463445962530628e-09,-3.80660961673245e-10,1.8412232553853014e-08,2.4625540726483028e-05,0.8886583141103018,38.690049411572005,33.685780497606785,5.892925767778259,38.690049411572005,0.0,0.0,0.00031484899482055195,True,1
6,-2,0,6,-4,0,12,-78,0,-0.001273480654052375,0.0010721369249209064,0.00018756212540210093,-1.202169840681756e-10,-2.4463445962530628e-09,4.8675439279040666e-08,-1.378160372936775e-05,0.4186350764101919,38.683717901406524,32.56762603461297,5.697420742878079,38.683717901406524,0.0,0.0,0.00033683166092999,True,1
5,-2,0,0,2,0,5,-36,0,-0.0011745232288894814,0.001005923918459338,0.00017603521129528788,-1.66561691738333e-10,-1.906016436810636e-09,2.4575508331409953e-10,7.435900865144498e-06,0.2448986784263259,38.68249344369181,33.12973567061816,5.797655369674237,38.68249344369181,0.0,0.0,0.0003253940714604941,True,1
2,2,0,2,-16,0,2,1,0,-0.0014516366897878896,0.00017009192086238595,0.0012494666394183471,-4.601032921078097e-08,4.497455763376601e-12,-1.0055076559227109e-08,-3.207812950715657e-05,0.8547937638782483,38.68207817999781,4.532481022835249,33.294841547438956,38.68207817999781,0.0,0.0,0.00041415894835502757,True,1
3,1,0,5,-2,0,8,-77,0,-0.0013339725695560981,0.0011745232288894814,0.00012960605206947375,-8.884923906284113e-09,-1.66561691738333e-10,,-2.984328859714303e-05,0.8652551156883937,38.67625161636611,34.05329238323068,,38.67625161636611,0.0,0.0,0.0004884252768657246,True,1
5,-7,0,2,-7,0,5,-16,0,-0.0007251048521361086,0.00036286766686157747,0.000366908250676799,-3.1911966144660496e-12,6.430986724725766e-13,5.813146574754458e-12,4.67106540226784e-06,-0.2491420106730837,38.67513409729779,19.35438114102419,19.56989496694038,38.67513409729779,5.9197187416818524e-05,0.0002314631197233279,0.0001650107481315232,True,1
5,-7,0,21,-65,0,24,-78,0,-0.0007251048521361086,0.0003716785119876978,0.00035518589832094015,-3.1911966144660496e-12,1.2310514562956734e-08,5.393825759451626e-08,1.7595581725294044e-06,-0.09383246368997329,38.667874567378625,19.820121603786603,18.932207189884284,38.667874567378625,0.00010089055817246161,0.00010090026489057636,0.00016647839064319855,True,1
5,0,0,4,-1,0,5,-29,0,-0.00132870520909623,0.0011346220648566184,0.00021464485057808122,-2.5066272933336944e-08,-4.428561202107225e-10,8.272398901976916e-11,2.0561706338469588e-05,0.5982782841762291,38.660939364392924,33.01378449917044,6.245461869563708,38.660939364392924,0.0,0.0,0.0003031238748954433,True,1
4,-6,0,21,-66,0,25,-83,0,-0.0007098379972585653,0.00036601365648044514,0.0003480133352136265,-4.0187556875910025e-12,1.4171208685777495e-08,1.0284839612594512e-07,4.1889944355064015e-06,-0.22813580340228398,38.65831389446568,19.93326633810156,18.94735939448983,38.65831389446568,7.048641818320488e-05,7.049125602890011e-05,0.00016543199691382545,True,1
2,-1,0,3,-4,0,5,-32,0,-0.0009259419532751721,0.0007618207114235868,0.00019690020132726577,-4.582409906950124e-10,-2.4045585657018214e-11,1.2924585046477675e-10,3.2778959475680456e-05,1.3684038287119087,38.654750918587936,31.803278535342983,8.219876215661614,38.654750918587936,0.0,0.0,0.00023907977972616114,True,1
3,-2,0,5,-43,0,6,-8,0,-0.0009334640170185013,0.00014777453571070842,0.0007689061561434726,-3.80660961673245e-10,6.263311902226907e-10,-1.2376856083331733e-11,-1.6783325164320306e-05,0.6949756812869863,38.65353168492522,6.119151452730779,31.839404556579918,38.65353168492522,0.0,0.0,0.0003207922572485999,True,1
4,-2,0,5,-17,0,5,-8,0,-0.001033822794122832,0.0003477884866465219,0.0006672400481460154,-8.502082218046183e-10,5.543538249857408e-12,7.367494991905916e-13,-1.879425933029458e-05,0.7026845195283078,38.65282796493725,13.003203868893694,24.946939616065126,38.65282796493725,7.980317563969466e-05,4.419453159256342e-09,0.00019266923361531274,True,1
4,-2,0,6,-7,0,10,-56,0,-0.001033822794122832,0.0007867232250124543,0.0002172734579661407,-8.502082218046183e-10,-6.451783819651501e-11,3.734270857760363e-09,-2.9826111144236984e-05,1.11502725081918,38.64870555608387,29.411069733396346,8.122608523839274,38.64870555608387,0.0,0.0,0.00026162164408776584,True,1
4,-6,0,15,-47,0,19,-64,0,-0.0007098379972585653,0.00036789358682411973,0.0003448191558603983,-4.0187556875910025e-12,9.724134775649217e-10,8.370158860382733e-09,2.8747454259527754e-06,-0.15649882861088668,38.64300959363614,20.027829795913295,18.771597912483987,38.64300959363614,6.200965664795683e-05,6.206303807289924e-05,0.000166242865691597,True,1
4,-6,0,2,-19,0,4,-8,0,-0.0007098379972585653,0.00014673311162609193,0.0005573138531619827,-4.0187556875910025e-12,7.546609802297725e-12,8.946549878924061e-13,-5.791032470490597e-06,0.3152487084974552,38.64172978107502,7.987768013668271,30.338713058911452,38.64172978107502,9.774844257185652e-05,0.00035611266782991556,0.0002579036090378248,True,1
4,-5,0,2,-10,0,2,-5,0,-0.0007659513217794458,0.0002694435707506636,0.0005155621574068845,-3.387798479682234e-11,1.2382577891276977e-12,4.0107998155473723e-13,1.9054406378102295e-05,0.9608693498230065,38.625141814909924,13.587411935263015,25.99859922953093,38.625141814909924,0.0001307851640214301,3.3817520134904574e-07,0.0001769266790012438,True,1
6,3,0,3,-12,0,5,2,0,-0.0019398395214352587,0.0003076013893950858,0.0016116456045286907,-5.11030322157432e-07,2.1902489503834633e-12,-1.2746794401609717e-07,-2.0592527511482245e-05,0.4100457936628361,38.614891671359025,6.125069192014861,32.091050523032166,38.614891671359025,0.0,0.0,0.0003179631302985034,True,1
2,-3,0,14,-47,0,14,-47,0,-0.0006815973580812953,0.00034592836714569114,0.00034592836714569114,-8.642325033759965e-13,1.0104560500767994e-09,1.0104560500767994e-09,1.0259376210086939e-05,-0.5810946501757961,38.605912313224295,19.59350338666698,19.59350338666698,38.605912313224295,0.00016280053860878778,0.00016293986957314363,0.0001628005322918186,True,1
2,2,0,1,-13,0,1,3,0,-0.0014516366897878896,0.00011985463760864163,0.001313404784959538,-4.601032921078097e-08,2.0019798138197192e-12,-1.9825546376908793e-08,-1.8377267219710095e-05,0.4885759197761864,38.59292568269354,3.1864416569117617,34.918008742312,38.59292568269354,0.0,0.0,0.000561725738917715,True,1
6,-3,0,3,-2,0,7,-50,0,-0.0010890596538083064,0.0009334640170185013,0.00017434795177776697,-1.2830530937738436e-09,-3.80660961673245e-10,2.5461978132963595e-09,1.8752314987961847e-05,0.6642721250877412,38.5782752344776,33.06653746740728,6.176009918714728,38.5782752344776,0.0,0.0,0.00030604360420121476,True,1
5,-3,0,5,-7,0,10,-41,0,-0.0010461418846491957,0.0007251048521361086,0.000290557405881418,-2.59762430647591e-09,-3.1911966144660496e-12,5.433230090986495e-10,-3.0479626631669003e-05,1.1239314173902153,38.5763166046565,26.738126882797335,10.714258442862016,38.5763166046565,0.0,0.0,0.00021816592485289076,True,1
5,-2,0,4,-2,0,5,-43,0,-0.0011745232288894814,0.001033822794122832,0.00014777453571070842,-1.66561691738333e-10,-8.502082218046183e-10,6.263311902226907e-10,7.074100944059027e-06,0.23232239016495096,38.57282302331066,33.95204319280585,4.853101967126529,38.57282302331066,0.0,0.0,0.0003793103398319171,True,2
3,-1,0,3,-3,0,6,-34,0,-0.0010194406422006285,0.0008317001526422844,0.00021706221445871632,-1.2143995427944435e-09,-2.94305177637215e-11,1.950962210244593e-10,2.9321724900372272e-05,1.1089188888314392,38.55424559947408,31.454084377445557,8.209080143728759,38.55424559947408,0.0,0.0,0.0002420518878657376,True,1
5,-7,0,21,-67,0,22,-69,0,-0.0007251048521361086,0.00036090369219469434,0.0003673079983331506,-3.1911966144660496e-12,1.3298866603648787e-08,1.8472364919940575e-08,3.1068383917363593e-06,-0.1651791760113915,38.551159376752274,19.18774678351624,19.528070813303113,38.551159376752274,0.00016239007357016726,0.000162422696954289,0.00016679577380464,True,1
5,-1,0,5,-3,0,8,-49,0,-0.0012764480458140133,0.0010461418846491957,0.00020137277370817967,-5.209477532470591e-10,-2.59762430647591e-09,1.9424878400925663e-09,-2.893338745663782e-05,0.8737815775821822,38.54843435335112,31.593241684180274,6.081410956805247,38.54843435335112,0.0,0.0,0.0003252980594861402,True,1
5,-4,0,2,-20,0,5,-5,0,-0.0009859727636264634,0.00013862136883975213,0.0008444793743542917,-1.1536556335343545e-10,1.0362988271499893e-11,-1.2855948572457605e-11,-2.8720204324195458e-06,0.11228585493271112,38.54805257133178,5.419605910985786,33.016160836146476,38.54805257133178,0.0,0.0,0.00034928966692908907,True,1
3,-1,0,3,-3,0,6,-35,0,-0.0010194406422006285,0.0008317001526422844,0.00021168355054931607,-1.2143995427944435e-09,-2.94305177637215e-11,1.5549197836306336e-10,2.394306099097205e-05,0.9053499062290153,38.54772324153645,31.448763192337818,8.004310004818075,38.54772324153645,0.0,0.0,0.0002482861799482816,True,1
6,1,0,4,1,0,10,-96,0,-0.0015564985751447638,0.0014359092136756813,0.00012918072054361477,-2.735952557993134e-10,-3.8279507645249305e-09,,8.591359074532328e-06,0.21267476334395335,38.53033764210119,35.5452052742885,,38.53033764210119,0.0,0.0,0.0005498537071717579,True,2
4,-3,0,6,-7,0,10,-66,0,-0.0009969383342126287,0.0007867232250124543,0.00018601659770583288,-1.0438554620304316e-09,-6.451783819651501e-11,1.58328864041602e-08,-2.419851149434147e-05,0.935147711282984,38.52652676094596,30.402796612220754,7.188580934472268,38.52652676094596,0.0,0.0,0.00028597180955411145,True,1
5,1,0,0,3,0,5,-25,0,-0.0015084316327956082,0.0012493730934220405,0.00024572092016876887,-1.35067104234314e-09,-1.4320640941470949e-08,3.6260026981266894e-11,-1.3337619204798748e-05,0.3405733586986579,38.51749079246951,31.902466166785793,6.274433075281061,38.51749079246951,0.0,0.0,0.0003122345939096883,True,1
5,-2,0,4,-2,0,7,-59,0,-0.0011745232288894814,0.001033822794122832,0.00014852875572687565,-1.66561691738333e-10,-8.502082218046183e-10,7.96250809684308e-09,7.82832096022615e-06,0.25667900056107,38.51086969870029,33.897511527173734,4.870034461676468,38.51086969870029,0.0,0.0,0.00037859941504855046,True,1
5,-4,0,5,-5,0,6,-53,0,-0.0009859727636264634,0.0008444793743542917,0.000143593416138018,-1.1536556335343545e-10,-1.2855948572457605e-11,3.465049776817628e-09,2.1000268658462416e-06,0.08202228211510078,38.50985783525008,32.98344731149981,5.608425228868827,38.50985783525008,0.0,0.0,0.00033786441068733066,True,2
6,-4,0,6,-9,0,12,-40,0,-0.0010721369249209064,0.0007101074831925972,0.0003501303393730718,-2.4463445962530628e-09,6.18953481249892e-13,4.0678256067619714e-10,-1.1899102355237244e-05,0.42718983205047895,38.49080119989913,25.49357820670543,12.57003396725353,38.49080119989913,1.1834442933810463e-06,4.7247942894003825e-08,0.00019503509658899316,True,1
6,1,0,6,-1,0,12,-68,0,-0.0015564985751447638,0.0013704000046100727,0.00021352735173979474,-2.735952557993134e-10,-3.37504123438315e-08,1.7403807390121478e-08,2.742878120510356e-05,0.6782830609437229,38.49046773010731,33.88843270932032,5.280291366046537,38.49046773010731,0.0,0.0,0.0003492771943448965,True,1
5,-3,0,4,-4,0,9,-68,0,-0.0010461418846491957,0.0008702199553927913,0.00016329844862888822,-2.59762430647591e-09,-3.5689149720969376e-11,1.8412232553853014e-08,-1.2623480627516103e-05,0.4643735430347953,38.48388709428425,32.01233762920047,6.007170346801887,38.48388709428425,0.0,0.0,0.0003250066290135008,True,1
2,2,0,1,2,0,3,-17,0,-0.0014516366897878896,0.0012024296129783663,0.00022419387041654347,-4.601032921078097e-08,-2.622059628018883e-09,5.276358603952403e-12,-2.501320639297991e-05,0.6631102656706805,38.483413418153546,31.876897475857888,5.943470606606144,38.483413418153546,0.0,0.0,0.0003298859735033974,True,1
6,-4,0,5,-5,0,7,-36,0,-0.0010721369249209064,0.0008444793743542917,0.00023831399407868325,-2.4463445962530628e-09,-1.2855948572457605e-11,2.2094604411783293e-10,1.0656443512068597e-05,0.3824702443088637,38.480048276665464,30.30919577033912,8.553323762724128,38.480048276665464,0.0,0.0,0.00024108527924377303,True,1
5,1,0,3,1,0,8,-70,0,-0.0015084316327956082,0.0013339725695560981,0.00014271174450230742,-1.35067104234314e-09,-8.884923906284113e-09,2.1613366623902457e-08,-3.1747318737202586e-05,0.8098363383462215,38.47829667617777,34.02805218984191,3.6404060065841017,38.47829667617777,0.0,0.0,0.0005045369612688543,True,1
5,-4,0,5,-10,0,6,-16,0,-0.0009859727636264634,0.0005606838534525103,0.0004266215248873941,-1.1536556335343545e-10,1.5753715372688332e-12,6.324437039383009e-12,1.3326147134411128e-06,0.05200182793964324,38.4750260506657,21.879231094833337,16.647796927744935,38.4750260506657,0.00010957788557848997,5.921283680122072e-07,0.00017158969103135615,True,1
3,-5,0,18,-64,0,21,-72,0,-0.0006854943638451915,0.0003284283476668532,0.00033877185208564946,-1.4961066221659462e-12,8.394591428698453e-09,1.959140940533523e-08,-1.8294164092688843e-05,-1.0262319326772564,38.45358565081173,18.423559599700624,19.00378128158,38.45358565081173,0.00014993765751459274,0.00014995368982932507,0.0001785114820253215,True,1
5,-6,0,2,-9,0,5,-12,0,-0.0007706355688381661,0.00029623166796397725,0.0004688068429761241,-4.962123826659015e-11,9.245718400177916e-13,2.3811745141135856e-12,-5.597057898064687e-06,-0.2792803557033756,38.45294790478344,14.781281006256716,23.3923865443322,38.45294790478344,0.0001456619889253093,7.420492473970992e-07,0.0001807562871821053,True,1
2,-3,0,15,-51,0,17,-57,0,-0.0006815973580812953,0.0003416558295357073,0.0003467775765807219,-8.642325033759965e-13,2.0243694534387382e-09,5.3628428189714685e-09,6.8360480351337865e-06,-0.3856232444175854,38.44908392376704,19.272893198783525,19.56180710486589,38.44908392376704,0.0001319192466751341,0.00013195011861260312,0.00016577688613002907,True,1
2,2,0,1,-6,0,1,2,0,-0.0014516366897878896,0.00025408225350430407,0.0012024296129783663,-4.601032921078097e-08,3.9536188219897404e-13,-2.622059628018883e-09,4.875176694780657e-06,0.12912672410568185,38.44716915877064,6.7297681914842284,31.84823528568109,38.44716915877064,0.0,0.0,0.00029160467103489426,True,1
6,-3,0,6,-6,0,12,-53,0,-0.0010890596538083064,0.0008295824910515447,0.0002710022420506273,-1.2830530937738436e-09,-7.120919535279494e-12,3.3878413215953277e-09,1.1525079293865604e-05,0.4068330733404077,38.44359522108354,29.284101724442543,9.56632639489758,38.44359522108354,0.0,0.0,0.00022310170908525654,True,1
4,-3,0,4,-14,0,6,-10,0,-0.0009969383342126287,0.00035016615853603343,0.0006416215888040751,-1.0438554620304316e-09,3.254372944397682e-12,1.6171087199592244e-12,-5.150586872519972e-06,-0.19860803443898095,38.442213256300406,13.502502568188,24.741103443157783,38.442213256300406,0.00016595527839438688,3.6483418882259236e-09,0.00018708832367897842,True,1
3,6,0,5,4,0,6,-26,0,-0.0024639163683503997,0.0021542255236564572,0.00027820290025807264,-2.1054244693556436e-08,-8.099594176837719e-07,3.28506891805289e-11,-3.148794443586997e-05,0.49108445550286606,38.427111688270955,33.58608734718581,4.338838950593593,38.427111688270955,0.0,0.0,0.0004287493186131206,True,1
6,0,0,6,-2,0,12,-93,0,-0.0014332225252893954,0.001273480654052375,0.00015808358144649373,-9.25495980129352e-11,-1.202169840681756e-10,2.792064345143033e-07,-1.6582897905267294e-06,0.04445060900970502,38.417660387384686,34.13576493646344,4.178629797558409,38.417660387384686,0.0,0.0,0.0004320821466323644,True,2
4,-1,0,3,-1,0,7,-64,0,-0.0011346220648566184,0.0010194406422006285,0.0001371680050986589,-4.428561202107225e-10,-1.2143995427944435e-09,1.1318650956329244e-08,2.1986582442669062e-05,0.7442526479041411,38.40730946569945,34.50838247189968,4.643178981595713,38.40730946569945,0.0,0.0,0.0003900676477982548,True,1
6,-4,0,4,-4,0,10,-55,0,-0.0010721369249209064,0.0008702199553927913,0.00022061668310464935,-2.4463445962530628e-09,-3.5689149720969376e-11,4.595421943524889e-09,1.8699713576534292e-05,0.6696873599089205,38.39612503306203,31.164932130153197,7.90088035275131,38.39612503306203,0.0,0.0,0.0002538273020808423,True,1
3,-5,0,15,-49,0,16,-56,0,-0.0006854943638451915,0.0003550245036646752,0.00033380939098407754,-1.4961066221659462e-12,2.0122268078748533e-09,3.554602843726115e-09,3.3395308035611424e-06,-0.18705258272672232,38.39566057157169,19.885499548536092,18.69719940440832,38.39566057157169,0.00015519580439670496,0.00015527925672991288,0.0001680995795666942,True,1
4,-6,0,22,-72,0,24,-77,0,-0.0007098379972585653,0.000353279200454716,0.0003597202243695517,-4.0187556875910025e-12,1.9141714923565625e-08,4.236588531277945e-08,3.161427565702467e-06,-0.17097504184498694,38.389170323242794,19.10555205885217,19.452496508522156,38.389170323242794,0.00014423213805091385,0.00014425098031408252,0.00016815048605415758,True,1
3,3,0,2,0,0,5,-7,0,-0.001777073431654347,0.001084184424851423,0.0007251048521361086,-2.633353495366875e-07,-2.6316811470712985e-09,-3.1911966144660496e-12,3.221584533318446e-05,0.6958890227231402,38.38498009881256,23.41928419202514,15.662867191786438,38.38498009881256,0.0,0.0,0.00017038648105065503,True,1
4,-1,0,4,-3,0,6,-47,0,-0.0011346220648566184,0.0009969383342126287,0.0001602306370268653,-4.428561202107225e-10,-1.0438554620304316e-09,1.2683366758568027e-09,2.2546906382875462e-05,0.7624671688314704,38.36943563907844,33.713394443742864,5.418508326864141,38.36943563907844,0.0,0.0,0.0003421352245422274,True,1
3,-2,0,6,-8,0,9,-65,0,-0.0009334640170185013,0.0007689061561434726,0.00017106620972815703,-3.80660961673245e-10,-1.2376856083331733e-11,1.0757568576029384e-08,6.508348853128364e-06,0.26748731025063854,38.36453520479935,31.601354534451936,7.0306584421572715,38.36453520479935,0.0,0.0,0.00028130517774752143,True,2
3,3,0,1,4,0,2,-11,0,-0.001777073431654347,0.0015644708523005883,0.00024227473908961392,-2.633353495366875e-07,-9.777106988026456e-08,1.6300042799814103e-12,2.9672159735855304e-05,0.6404409602771813,38.35466671650042,33.76720079316888,5.229234000313092,38.35466671650042,0.0,0.0,0.00035395212425895994,True,1
3,-5,0,21,-80,0,24,-74,0,-0.0006854943638451915,0.0003073157742653268,0.0003720881340034611,-1.4961066221659462e-12,6.54772139939496e-08,3.2284852484504884e-08,-6.090455576403578e-06,0.34071983575528764,38.34877771137448,17.1912475611795,20.81552441471931,38.34877771137448,0.00015455184592415693,0.00015455657519786262,0.0001746441602442821,True,1
5,0,0,4,-3,0,5,-20,0,-0.00132870520909623,0.0009969383342126287,0.00030222139288921485,-2.5066272933336944e-08,-1.0438554620304316e-09,1.2157212485767522e-11,-2.954548199438664e-05,0.852591962576704,38.342341967138914,28.76858162494328,8.721182160609672,38.342341967138914,0.0,0.0,0.0002491071590782165,True,1
6,-1,0,4,-22,0,4,-1,0,-0.0013704000046100727,0.00022798789111008367,0.0011346220648566184,-3.37504123438315e-08,1.1977846476112282e-11,-4.428561202107225e-10,-7.790048643370505e-06,0.2179475678506581,38.34026699246695,6.378574594533681,31.744104611727384,38.34026699246695,0.0,0.0,0.0003086691998863212,True,1
6,-8,0,1,-10,0,5,-9,0,-0.0007689061561434726,0.00015751720241384475,0.0006216061774984218,-1.2376856083331733e-11,1.1509399958152456e-12,1.109572499954139e-12,1.0217223768793941e-05,-0.5093757307660396,38.33351838412687,7.852959072192756,30.989935042728042,38.33351838412687,0.00025673232351651704,1.281879591399244e-05,0.00025681832989429094,True,1
2,-3,0,22,-80,0,24,-77,0,-0.0006815973580812953,0.0003206310992238488,0.0003597202243695517,-8.642325033759965e-13,6.14501079672607e-08,4.236588531277945e-08,-1.2460344878948478e-06,0.0700758469625846,38.33241585125859,18.010113482007068,20.218655035198264,38.33241585125859,0.00016668928263827412,0.00016669203880245647,0.00017132980976444353,True,1
5,-1,0,3,-16,0,4,-2,0,-0.0012764480458140133,0.0002383656772378679,0.001033822794122832,-5.209477532470591e-10,4.8224507085438786e-12,-8.502082218046183e-10,-4.259574453313424e-06,0.1279017013317413,38.32774313246753,7.157375928499399,31.042465170909107,38.32774313246753,0.0,0.0,0.000281300159107614,True,1
5,1,0,6,-1,0,7,-53,0,-0.0015084316327956082,0.0013704000046100727,0.00016536390998198814,-1.35067104234314e-09,-3.37504123438315e-08,3.452153715839208e-09,2.733228179645263e-05,0.6944593284130143,38.32627020277119,34.8191324965661,4.201570502202494,38.32627020277119,0.0,0.0,0.00042721852940498327,True,1
6,-4,0,4,-4,0,10,-56,0,-0.0010721369249209064,0.0008702199553927913,0.0002172734579661407,-2.4463445962530628e-09,-3.5689149720969376e-11,3.734270857760363e-09,1.535648843802571e-05,0.5487918403330551,38.314748259346196,31.098881280092154,7.764659076099607,38.314748259346196,0.0,0.0,0.00025882894743032263,True,1
4,-3,0,4,-6,0,8,-37,0,-0.0009969383342126287,0.0007098379972585653,0.00026117610529954177,-1.0438554620304316e-09,-4.0187556875910025e-12,2.983421408525759e-10,-2.5924231654521606e-05,0.9958335811008618,38.29562564943833,27.26717320812711,10.032618890590417,38.29562564943833,0.0,0.0,0.00022846810810606187,True,1
6,-4,0,2,-1,0,6,-56,0,-0.0010721369249209064,0.0009259419532751721,0.00013570022655716983,-2.4463445962530628e-09,-4.582409906950124e-10,3.9296720200154456e-09,-1.0494745088564413e-05,0.37479301193219133,38.28863045141324,33.06765150396154,4.846186604497928,38.28863045141324,0.0,0.0,0.0003900106816275776,True,1
0,2,0,3,-14,0,3,-4,0,-0.001005923918459338,0.00027506606150816995,0.0007618207114235868,-1.906016436810636e-09,2.9235962852116816e-12,-2.4045585657018214e-11,3.096285447241865e-05,1.17831471037021,38.28119107829499,10.46784581464831,28.99166004653962,38.28119107829499,0.0,0.0,0.00020594422430939412,True,1
6,-7,0,1,-20,0,5,-7,0,-0.0007867232250124543,8.038121933873263e-05,0.0007251048521361086,-6.451783819651501e-11,9.752757213724925e-12,-3.1911966144660496e-12,1.8762846462386912e-05,-0.9129377952674242,38.27933932967505,3.911083177656856,35.28119394751088,38.27933932967505,0.0,0.0,0.00045293897344128375,True,1
6,-4,0,6,-16,0,6,-10,0,-0.0010721369249209064,0.0004266215248873941,0.0006416215888040751,-2.4463445962530628e-09,6.324437039383009e-12,1.6171087199592244e-12,-3.89381122943718e-06,0.13900095087574174,38.273047623477204,15.229499872776303,22.904554353307486,38.273047623477204,0.00011622071098699275,1.2327721020102755e-09,0.00017917298517525706,True,1
1,4,0,1,3,0,2,-12,0,-0.0015644708523005883,0.001313404784959538,0.00022046137364355788,-9.777106988026456e-08,-1.9825546376908793e-08,2.0510805922265703e-12,-3.060469369749251e-05,0.7485607304340955,38.265224268591155,32.12458352358869,5.3922685362685545,38.265224268591155,0.0,0.0,0.0003608036382324324,True,1
5,-3,0,5,-7,0,10,-33,0,-0.0010461418846491957,0.0007251048521361086,0.00035245025840700974,-2.59762430647591e-09,-3.1911966144660496e-12,1.463697481094432e-10,3.141322589392259e-05,1.1484356546647645,38.24588535156149,26.509097422071235,12.885223714777236,38.24588535156149,0.0,0.0,0.00018297557176637414,True,1
0,2,0,4,-15,0,4,-6,0,-0.001005923918459338,0.0003258579446462611,0.0007098379972585653,-1.906016436810636e-09,4.276267521123787e-12,-4.0187556875910025e-12,2.9772023445488347e-05,1.1319456426030106,38.24567705455376,12.389264748002894,26.988358027530555,38.24567705455376,0.0,0.0,0.0001869209677868806,True,1
3,-2,0,2,-2,0,5,-38,0,-0.0009334640170185013,0.0007958943667934111,0.00016617212366887876,-3.80660961673245e-10,-6.697320003621922e-11,4.4506670790253076e-10,2.860247344378859e-05,1.1718787461924471,38.24517638071913,32.60877750625039,6.808277623134575,38.24517638071913,0.0,0.0,0.00028151934473528284,True,1
3,-1,0,6,-6,0,9,-62,0,-0.0010194406422006285,0.0008295824910515447,0.0001791111458518044,-1.2143995427944435e-09,-7.120919535279494e-12,1.0914539692357532e-08,-1.0747005297279295e-05,0.4031785958490736,38.24476053379227,31.122149345896315,6.719429370929848,38.24476053379227,0.0,0.0,0.000298866899113724,True,1
4,-2,0,4,-5,0,6,-30,0,-0.001033822794122832,0.0007659513217794458,0.0002435928794673727,-8.502082218046183e-10,-3.387798479682234e-11,8.546277117311589e-11,-2.4278592876013447e-05,0.8980835051430363,38.24188670302214,28.333118453152636,9.010684768091446,38.24188670302214,0.0,0.0,0.00024480926136597093,True,1
6,3,0,3,2,0,5,-15,0,-0.0019398395214352587,0.0015200389411412969,0.00039226957233396304,-5.11030322157432e-07,-7.245981903674689e-08,4.756049669466374e-12,-2.753100795999889e-05,0.5427598489847053,38.23636507399292,29.96669246115398,7.733395528075759,38.23636507399292,0.0,0.0,0.0002696928789549359,True,1
