l_a,n_a,l_b,n_b,l_c,n_c,omega_a,omega_b,omega_c,delta,abs_delta_over_omega_a
0,4,3,-15,3,-1,-0.0012318460189154454,0.00024286930329206426,0.0009939560760100293,4.979360386648266e-06,0.004042193837694297
0,5,3,-15,3,1,-0.0014376844518621038,0.00024286930329206426,0.0011691878228487144,-2.5627325721324984e-05,0.01782541759294413
0,4,3,-14,3,-1,-0.0012318460189154454,0.0002630304506831085,0.0009939560760100293,2.514050777769239e-05,0.020408807100604064
0,5,3,-14,3,1,-0.0014376844518621038,0.0002630304506831085,0.0011691878228487144,-5.4661783302808586e-06,0.0038020709782323986
0,5,3,-13,3,1,-0.0014376844518621038,0.00028250434442774885,0.0011691878228487144,1.400771541435939e-05,0.009743247481195509
0,4,3,-10,3,-2,-0.0012318460189154454,0.00036213931431134657,0.0008454847329711568,-2.4221971632941907e-05,0.019663148852214228
0,6,3,-10,3,2,-0.0016373163861810895,0.00036213931431134657,0.001257209295342265,-1.796777652747798e-05,0.010973918467515244
0,7,3,-10,3,3,-0.001837851339960868,0.00036213931431134657,0.0014614673184444634,-1.4244707205058032e-05,0.007750739624762759
0,8,3,-10,3,4,-0.002045386024107556,0.00036213931431134657,0.0016697023644453982,-1.3544345350811199e-05,0.006621901778526562
0,4,3,-9,3,-2,-0.0012318460189154454,0.00038585261633317536,0.0008454847329711568,-5.08669611113061e-07,0.0004129327881100831
0,5,3,-9,3,0,-0.0014376844518621038,0.00038585261633317536,0.0010392276866836483,-1.2604148845280112e-05,0.008766978615477887
0,6,3,-9,3,2,-0.0016373163861810895,0.00038585261633317536,0.001257209295342265,5.745525494350867e-06,0.0035091113378226484
0,7,3,-9,3,3,-0.001837851339960868,0.00038585261633317536,0.0014614673184444634,9.468594816770814e-06,0.00515199168229375
0,8,3,-9,3,4,-0.002045386024107556,0.00038585261633317536,0.0016697023644453982,1.0168956671017648e-05,0.004971656475190092
0,4,3,-8,3,-3,-0.0012318460189154454,0.0004313677174513799,0.000774811051133297,-2.5667250330768535e-05,0.02083641131816683
0,5,3,-8,3,-1,-0.0014376844518621038,0.0004313677174513799,0.0009939560760100293,-1.2360658400694747e-05,0.008597615690066824
0,4,3,-6,3,-4,-0.0012318460189154454,0.0005537409380020272,0.0006596415703442375,-1.8463510569180714e-05,0.01498848905274423
0,7,3,-6,3,2,-0.001837851339960868,0.0005537409380020272,0.001257209295342265,-2.6901106616575776e-05,0.014637259299301411
0,4,3,-5,3,-4,-0.0012318460189154454,0.0005990072542816217,0.0006596415703442375,2.6802805710413784e-05,0.021758243561976837
0,5,3,-5,3,-2,-0.0014376844518621038,0.0005990072542816217,0.0008454847329711568,6.8075353906748865e-06,0.0047350692162370514
