l_a,n_a,m_a,l_b,n_b,m_b,l_c,n_c,m_c,omega_a,omega_b,omega_c,delta,kappa,refine,max_abs_n,abs_kappa,mu
5,4,0,2,4,0,7,-23,0,-0.003303607934815016,0.002917868855327459,0.0003854767021700971,-2.623773174594002e-07,8.399211525739176,1,23,8.399211525739176,12339.85943795537
5,5,0,5,4,0,10,-26,0,-0.0037769684346490584,0.003303607934815016,0.0004728122138116288,-5.482860224136077e-07,14.401627562551582,1,26,14.401627562551582,12419.177412219713
5,3,0,2,3,0,5,-19,0,-0.0028199461872119537,0.0024775433149668664,0.0003423045425549292,-9.832969015801177e-08,3.3822180731933864,1,19,3.3822180731933864,11774.149313460957
1,6,0,6,4,0,7,-39,0,-0.003636423235290603,0.0034000370034238067,0.00023756503045894216,1.1787985921456537e-06,27.77876219437909,1,39,27.77876219437909,5597.986098732712
3,-4,0,19,-73,0,22,-45,0,-0.0009169301699926427,0.00033264795413855445,0.0005842824455729708,2.2971888247961397e-10,-0.0212961830103476,2,73,0.0212961830103476,452.2924894309282
5,4,0,1,1,0,6,-1,0,-0.003303607934815016,0.001402349345658435,0.0019012911358412183,3.2546684637733275e-08,1.4128169076739578,1,4,1.4128169076739578,82411.50875524124
6,3,0,3,3,0,5,-24,0,-0.0029064551774253596,0.0026320577350822383,0.0002742667391182132,-1.3070322490808806e-07,3.7983044376143735,1,24,3.7983044376143735,7970.310609423172
4,3,0,6,2,0,10,-40,0,-0.0027308744547570513,0.0024083897755201606,0.00032169048452155793,-7.94194715332975e-07,21.774449318868985,1,40,21.774449318868985,8818.37418869757
4,5,0,4,-20,0,6,4,0,-0.003667673471144265,0.0002679363524397147,0.0034000370034238067,2.998847192566684e-07,5.998734210028996,1,20,5.998734210028996,66259.27614320896
1,3,0,4,1,0,5,-22,0,-0.0022753331501027397,0.001977541414158642,0.0002979386637350422,1.4692779094467937e-07,4.219167319959489,1,22,4.219167319959489,8555.579347079442
4,5,0,6,4,0,10,-48,0,-0.003667673471144265,0.0034000370034238067,0.0002695417967928556,1.905329072397332e-06,32.00741543196421,1,48,32.00741543196421,4526.552359164708
3,2,0,6,0,0,7,-36,0,-0.0022016984592632366,0.0019444642127654525,0.0002571762416991638,-5.8004798620097525e-08,1.5775287403432992,1,36,1.5775287403432992,6939.324893841004
4,4,0,6,3,0,10,-44,0,-0.0032009430000721653,0.0029064551774253596,0.00029306274224439124,-1.425080402414538e-06,25.360243264398616,1,44,25.360243264398616,5214.255141193615
4,3,0,6,-24,0,6,2,0,-0.0027308744547570513,0.0003228196118567417,0.0024083897755201606,3.349326198509757e-07,6.950162293595384,1,24,6.950162293595384,49950.50465201243
4,5,0,6,4,0,8,-39,0,-0.003667673471144265,0.0034000370034238067,0.00026859477437985075,9.58306659392446e-07,14.308464150657983,1,39,14.308464150657983,4010.055453693293
5,5,0,6,4,0,11,-37,0,-0.0037769684346490584,0.0034000370034238067,0.0003785821753060082,1.6507440807563868e-06,23.174105936048633,1,37,23.174105936048633,5314.69260352909
6,3,0,5,2,0,9,-19,0,-0.0029064551774253596,0.002336548085473571,0.000570164884447673,2.577924958840558e-07,4.734508360964751,1,19,4.734508360964751,10471.407739406064
5,5,0,3,5,0,6,-34,0,-0.0037769684346490584,0.00354134869774849,0.00023633278408706162,7.130471864932701e-07,9.367276211407386,1,34,9.367276211407386,3104.617715062213
3,4,0,5,3,0,8,-40,0,-0.003083242862654661,0.0028199461872119537,0.000261950094593388,-1.3465808493193232e-06,21.33737138323348,1,40,21.33737138323348,4150.50982657334
2,6,0,3,5,0,5,-23,0,-0.0038260656370972972,0.00354134869774849,0.00028559427871878505,8.773393699781223e-07,10.49782161688795,1,23,10.49782161688795,3417.2838883080517
6,2,0,6,-1,0,12,-29,0,-0.0024083897755201606,0.0019012911358412183,0.0005078427227361031,7.440830571605467e-07,13.289465160767346,1,29,13.289465160767346,9070.156825464119
5,3,0,6,2,0,11,-34,0,-0.0028199461872119537,0.0024083897755201606,0.00041027015068838686,-1.2862610034060362e-06,19.217072879454605,1,34,19.217072879454605,6129.505448095024
4,4,0,0,5,0,4,-24,0,-0.0032009430000721653,0.0029765770535855798,0.00022493105002788054,5.651035412950096e-07,6.915247229031093,1,24,6.915247229031093,2752.510719789793
6,3,0,6,-15,0,6,2,0,-0.0029064551774253596,0.0004982501479182794,0.0024083897755201606,1.8474601308059863e-07,2.51637819685288,1,15,2.51637819685288,32748.465859764892
4,5,0,6,4,0,10,-49,0,-0.003667673471144265,0.0034000370034238067,0.00026456926430770596,-3.0672034127521806e-06,32.38269681334892,1,49,32.38269681334892,2792.83510927293
6,4,0,6,3,0,12,-30,0,-0.0034000370034238067,0.0029064551774253596,0.0004951039753186331,1.5221493201863188e-06,16.90481515904393,1,30,16.90481515904393,5498.564962633503
5,5,0,3,5,0,8,-45,0,-0.0037769684346490584,0.00354134869774849,0.00023319968538244263,-2.4200515181256425e-06,24.078112995257182,1,45,24.078112995257182,2319.9978980883134
5,-5,0,15,-33,0,20,-45,0,-0.0010926720791252333,0.0005546278125576784,0.0005380499666492822,5.700081727151932e-09,-0.19494820703111393,1,45,0.19494820703111393,3627.922739683268
6,5,0,1,6,0,7,-38,0,-0.003878495640061055,0.003636423235290603,0.00024377687134246605,1.7044665720140385e-06,16.12209388265723,1,38,16.12209388265723,2305.777232136647
1,6,0,5,-28,0,6,4,0,-0.003636423235290603,0.00023821958382260044,0.0034000370034238067,1.8333519558040405e-06,18.361960467989068,1,28,18.361960467989068,34028.7137338119
4,3,0,5,2,0,9,-29,0,-0.0027308744547570513,0.002336548085473571,0.00039326867271287656,-1.0576965706037694e-06,13.997866129661737,1,29,13.997866129661737,5204.629178215415
4,5,0,5,4,0,9,-32,0,-0.003667673471144265,0.003303607934815016,0.0003621564585091665,-1.9090778200824346e-06,18.228250800025943,1,32,18.228250800025943,3457.9370534019517
0,6,0,4,-25,0,4,4,0,-0.00341883271154219,0.00021634283670237672,0.0032009430000721653,-1.5468747676479142e-06,15.449418454797327,1,25,15.449418454797327,31947.77035625021
6,4,0,3,4,0,9,-37,0,-0.0034000370034238067,0.003083242862654661,0.0003151835625010424,-1.6105782681030863e-06,16.073630871036023,1,37,16.073630871036023,3145.5000857382593
5,4,0,6,3,0,11,-35,0,-0.003303607934815016,0.0029064551774253596,0.00039920510251462214,2.052345124966149e-06,20.484493949673105,1,35,20.484493949673105,3984.4589318380986
3,1,0,6,-3,0,9,-26,0,-0.001872111220980286,0.00144124286045069,0.0004307779530116885,-9.040751790755606e-08,1.5889011163062485,1,26,1.5889011163062485,7570.699268534526
2,2,0,5,-2,0,7,-17,0,-0.002084498880719699,0.0015765995427753435,0.0005079990275288893,9.968958453350496e-08,1.567986217567547,1,17,1.567986217567547,7990.1571300500045
0,5,0,4,-22,0,4,3,0,-0.0029765770535855798,0.00024452089439955867,0.0027308744547570513,-1.1817044289698549e-06,12.892784405895352,1,22,12.892784405895352,29788.443127977782
4,5,0,1,5,0,5,-13,0,-0.003667673471144265,0.0031823543534735717,0.00048568454635875105,3.65428688057709e-07,3.2219174253859575,1,13,3.2219174253859575,4282.191174609416
6,2,0,6,-1,0,10,-24,0,-0.0024083897755201606,0.0019012911358412183,0.0005075956765877608,4.970369088183602e-07,6.5392971477882895,1,24,6.5392971477882895,6678.2129354958215
5,5,0,3,5,0,8,-44,0,-0.0037769684346490584,0.00354134869774849,0.00023840206821425388,2.7823313136854724e-06,23.316596068488142,1,44,23.316596068488142,1997.766029241218
3,4,0,2,-11,0,5,3,0,-0.003083242862654661,0.0002629571007287834,0.0028199461872119537,-3.395747139242622e-07,3.4770625918613987,1,11,3.4770625918613987,28763.958955245525
3,5,0,5,4,0,6,-34,0,-0.00354134869774849,0.003303607934815016,0.00023633278408706162,-1.407978846412923e-06,12.117752681147278,1,34,12.117752681147278,2033.9821210960563
4,-4,0,17,-40,0,21,-42,0,-0.0011164319758063441,0.000519584312408158,0.0005968460096783705,-1.6537198158170924e-09,0.04435755540379466,1,42,0.04435755540379466,1607.0054345050605
1,5,0,5,-24,0,6,3,0,-0.0031823543534735717,0.0002742667391182132,0.0029064551774253596,-1.6324369299988012e-06,15.262533581544162,1,24,15.262533581544162,27167.601616620817
5,5,0,2,5,0,7,-22,0,-0.0037769684346490584,0.00337400114289716,0.00040173872670472895,-1.2285650471694637e-06,8.610870393802147,1,22,8.610870393802147,2815.7402728870707
2,2,0,3,-18,0,5,0,0,-0.002084498880719699,0.00023078606070599838,0.0018543725034762288,6.596834625279685e-07,8.024247286704476,1,18,8.024247286704476,22556.154503362897
5,2,0,6,-1,0,11,-32,0,-0.002336548085473571,0.0019012911358412183,0.00043389759807928085,-1.3593515530716319e-06,14.367522203018027,1,32,14.367522203018027,4586.025063915531
0,7,0,2,1,0,2,2,0,-0.003864139090958744,0.0017799963786437544,0.002084498880719699,3.5616840470941574e-07,2.273537770630953,1,7,2.273537770630953,13305.550887435476
1,1,0,5,-14,0,6,-7,0,-0.001402349345658435,0.00045405482664530284,0.0009483157407411326,2.122172800054882e-08,0.36862860525207697,1,14,0.36862860525207697,16472.56569302399
6,3,0,3,-15,0,3,3,0,-0.0029064551774253596,0.00027457481639308327,0.0026320577350822383,1.7737404996208753e-07,1.4931796294166424,1,15,1.4931796294166424,22035.597826631565
4,4,0,5,3,0,9,-30,0,-0.0032009430000721653,0.0028199461872119537,0.00038308140932568735,2.084596465475822e-06,15.433911711416348,1,30,15.433911711416348,2836.2529256665116
5,-5,0,17,-42,0,22,-44,0,-0.0010926720791252333,0.0004967285762897448,0.0005959606666704071,1.7163834918664314e-08,0.3712741123693844,1,44,0.3712741123693844,7683.659730693743
4,2,0,6,-1,0,10,-35,0,-0.002268735821901042,0.0019012911358412183,0.00036616404782308543,-1.2806382367384038e-06,13.327833675396098,1,35,13.327833675396098,3810.6980968716634
1,6,0,6,4,0,7,-40,0,-0.003636423235290603,0.0034000370034238067,0.00023165732454857795,-4.728907318218671e-06,29.025572797085186,1,40,29.025572797085186,1421.8832400084098
3,2,0,6,-1,0,9,-39,0,-0.0022016984592632366,0.0019012911358412183,0.00029933043727872896,-1.0768861432894176e-06,10.783764582950939,1,39,10.783764582950939,2997.256893450482
4,1,0,4,-1,0,6,-25,0,-0.001977541414158642,0.0016669041508537957,0.00031068785986663056,5.059656178404981e-08,0.5612118173461036,1,25,0.5612118173461036,3445.973160581489
3,5,0,5,4,0,8,-45,0,-0.00354134869774849,0.003303607934815016,0.00023319968538244263,-4.541077551031836e-06,27.68176942666457,1,45,27.68176942666457,1421.516931770207
5,4,0,3,4,0,8,-47,0,-0.003303607934815016,0.003083242862654661,0.00022359838776316458,3.2333156028100003e-06,21.055403370312035,1,47,21.055403370312035,
1,3,0,4,0,0,5,-13,0,-0.0022753331501027397,0.0017900326466131632,0.00048568454635875105,3.8404286917433084e-07,3.5898192034533207,1,13,3.5898192034533207,4539.9090858833315
3,3,0,4,-18,0,5,2,0,-0.0026320577350822383,0.0002961672468270849,0.002336548085473571,6.575972184173426e-07,5.257315841056666,1,18,5.257315841056666,18678.457398111685
4,4,0,4,3,0,8,-21,0,-0.0032009430000721653,0.0027308744547570513,0.0004714970132593471,1.4284679442332082e-06,9.28692951399328,1,21,9.28692951399328,3065.353712258265
6,5,0,6,4,0,12,-31,0,-0.003878495640061055,0.0034000370034238067,0.00048203748977044284,3.5788531331944727e-06,19.16935670542996,1,31,19.16935670542996,2581.9296499984084
5,4,0,0,5,0,5,-20,0,-0.003303607934815016,0.0029765770535855798,0.00032615689271234445,-8.739885170917262e-07,5.322741578427519,1,20,5.322741578427519,1986.3520101146473
4,-4,0,21,-48,0,25,-51,0,-0.0011164319758063441,0.0005300236551221081,0.0005863745517716606,-3.376891257551515e-08,0.6020500788767675,1,51,0.6020500788767675,4956.1005817315145
6,3,0,3,3,0,9,-43,0,-0.0029064551774253596,0.0026320577350822383,0.0002719139497848087,-2.483492558312886e-06,16.700677590207746,1,43,16.700677590207746,1828.4481034206367
6,2,0,3,1,0,7,-16,0,-0.0024083897755201606,0.001872111220980286,0.0005360674145450702,-2.1113999480433868e-07,1.7086031798858874,1,16,1.7086031798858874,4338.00562575031
4,4,0,2,2,0,4,-4,0,-0.0032009430000721653,0.002084498880719699,0.0011164319758063441,-1.2143546122226484e-08,0.1161858159658583,1,4,0.1161858159658583,10681.687070019396
6,4,0,6,3,0,8,-20,0,-0.0034000370034238067,0.0029064551774253596,0.0004927679191702274,-8.139068282194024e-07,4.547169215034574,1,20,4.547169215034574,2753.0167144062166
1,5,0,6,3,0,7,-34,0,-0.0031823543534735717,0.0029064551774253596,0.0002719802373871166,-3.918938661095356e-06,22.87378520871028,1,34,22.87378520871028,1587.4738269005777
0,3,0,6,-31,0,6,-1,0,-0.0021613830015669586,0.00025810047186462494,0.0019012911358412183,-1.9913938611153953e-06,16.82628284990546,1,31,16.82628284990546,16064.953521736184
6,4,0,1,5,0,7,-42,0,-0.0034000370034238067,0.0031823543534735717,0.0002206881528391452,3.0055028889101366e-06,15.778262444054882,1,42,15.778262444054882,
4,0,0,6,-4,0,10,-30,0,-0.0017900326466131632,0.0013687079923296551,0.00042107927020017515,-2.4538408333290955e-07,2.3813414217691298,1,30,2.3813414217691298,4086.2971406950132
1,5,0,6,3,0,7,-33,0,-0.0031823543534735717,0.0029064551774253596,0.0002799426545324784,4.043478484266547e-06,21.953432688561897,1,33,21.953432688561897,1519.904033262176
3,5,0,1,-10,0,2,5,0,-0.00354134869774849,0.00016760712678320994,0.00337400114289716,2.595719318797436e-07,1.3102554114756824,1,10,1.3102554114756824,16466.554370645215
3,1,0,4,-2,0,7,-20,0,-0.001872111220980286,0.0014336097739733765,0.00043870873423905384,2.072872321442175e-07,1.8858243732208453,1,20,1.8858243732208453,3991.2133592371465
4,2,0,4,1,0,8,-36,0,-0.002268735821901042,0.001977541414158642,0.0002906270046781252,-5.674030642745936e-07,4.220800399976752,1,36,4.220800399976752,2161.7435089825794
6,3,0,5,2,0,11,-23,0,-0.0029064551774253596,0.002336548085473571,0.0005718661615141777,1.9590695623889973e-06,11.192619380678739,1,23,11.192619380678739,3267.2041680851694
3,3,0,5,-30,0,6,2,0,-0.0026320577350822383,0.00022537954406477825,0.0024083897755201606,1.7115845027007408e-06,10.767058074909917,1,30,10.767058074909917,15150.148431691983
3,-4,0,8,-23,0,11,-28,0,-0.0009169301699926427,0.000433881080383396,0.000483069179781972,2.0090172725287583e-08,-0.3613041805458165,1,28,0.3613041805458165,8677.335259754806
4,5,0,6,-30,0,6,4,0,-0.003667673471144265,0.0002655925193798895,0.0034000370034238067,-2.043948340568584e-06,9.079225346612176,1,30,9.079225346612176,15094.266842276085
2,6,0,3,4,0,5,-8,0,-0.0038260656370972972,0.003083242862654661,0.0007429698454476633,1.470710050271995e-07,0.6386391452305007,1,8,0.6386391452305007,3226.2622189085605
4,5,0,6,4,0,10,-50,0,-0.003667673471144265,0.0034000370034238067,0.00026008217931369217,-7.554288406766245e-06,32.61074075171837,1,50,32.61074075171837,1122.7041057531198
4,5,0,6,4,0,10,-47,0,-0.003667673471144265,0.0034000370034238067,0.00027493418119089644,7.297713470438404e-06,31.249297485026844,1,47,31.249297485026844,1177.2663933374984
6,3,0,6,2,0,12,-30,0,-0.0029064551774253596,0.0024083897755201606,0.0004951039753186331,-2.9614265865656603e-06,15.987410885054572,1,30,15.987410885054572,2672.8434376657883
6,5,0,5,4,0,11,-23,0,-0.003878495640061055,0.003303607934815016,0.0005718661615141777,-3.0215437318613717e-06,12.173996623142594,1,23,12.173996623142594,2304.0860293439605
6,5,0,4,5,0,10,-59,0,-0.003878495640061055,0.003667673471144265,0.0002225084156473591,1.1686246730569037e-05,46.49108053524544,1,59,46.49108053524544,
3,3,0,6,2,0,7,-41,0,-0.0026320577350822383,0.0024083897755201606,0.00022603714480062055,2.369185238542716e-06,13.82382034909921,1,41,13.82382034909921,1318.855464197055
5,3,0,2,3,0,7,-26,0,-0.0028199461872119537,0.0024775433149668664,0.0003440940097347948,1.6911374897073984e-06,9.081156895480616,1,26,9.081156895480616,1847.7335442290594
3,3,0,5,2,0,8,-35,0,-0.0026320577350822383,0.002336548085473571,0.0002987261589586913,3.21650935002386e-06,18.485947468338345,1,35,18.485947468338345,1716.838359209334
2,3,0,3,2,0,5,-24,0,-0.0024775433149668664,0.0022016984592632366,0.0002742667391182132,-1.5781165854165773e-06,9.574906071742637,1,24,9.574906071742637,1664.0584310100169
3,5,0,5,4,0,8,-43,0,-0.00354134869774849,0.003303607934815016,0.00024386690558972793,6.126142656253525e-06,25.99462755068046,1,43,25.99462755068046,1034.7752897070195
4,4,0,6,3,0,10,-43,0,-0.0032009430000721653,0.0029064551774253596,0.0002997185860571562,5.230763410350291e-06,24.530825825205334,1,43,24.530825825205334,1405.5823662172552
2,5,0,4,-11,0,6,3,0,-0.00337400114289716,0.00046826694977708235,0.0029064551774253596,7.209843052818736e-07,3.199157271020516,1,11,3.199157271020516,12880.958848895694
6,5,0,3,5,0,9,-35,0,-0.003878495640061055,0.00354134869774849,0.0003326602771916553,-4.486665120909464e-06,17.19367317948363,1,35,17.19367317948363,1274.8103835729253
1,6,0,5,4,0,6,-23,0,-0.003636423235290603,0.003303607934815016,0.00033601609680178584,3.2007963261986364e-06,12.90162769337722,1,23,12.90162769337722,1354.3987581809524
2,6,0,5,-12,0,5,4,0,-0.0038260656370972972,0.0005218435721068871,0.003303607934815016,-6.141301753942452e-07,2.334909790601923,1,12,2.334909790601923,12491.46107297005
1,6,0,5,-29,0,6,4,0,-0.003636423235290603,0.0002316512608184018,0.0034000370034238067,-4.734971048394633e-06,18.829402024243176,1,29,18.829402024243176,13519.360340040572
6,4,0,0,5,0,6,-18,0,-0.0034000370034238067,0.0029765770535855798,0.0004222920999632846,-1.1678498749423914e-06,4.962039015533105,1,18,4.962039015533105,1794.263046942125
6,5,0,1,6,0,7,-39,0,-0.003878495640061055,0.003636423235290603,0.00023756503045894216,-4.507374311509688e-06,16.647699022614194,1,39,16.647699022614194,877.4279472161754
1,6,0,4,-16,0,5,4,0,-0.003636423235290603,0.0003308991232328245,0.003303607934815016,-1.9161772427628114e-06,7.400781742183814,1,16,7.400781742183814,12752.174045157706
3,4,0,1,4,0,2,-8,0,-0.003083242862654661,0.0027270784208277225,0.00035598900222395244,-1.7543960298621944e-07,0.8218078953204677,1,8,0.8218078953204677,1667.551497453829
4,4,0,2,4,0,6,-28,0,-0.0032009430000721653,0.002917868855327459,0.00028062107750474936,-2.453067239956575e-06,10.612475490577818,1,28,10.612475490577818,1214.0246118151194
2,3,0,1,-6,0,3,2,0,-0.0024775433149668664,0.0002756992940930397,0.0022016984592632366,-1.4556161059007047e-07,0.800227582885125,1,6,0.800227582885125,12096.342909596531
6,3,0,4,-4,0,4,0,0,-0.0029064551774253596,0.0011164319758063441,0.0017900326466131632,9.444994147900232e-09,0.07169606390396069,1,4,0.07169606390396069,13521.82501063138
1,3,0,5,0,0,6,-18,0,-0.0022753331501027397,0.0018543725034762288,0.0004222920999632846,1.331453336773751e-06,7.83138687298351,1,18,7.83138687298351,2483.851829937726
5,5,0,3,5,0,4,-23,0,-0.0037769684346490584,0.00354134869774849,0.00023429940472628353,-1.3203321742845733e-06,4.651225617867754,1,23,4.651225617867754,825.3827322122112
3,-4,0,9,-36,0,12,-24,0,-0.0009169301699926427,0.0003237099881961312,0.0005932222918178146,2.1100213030804393e-09,0.030489304276442104,1,36,0.030489304276442104,8476.617282713916
6,5,0,3,5,0,9,-34,0,-0.003878495640061055,0.00354134869774849,0.00034205431509213674,4.907372779572143e-06,16.623392326593578,1,34,16.623392326593578,1158.685248509588
5,1,0,2,1,0,5,-23,0,-0.0020656660801309525,0.0017799963786437544,0.00028559427871878505,-7.542276841314768e-08,0.4793297992819052,1,23,0.4793297992819052,1815.0120761143048
1,6,0,6,4,0,7,-38,0,-0.003636423235290603,0.0034000370034238067,0.00024377687134246605,7.39063947566938e-06,26.612704545063764,1,38,26.612704545063764,877.8070462747531
6,2,0,2,2,0,8,-32,0,-0.0024083897755201606,0.002084498880719699,0.00032545682606165377,1.5659312611925394e-06,8.410006836894473,1,32,8.410006836894473,1747.898575137463
4,0,0,3,-1,0,7,-30,0,-0.0017900326466131632,0.0014845828501682254,0.0003053019530349811,-1.478434099567126e-07,1.0617135517683602,1,30,1.0617135517683602,2192.3249418076584
3,4,0,5,3,0,6,-30,0,-0.003083242862654661,0.0028199461872119537,0.0002655925193798895,2.295843937182105e-06,9.502438965166796,1,30,9.502438965166796,1099.280265723565
5,5,0,3,5,0,8,-46,0,-0.0037769684346490584,0.00354134869774849,0.00022825933096256863,-7.360405937999453e-06,24.79571752626235,1,46,24.79571752626235,768.9498888407102
2,6,0,2,-19,0,4,5,0,-0.0038260656370972972,0.00015558678443083372,0.003667673471144265,-2.8053815221986377e-06,9.271252288455335,1,19,9.271252288455335,12117.876892259235
1,4,0,6,2,0,7,-28,0,-0.0027270784208277225,0.0024083897755201606,0.00032244748692927886,3.7588416217171697e-06,17.405309834860798,1,28,17.405309834860798,1493.092486273108
3,5,0,4,4,0,7,-26,0,-0.00354134869774849,0.0032009430000721653,0.0003440940097347948,3.6883120584697317e-06,12.929580474543545,1,26,12.929580474543545,1206.2404299925447
5,2,0,4,0,0,9,-20,0,-0.002336548085473571,0.0017900326466131632,0.0005451733615848,-1.3420772756074506e-06,7.122388282531285,1,20,7.122388282531285,2893.2285985408953
3,3,0,6,2,0,7,-42,0,-0.0026320577350822383,0.0024083897755201606,0.0002206881528391452,-2.9798067229325556e-06,14.023659359723124,1,42,14.023659359723124,
6,3,0,3,3,0,9,-42,0,-0.0029064551774253596,0.0026320577350822383,0.0002782795237020277,3.882081358906348e-06,16.359474763407167,1,42,16.359474763407167,1172.681352911082
6,-1,0,4,-23,0,4,-1,0,-0.0019012911358412183,0.00023429940472628353,0.0016669041508537957,-8.758026113901175e-08,0.5612012031112972,1,23,0.5612012031112972,10681.26855516248
3,4,0,5,3,0,8,-39,0,-0.003083242862654661,0.0028199461872119537,0.00026859477437985075,5.298098937143135e-06,20.612799218559573,1,39,20.612799218559573,1044.9928045148367
3,3,0,6,2,0,9,-52,0,-0.0026320577350822383,0.0024083897755201606,0.00022819600533715957,4.528045775081813e-06,20.34188641897511,1,52,20.34188641897511,1024.9823946626843
0,2,0,4,-11,0,4,-3,0,-0.001765944891624453,0.00046826694977708235,0.0012981219159473919,4.439741000210589e-07,2.9669634629902406,1,11,2.9669634629902406,8675.011194185056
4,3,0,2,3,0,6,-32,0,-0.0027308744547570513,0.0024775433149668664,0.0002505912915045605,-2.7398482856243363e-06,11.828911488237935,1,32,11.828911488237935,1081.892088870062
0,4,0,5,-30,0,5,2,0,-0.002557745777422354,0.00022537954406477825,0.002336548085473571,4.181852115995189e-06,19.256844912406944,1,30,19.256844912406944,10759.4544165886
5,5,0,5,4,0,8,-21,0,-0.0037769684346490584,0.003303607934815016,0.0004714970132593471,-1.8634865746954173e-06,5.75668765747808,1,21,5.75668765747808,1456.5498185347687
5,5,0,6,4,0,11,-38,0,-0.0037769684346490584,0.0034000370034238067,0.0003689786734846844,-7.952757740567213e-06,24.010239612435154,1,38,24.010239612435154,1113.985865362999
5,1,0,1,-14,0,6,0,0,-0.0020656660801309525,0.00012111887065684587,0.0019444642127654525,-8.299670865418579e-08,0.45312324768356954,1,14,0.45312324768356954,10615.861303880214
6,5,0,4,5,0,10,-58,0,-0.003878495640061055,0.003667673471144265,0.00022630848170342667,1.5486312786636754e-05,44.50008272212914,1,58,44.50008272212914,650.2320453284375
1,3,0,0,3,0,1,-15,0,-0.0022753331501027397,0.0021613830015669586,0.0001132736626977355,-6.764858380458108e-07,3.305598369072458,1,15,3.305598369072458,553.5034342578507
5,2,0,2,2,0,7,-37,0,-0.002336548085473571,0.002084498880719699,0.00025030887436971024,-1.74033038416151e-06,8.162332420323876,1,37,8.162332420323876,1173.960108668103
1,6,0,4,2,0,5,-3,0,-0.003636423235290603,0.002268735821901042,0.0013670552346301602,-6.321787594009212e-07,1.8948738464660428,1,6,1.8948738464660428,4097.570762301411
4,4,0,6,3,0,10,-45,0,-0.0032009430000721653,0.0029064551774253596,0.000286715324823456,-7.772497823349458e-06,26.187669730984457,1,45,26.187669730984457,966.0139779970755
4,5,0,6,4,0,10,-51,0,-0.003667673471144265,0.0034000370034238067,0.00025588079998237667,-1.175566773808142e-05,34.20844831487272,1,51,34.20844831487272,744.5893477476595
1,6,0,6,4,0,7,-41,0,-0.003636423235290603,0.0034000370034238067,0.00022603714480062055,-1.0349087066176092e-05,30.319953838107136,1,41,30.319953838107136,662.2251893502361
3,5,0,5,4,0,8,-46,0,-0.00354134869774849,0.003303607934815016,0.00022825933096256863,-9.481431970905646e-06,28.47266700666408,1,46,28.47266700666408,685.4558583390669
5,4,0,4,3,0,9,-19,0,-0.003303607934815016,0.0027308744547570513,0.000570164884447673,-2.5685956102912237e-06,8.264598782756167,1,19,8.264598782756167,1834.5371259535234
5,5,0,0,6,0,5,-18,0,-0.0037769684346490584,0.00341883271154219,0.00036005377190578846,1.9180487989198247e-06,5.381671424629508,1,18,5.381671424629508,1010.240769870421
5,-5,0,17,-40,0,22,-46,0,-0.0010926720791252333,0.000519584312408158,0.000573067346522588,-2.0420194487376017e-08,-0.19728645447850204,1,46,0.19728645447850204,2944.8764283541586
