l_a,n_a,l_b,n_b,l_c,n_c,omega_a,omega_b,omega_c,delta,abs_delta_over_omega_a,n_m
2,-8,1,-11,1,-8,-0.0003326425567156908,0.00014098639381203223,0.0001942497109787832,2.5935480751245713e-06,0.007796801770439955,9
2,-7,1,-11,1,-8,-0.00036286508921045974,0.00014098639381203223,0.0001942497109787832,-2.7628984419644353e-05,0.07614120300126115,9
2,-8,1,-11,1,-7,-0.0003326425567156908,0.00014098639381203223,0.00021361879346884448,2.1962630565185886e-05,0.06602471668697917,9
2,-7,1,-11,1,-7,-0.00036286508921045974,0.00014098639381203223,0.00021361879346884448,-8.259901929583038e-06,0.02276301075850353,9
2,-7,1,-11,1,-6,-0.00036286508921045974,0.00014098639381203223,0.00025234878420021,3.047008880178244e-05,0.08397084676313393,9
2,-6,1,-11,1,-5,-0.00042506408290257934,0.00014098639381203223,0.00030881498435276556,2.473729526221842e-05,0.05819662553772621,9
2,-5,1,-11,1,-4,-0.0005139207856115777,0.00014098639381203223,0.0003748425124691666,1.9081206696211148e-06,0.0037128692262376715,9
2,-2,1,-11,1,-2,-0.0007709839009291044,0.00014098639381203223,0.0006023269048774995,-2.7670602239572703e-05,0.03588998707525171,9
2,-1,1,-11,1,-1,-0.000894883579030094,0.00014098639381203223,0.000758058289083616,4.161103865554208e-06,0.0046498829155678075,9
2,2,1,-11,1,3,-0.0013846263257445758,0.00014098639381203223,0.0012725407985733764,2.8900866640832988e-05,0.020872683195079143,9
2,3,1,-11,1,4,-0.0016105693803172012,0.00014098639381203223,0.0014878228371177796,1.8239850612610702e-05,0.01132509461282467,9
2,4,1,-11,1,5,-0.0018458787080848657,0.00014098639381203223,0.001734103264389586,2.9210950116752635e-05,0.015824956422548234,9
2,6,1,-11,1,6,-0.002122306963237751,0.00014098639381203223,0.0019747070189232627,-6.613550502456052e-06,0.003116208266294592,9
2,7,1,-11,1,7,-0.002333641093116966,0.00014098639381203223,0.002215705167770865,2.305046846593113e-05,0.009877469390609416,9
2,8,1,-11,1,8,-0.0025823680571360795,0.00014098639381203223,0.0024629844882008973,2.160282487684989e-05,0.008365509640329135,9
2,9,1,-11,1,9,-0.002837466283292238,0.00014098639381203223,0.00271575402351329,1.9274134033084225e-05,0.006792727070124319,9
2,10,1,-11,1,10,-0.0030974669448516055,0.00014098639381203223,0.002973321972018305,1.6841420978731553e-05,0.005437159226743063,9
2,11,1,-11,1,11,-0.0033613668070111803,0.00014098639381203223,0.003235253388057165,1.487297485801677e-05,0.004424680706370556,9
2,12,1,-11,1,12,-0.003627023623815877,0.00014098639381203223,0.003499927798231137,1.3890568227291952e-05,0.0038297429705401597,9
2,13,1,-11,1,13,-0.0038929098475402085,0.00014098639381203223,0.003765557199999308,1.3633746271132004e-05,0.003502199332909465,9
2,14,1,-11,1,14,-0.004158149117255109,0.00014098639381203223,0.004030932427920738,1.3769704477661383e-05,0.0033114984791000196,9
2,15,1,-11,1,15,-0.004422542790612594,0.00014098639381203223,0.004295690809337045,1.413441253648312e-05,0.0031959922618465552,9
2,16,1,-11,1,16,-0.004686172344532099,0.00014098639381203223,0.00455968102508798,1.4495074367913523e-05,0.003093158616931067,9
2,17,1,-11,1,17,-0.004949603322414242,0.00014098639381203223,0.004823167543880964,1.4550615278754488e-05,0.0029397538208490634,9
2,18,1,-11,1,18,-0.00521391637956139,0.00014098639381203223,0.005087181893000314,1.42519072509565e-05,0.002733436099363644,9
2,19,1,-11,1,19,-0.0054802146612408995,0.00014098639381203223,0.0053527772990706515,1.3549031641784531e-05,0.002472354183059791,9
2,20,1,-11,1,20,-0.005748811796314598,0.00014098639381203223,0.005620665903572574,1.2840501070008475e-05,0.002233592179559637,9
2,-9,1,-10,1,-10,-0.0003021884453905382,0.00015689169501995108,0.00015689169501995108,1.1594944649363965e-05,0.038369913960075636,9
2,-8,1,-10,1,-10,-0.0003326425567156908,0.00015689169501995108,0.00015689169501995108,-1.8859166675788653e-05,0.05669499074920699,9
2,-8,1,-10,1,-9,-0.0003326425567156908,0.00015689169501995108,0.00017709054959521184,1.3396878994720806e-06,0.004027409820016235,9
2,-7,1,-10,1,-9,-0.00036286508921045974,0.00015689169501995108,0.00017709054959521184,-2.8882844595296843e-05,0.07959664749822476,9
2,-8,1,-10,1,-8,-0.0003326425567156908,0.00015689169501995108,0.0001942497109787832,1.8498849283043453e-05,0.05561179382965841,9
2,-7,1,-10,1,-8,-0.00036286508921045974,0.00015689169501995108,0.0001942497109787832,-1.1723683211725471e-05,0.03230865564178261,9
2,-7,1,-10,1,-7,-0.00036286508921045974,0.00015689169501995108,0.00021361879346884448,7.645399278335789e-06,0.02106953660097486,9
2,-6,1,-10,1,-6,-0.00042506408290257934,0.00015689169501995108,0.00025234878420021,-1.5823603682418278e-05,0.03722639554573915,9
2,-5,1,-10,1,-4,-0.0005139207856115777,0.00015689169501995108,0.0003748425124691666,1.781342187754005e-05,0.034661804652134594,9
2,-4,1,-10,1,-3,-0.0006184286779740842,0.00015689169501995108,0.0004344394724834455,-2.7097510470687545e-05,0.04381671069889015,9
2,-2,1,-10,1,-2,-0.0007709839009291044,0.00015689169501995108,0.0006023269048774995,-1.1765301031653767e-05,0.015260112458218037,9
2,-1,1,-10,1,-1,-0.000894883579030094,0.00015689169501995108,0.000758058289083616,2.0066405073473036e-05,0.022423481158545453,9
2,6,1,-10,1,6,-0.002122306963237751,0.00015689169501995108,0.0019747070189232627,9.291750705462884e-06,0.004378137030322686,9
2,11,1,-10,1,11,-0.0033613668070111803,0.00015689169501995108,0.003235253388057165,3.0778276065935705e-05,0.009156476467173413,9
2,12,1,-10,1,12,-0.003627023623815877,0.00015689169501995108,0.003499927798231137,2.9795869435210887e-05,0.008214964258728372,9
2,13,1,-10,1,13,-0.0038929098475402085,0.00015689169501995108,0.003765557199999308,2.953904747905094e-05,0.007587909465130721,9
2,14,1,-10,1,14,-0.004158149117255109,0.00015689169501995108,0.004030932427920738,2.967500568558032e-05,0.007136590066584596,9
2,15,1,-10,1,15,-0.004422542790612594,0.00015689169501995108,0.004295690809337045,3.0039713744402056e-05,0.006792407709014177,9
2,16,1,-10,1,16,-0.004686172344532099,0.00015689169501995108,0.00455968102508798,3.040037557583246e-05,0.006487250860780677,9
2,17,1,-10,1,17,-0.004949603322414242,0.00015689169501995108,0.004823167543880964,3.0455916486673423e-05,0.006153203499915646,9
2,18,1,-10,1,18,-0.00521391637956139,0.00015689169501995108,0.005087181893000314,3.0157208458875435e-05,0.0057839839121877805,9
2,19,1,-10,1,19,-0.0054802146612408995,0.00015689169501995108,0.0053527772990706515,2.9454332849703467e-05,0.0053746677220548955,9
2,20,1,-10,1,20,-0.005748811796314598,0.00015689169501995108,0.005620665903572574,2.874580227792741e-05,0.0050003032446384035,9
2,-8,1,-9,1,-9,-0.0003326425567156908,0.00017709054959521184,0.00017709054959521184,2.153854247473287e-05,0.06474981038923963,9
2,-7,1,-9,1,-9,-0.00036286508921045974,0.00017709054959521184,0.00017709054959521184,-8.683990020036056e-06,0.02393173187018658,9
2,-7,1,-9,1,-8,-0.00036286508921045974,0.00017709054959521184,0.0001942497109787832,8.475171363535317e-06,0.023356259986255564,9
2,-7,1,-9,1,-7,-0.00036286508921045974,0.00017709054959521184,0.00021361879346884448,2.7844253853596577e-05,0.07673445222901304,9
2,-6,1,-9,1,-6,-0.00042506408290257934,0.00017709054959521184,0.00025234878420021,4.37525089284251e-06,0.010293155947135802,9
2,-5,1,-9,1,-5,-0.0005139207856115777,0.00017709054959521184,0.00030881498435276556,-2.8015251663600273e-05,0.054512781829327006,9
2,-4,1,-9,1,-3,-0.0006184286779740842,0.00017709054959521184,0.0004344394724834455,-6.898655895426812e-06,0.011155135816188502,9
2,-2,1,-9,1,-2,-0.0007709839009291044,0.00017709054959521184,0.0006023269048774995,8.433553543606967e-06,0.010938689554274458,9
2,2,1,-9,1,2,-0.0013846263257445758,0.00017709054959521184,0.0011876060720696538,-1.9929704079710243e-05,0.014393561431813126,9
2,6,1,-9,1,6,-0.002122306963237751,0.00017709054959521184,0.0019747070189232627,2.9490605280723618e-05,0.01389554187568292,9
2,-7,1,-8,1,-8,-0.00036286508921045974,0.0001942497109787832,0.0001942497109787832,2.5634332747106634e-05,0.07064425184269756,9
2,-6,1,-8,1,-7,-0.00042506408290257934,0.0001942497109787832,0.00021361879346884448,-1.719557845495165e-05,0.04045408479947414,9
2,-6,1,-8,1,-6,-0.00042506408290257934,0.0001942497109787832,0.00025234878420021,2.1534412276413828e-05,0.05066156643808767,9
2,-5,1,-8,1,-5,-0.0005139207856115777,0.0001942497109787832,0.00030881498435276556,-1.0856090280028955e-05,0.021124053714056252,9
2,-4,1,-8,1,-3,-0.0006184286779740842,0.0001942497109787832,0.0004344394724834455,1.0260505488144506e-05,0.016591251107172106,9
2,-2,1,-8,1,-2,-0.0007709839009291044,0.0001942497109787832,0.0006023269048774995,2.5592714927178285e-05,0.03319487591937624,9
2,1,1,-8,1,1,-0.0011992510625692902,0.0001942497109787832,0.0009785032656031902,-2.6498085987316893e-05,0.022095528463028473,9
2,2,1,-8,1,2,-0.0013846263257445758,0.0001942497109787832,0.0011876060720696538,-2.770542696138925e-06,0.002000931691551567,9
2,-6,1,-7,1,-7,-0.00042506408290257934,0.00021361879346884448,0.00021361879346884448,2.1735040351096102e-06,0.005113356132721655,9
2,-5,1,-7,1,-5,-0.0005139207856115777,0.00021361879346884448,0.00030881498435276556,8.51299221003236e-06,0.0165647945138115,9
2,-4,1,-7,1,-4,-0.0006184286779740842,0.00021361879346884448,0.0003748425124691666,-2.9967372036073057e-05,0.048457280691192116,9
2,-4,1,-7,1,-3,-0.0006184286779740842,0.00021361879346884448,0.0004344394724834455,2.962958797820582e-05,0.047911083417524626,9
2,1,1,-7,1,1,-0.0011992510625692902,0.00021361879346884448,0.0009785032656031902,-7.1290034972554695e-06,0.0059445463254226396,9
2,2,1,-7,1,2,-0.0013846263257445758,0.00021361879346884448,0.0011876060720696538,1.6598539793922498e-05,0.011987739569372059,9
2,-5,1,-6,1,-6,-0.0005139207856115777,0.00025234878420021,0.00025234878420021,-9.223217211157741e-06,0.01794676819732422,9
2,-4,1,-6,1,-4,-0.0006184286779740842,0.00025234878420021,0.0003748425124691666,8.762618695292422e-06,0.014169166158332048,9
2,-3,1,-6,1,-3,-0.0006883901588102036,0.00025234878420021,0.0004344394724834455,-1.6019021265481059e-06,0.0023270264777125716,9
2,-4,1,-5,1,-5,-0.0006184286779740842,0.00030881498435276556,0.00030881498435276556,-7.987092685530573e-07,0.0012915139562569378,9
2,-3,1,-5,1,-4,-0.0006883901588102036,0.00030881498435276556,0.0003748425124691666,-4.732661988271405e-06,0.006874970433120689,9
2,-2,1,-5,1,-3,-0.0007709839009291044,0.00030881498435276556,0.0004344394724834455,-2.772944409289331e-05,0.035966307544783825,9
2,-1,1,-5,1,-2,-0.000894883579030094,0.00030881498435276556,0.0006023269048774995,1.6258310200171003e-05,0.01816807301100812,9
2,0,1,-5,1,-1,-0.0010448703139708233,0.00030881498435276556,0.000758058289083616,2.2002959465558134e-05,0.021058076941568214,9
2,3,1,-5,1,3,-0.0016105693803172012,0.00030881498435276556,0.0012725407985733764,-2.9213597391059302e-05,0.018138676761199627,9
2,5,1,-5,1,5,-0.0020671941991908453,0.00030881498435276556,0.001734103264389586,-2.4275950448493597e-05,0.011743430035744028,9
2,-2,1,-4,1,-4,-0.0007709839009291044,0.0003748425124691666,0.0003748425124691666,-2.129887599077113e-05,0.027625578128290466,9
2,4,1,-4,1,4,-0.0018458787080848657,0.0003748425124691666,0.0014878228371177796,1.6786641502080377e-05,0.009094119471965109,9
2,6,1,-4,1,5,-0.002122306963237751,0.0003748425124691666,0.001734103264389586,-1.3361186378998101e-05,0.0062955955997121785,9
2,7,1,-4,1,6,-0.002333641093116966,0.0003748425124691666,0.0019747070189232627,1.5908438275463472e-05,0.006817002975472593,9
2,8,1,-4,1,7,-0.0025823680571360795,0.0003748425124691666,0.002215705167770865,8.179623103952201e-06,0.003167489266818007,9
2,9,1,-4,1,8,-0.002837466283292238,0.0003748425124691666,0.0024629844882008973,3.6071737782601004e-07,0.0001271265776619129,9
2,10,1,-4,1,9,-0.0030974669448516055,0.0003748425124691666,0.00271575402351329,-6.870408869148574e-06,0.0022180733455664766,9
2,11,1,-4,1,10,-0.0033613668070111803,0.0003748425124691666,0.002973321972018305,-1.3202322523708614e-05,0.003927664929686057,9
2,12,1,-4,1,11,-0.003627023623815877,0.0003748425124691666,0.003235253388057165,-1.692772328954536e-05,0.0046671113963509935,9
2,13,1,-4,1,12,-0.0038929098475402085,0.0003748425124691666,0.003499927798231137,-1.813953683990491e-05,0.004659634450915075,9
2,14,1,-4,1,13,-0.004158149117255109,0.0003748425124691666,0.003765557199999308,-1.774940478663483e-05,0.004268583036856462,9
2,15,1,-4,1,14,-0.004422542790612594,0.0003748425124691666,0.004030932427920738,-1.6767850222689992e-05,0.0037914500812251885,9
2,16,1,-4,1,15,-0.004686172344532099,0.0003748425124691666,0.004295690809337045,-1.5639022725887596e-05,0.0033372700737597624,9
2,17,1,-4,1,16,-0.004949603322414242,0.0003748425124691666,0.00455968102508798,-1.5079784857096289e-05,0.0030466653335243237,9
2,18,1,-4,1,17,-0.00521391637956139,0.0003748425124691666,0.004823167543880964,-1.59063232112594e-05,0.0030507438273487397,9
2,19,1,-4,1,18,-0.0054802146612408995,0.0003748425124691666,0.005087181893000314,-1.8190255771419195e-05,0.003319259718067381,9
2,20,1,-4,1,19,-0.005748811796314598,0.0003748425124691666,0.0053527772990706515,-2.1191984774780216e-05,0.0036863243267705867,9
2,-1,1,-3,1,-3,-0.000894883579030094,0.0004344394724834455,0.0004344394724834455,-2.600463406320303e-05,0.0290592370589566,9
2,0,1,-3,1,-2,-0.0010448703139708233,0.0004344394724834455,0.0006023269048774995,-8.103936609878386e-06,0.007755925784780865,9
2,1,1,-3,1,-1,-0.0011992510625692902,0.0004344394724834455,0.000758058289083616,-6.753301002228752e-06,0.00563126538971781,9
2,2,1,-3,1,1,-0.0013846263257445758,0.0004344394724834455,0.0009785032656031902,2.831641234205982e-05,0.020450580648055217,9
2,3,1,-3,1,2,-0.0016105693803172012,0.0004344394724834455,0.0011876060720696538,1.147616423589795e-05,0.007125532359020585,9
2,1,1,-2,1,-2,-0.0011992510625692902,0.0006023269048774995,0.0006023269048774995,5.4027471857087585e-06,0.004505101020410061,9
2,2,1,-2,1,-1,-0.0013846263257445758,0.0006023269048774995,0.000758058289083616,-2.424113178346038e-05,0.017507345724070957,9
2,3,1,-2,1,1,-0.0016105693803172012,0.0006023269048774995,0.0009785032656031902,-2.9739209836511645e-05,0.018465028703485296,9
2,4,1,-2,1,3,-0.0018458787080848657,0.0006023269048774995,0.0012725407985733764,2.8988995366010075e-05,0.01570471301231201,9
2,5,1,-2,1,4,-0.0020671941991908453,0.0006023269048774995,0.0014878228371177796,2.295554280443363e-05,0.011104686155475397,9
2,7,1,-2,1,5,-0.002333641093116966,0.0006023269048774995,0.001734103264389586,2.7890761501196334e-06,0.0011951607118789453,9
2,8,1,-2,1,6,-0.0025823680571360795,0.0006023269048774995,0.0019747070189232627,-5.3341333353172475e-06,0.002065597628725688,9
2,9,1,-2,1,7,-0.002837466283292238,0.0006023269048774995,0.002215705167770865,-1.943421064387347e-05,0.0068491424050771315,9
2,12,1,2,1,8,-0.003627023623815877,0.0011876060720696538,0.0024629844882008973,2.3566936454673827e-05,0.006497596624385864,9
2,13,1,2,1,9,-0.0038929098475402085,0.0011876060720696538,0.00271575402351329,1.0450248042735612e-05,0.0026844310431023088,9
2,14,1,2,1,10,-0.004158149117255109,0.0011876060720696538,0.002973321972018305,2.778926832849339e-06,0.0006683086042579861,9
2,15,1,2,1,11,-0.004422542790612594,0.0011876060720696538,0.003235253388057165,3.1666951422464756e-07,7.160349355959169e-05,9
2,16,1,2,1,12,-0.004686172344532099,0.0011876060720696538,0.003499927798231137,1.3615257686916751e-06,0.000290541121536071,9
2,17,1,2,1,13,-0.004949603322414242,0.0011876060720696538,0.003765557199999308,3.5599496547196463e-06,0.000719239386032905,9
2,18,1,2,1,14,-0.00521391637956139,0.0011876060720696538,0.004030932427920738,4.622120429001973e-06,0.0008864968466162473,9
2,19,1,2,1,15,-0.0054802146612408995,0.0011876060720696538,0.004295690809337045,3.0822201657993917e-06,0.0005624269041135474,9
2,20,1,2,1,16,-0.005748811796314598,0.0011876060720696538,0.00455968102508798,-1.5246991569642376e-06,0.00026521987690424645,9
2,15,1,5,1,9,-0.004422542790612594,0.001734103264389586,0.00271575402351329,2.7314497290282375e-05,0.00617619740124637,9
2,16,1,5,1,10,-0.004686172344532099,0.001734103264389586,0.002973321972018305,2.125289187579222e-05,0.004535234795747628,9
2,17,1,5,1,11,-0.004949603322414242,0.001734103264389586,0.003235253388057165,1.9753330032508225e-05,0.00399089154135957,9
2,18,1,5,1,12,-0.00521391637956139,0.001734103264389586,0.003499927798231137,2.011468305933295e-05,0.003857883708718983,9
2,19,1,5,1,13,-0.0054802146612408995,0.001734103264389586,0.003765557199999308,1.944580314799417e-05,0.0035483652283779346,9
2,20,1,5,1,14,-0.005748811796314598,0.001734103264389586,0.004030932427920738,1.6223895995725636e-05,0.002822130306322834,9
2,15,1,6,1,8,-0.004422542790612594,0.0019747070189232627,0.0024629844882008973,1.5148716511565775e-05,0.0034253408567851145,9
2,16,1,6,1,9,-0.004686172344532099,0.0019747070189232627,0.00271575402351329,4.288697904453707e-06,0.0009151814293509348,9
2,17,1,6,1,10,-0.004949603322414242,0.0019747070189232627,0.002973321972018305,-1.5743314726746754e-06,0.0003180722514762601,9
2,18,1,6,1,11,-0.00521391637956139,0.0019747070189232627,0.003235253388057165,-3.955972580961878e-06,0.0007587334151482241,9
2,19,1,6,1,12,-0.0054802146612408995,0.0019747070189232627,0.003499927798231137,-5.579844086499829e-06,0.001018179839918236,9
2,20,1,6,1,13,-0.005748811796314598,0.0019747070189232627,0.003765557199999308,-8.547577392026794e-06,0.00148684244586097,9
2,15,1,7,1,7,-0.004422542790612594,0.002215705167770865,0.002215705167770865,8.867544929135746e-06,0.0020050783788815407,9
2,16,1,7,1,8,-0.004686172344532099,0.002215705167770865,0.0024629844882008973,-7.48268856033598e-06,0.0015967591480212848,9
2,17,1,7,1,9,-0.004949603322414242,0.002215705167770865,0.00271575402351329,-1.8144131130087143e-05,0.003665774800158546,9
2,18,1,7,1,10,-0.00521391637956139,0.002215705167770865,0.002973321972018305,-2.48892397722196e-05,0.004773616982003336,9
2,19,1,7,1,11,-0.0054802146612408995,0.002215705167770865,0.003235253388057165,-2.925610541286948e-05,0.005338496249021921,9
2,17,1,8,1,8,-0.004949603322414242,0.0024629844882008973,0.0024629844882008973,-2.363434601244767e-05,0.004774998009521229,9
1,-5,2,-20,3,-20,-0.00030881498435276556,0.0001393121823523654,0.00019605922281280496,2.655642081240484e-05,0.08599459921954081,15
1,-4,2,-20,3,-19,-0.0003748425124691666,0.0001393121823523654,0.00020520786639738244,-3.0322463719418765e-05,0.08089387598988788,15
1,-4,2,-20,3,-18,-0.0003748425124691666,0.0001393121823523654,0.00021802434284338444,-1.750598727341679e-05,0.04670224611958009,15
1,-4,2,-20,3,-17,-0.0003748425124691666,0.0001393121823523654,0.00023210374783301,-3.4265822837912293e-06,0.009141391837386879,15
1,-4,2,-20,3,-16,-0.0003748425124691666,0.0001393121823523654,0.0002424451729378146,6.914842821013401e-06,0.01844732812045217,15
1,-4,2,-20,3,-15,-0.0003748425124691666,0.0001393121823523654,0.00025471396317299346,1.9183633056192248e-05,0.05117784781087293,15
1,-3,2,-20,3,-14,-0.0004344394724834455,0.0001393121823523654,0.0002744146363829793,-2.071265374810078e-05,0.04767673073005595,15
1,-3,2,-20,3,-13,-0.0004344394724834455,0.0001393121823523654,0.00029772968919625274,2.6023990651726577e-06,0.005990245431190241,15
1,-3,2,-20,3,-12,-0.0004344394724834455,0.0001393121823523654,0.0003175654528598886,2.2438162728808514e-05,0.0516485359871703,15
1,-2,2,-20,3,-8,-0.0006023269048774995,0.0001393121823523654,0.00046296983139094185,-4.4891134192196445e-08,7.452951848685283e-05,15
1,1,2,-20,3,-3,-0.0009785032656031902,0.0001393121823523654,0.0008601000555226912,2.0908972271866354e-05,0.021368321401540945,15
1,-4,2,-19,3,-19,-0.0003748425124691666,0.00014613674776618418,0.00020520786639738244,-2.3497898305599972e-05,0.06268738876712346,15
1,-4,2,-19,3,-18,-0.0003748425124691666,0.00014613674776618418,0.00021802434284338444,-1.0681421859597996e-05,0.028495758896815677,15
1,-4,2,-19,3,-17,-0.0003748425124691666,0.00014613674776618418,0.00023210374783301,3.397983130027564e-06,0.009065095385377536,15
1,-4,2,-19,3,-16,-0.0003748425124691666,0.00014613674776618418,0.0002424451729378146,1.373940823483214e-05,0.03665381534321644,15
1,-4,2,-19,3,-15,-0.0003748425124691666,0.00014613674776618418,0.00025471396317299346,2.600819847001104e-05,0.06938433503363735,15
1,-3,2,-19,3,-14,-0.0004344394724834455,0.00014613674776618418,0.0002744146363829793,-1.3888088334282041e-05,0.03196783260713321,15
1,-3,2,-19,3,-13,-0.0004344394724834455,0.00014613674776618418,0.00029772968919625274,9.426964478991451e-06,0.0216991435541131,15
1,-3,2,-19,3,-12,-0.0004344394724834455,0.00014613674776618418,0.0003175654528598886,2.9262728142627308e-05,0.06735743411009315,15
1,-2,2,-19,3,-8,-0.0006023269048774995,0.00014613674776618418,0.00046296983139094185,6.779674279626543e-06,0.01125580515286028,15
1,1,2,-19,3,-3,-0.0009785032656031902,0.00014613674776618418,0.0008601000555226912,2.7733537685685093e-05,0.028342815666117356,15
1,-4,2,-18,3,-20,-0.0003748425124691666,0.00015542391434663602,0.00019605922281280496,-2.3359375309725604e-05,0.06231783891280761,15
1,-4,2,-18,3,-19,-0.0003748425124691666,0.00015542391434663602,0.00020520786639738244,-1.4210731725148153e-05,0.03791120604634482,15
1,-4,2,-18,3,-18,-0.0003748425124691666,0.00015542391434663602,0.00021802434284338444,-1.3942552791461772e-06,0.0037195761760370344,15
1,-4,2,-18,3,-17,-0.0003748425124691666,0.00015542391434663602,0.00023210374783301,1.2685149710479383e-05,0.033841278106156183,15
1,-4,2,-18,3,-16,-0.0003748425124691666,0.00015542391434663602,0.0002424451729378146,2.3026574815284014e-05,0.06142999806399523,15
1,-3,2,-18,3,-15,-0.0004344394724834455,0.00015542391434663602,0.00025471396317299346,-2.4301594963816017e-05,0.055937815283904804,15
1,-3,2,-18,3,-14,-0.0004344394724834455,0.00015542391434663602,0.0002744146363829793,-4.6009217538301676e-06,0.010590478179916048,15
1,-3,2,-18,3,-13,-0.0004344394724834455,0.00015542391434663602,0.00029772968919625274,1.871413105944327e-05,0.04307649798133014,15
1,-2,2,-18,3,-9,-0.0006023269048774995,0.00015542391434663602,0.00041802181163868305,-2.888117889218039e-05,0.04794934222314743,15
1,-2,2,-18,3,-8,-0.0006023269048774995,0.00015542391434663602,0.00046296983139094185,1.6066840860078416e-05,0.026674619264012572,15
1,-1,2,-18,3,-6,-0.000758058289083616,0.00015542391434663602,0.0005767572162567792,-2.5877158480200856e-05,0.03413610648790957,15
1,9,2,-18,3,7,-0.00271575402351329,0.00015542391434663602,0.0025372392509810755,-2.3090858185578506e-05,0.008502558768450815,15
1,-4,2,-17,3,-20,-0.0003748425124691666,0.0001654511913622877,0.00019605922281280496,-1.3332098294073958e-05,0.03556719915852825,15
1,-4,2,-17,3,-19,-0.0003748425124691666,0.0001654511913622877,0.00020520786639738244,-4.1834547094964526e-06,0.011160566292065313,15
1,-4,2,-17,3,-18,-0.0003748425124691666,0.0001654511913622877,0.00021802434284338444,8.633021736505523e-06,0.023031063578242472,15
1,-4,2,-17,3,-17,-0.0003748425124691666,0.0001654511913622877,0.00023210374783301,2.2712426726131084e-05,0.06059191786043569,15
1,-3,2,-17,3,-16,-0.0004344394724834455,0.0001654511913622877,0.0002424451729378146,-2.6543108183343217e-05,0.06109736767612582,15
1,-3,2,-17,3,-15,-0.0004344394724834455,0.0001654511913622877,0.00025471396317299346,-1.4274317948164317e-05,0.0328568623531515,15
1,-3,2,-17,3,-14,-0.0004344394724834455,0.0001654511913622877,0.0002744146363829793,5.4263552618214785e-06,0.012490474750837132,15
1,-3,2,-17,3,-13,-0.0004344394724834455,0.0001654511913622877,0.00029772968919625274,2.874140807509497e-05,0.06615745091208344,15
1,-2,2,-17,3,-9,-0.0006023269048774995,0.0001654511913622877,0.00041802181163868305,-1.8853901876528744e-05,0.03130177603532957,15
1,-2,2,-17,3,-8,-0.0006023269048774995,0.0001654511913622877,0.00046296983139094185,2.6094117875730062e-05,0.04332218545183043,15
1,-1,2,-17,3,-6,-0.000758058289083616,0.0001654511913622877,0.0005767572162567792,-1.58498814645491e-05,0.02090852602338712,15
1,2,2,-17,3,-1,-0.0011876060720696538,0.0001654511913622877,0.000998084207166912,-2.4070673540454047e-05,0.020268230439834167,15
1,4,2,-17,3,1,-0.0014878228371177796,0.0001654511913622877,0.0012998983166993359,-2.247332905615609e-05,0.015104842119302036,15
1,9,2,-17,3,7,-0.00271575402351329,0.0001654511913622877,0.0025372392509810755,-1.3063581169927077e-05,0.004810296167039131,15
1,-4,2,-16,3,-20,-0.0003748425124691666,0.00017249671507286419,0.00019605922281280496,-6.2865745834974674e-06,0.016771242253410576,15
1,-4,2,-16,3,-19,-0.0003748425124691666,0.00017249671507286419,0.00020520786639738244,2.8620690010799834e-06,0.007635390613052217,15
1,-4,2,-16,3,-18,-0.0003748425124691666,0.00017249671507286419,0.00021802434284338444,1.5678545447082013e-05,0.04182702048336015,15
1,-4,2,-16,3,-17,-0.0003748425124691666,0.00017249671507286419,0.00023210374783301,2.9757950436707574e-05,0.07938787476555337,15
1,-3,2,-16,3,-17,-0.0004344394724834455,0.00017249671507286419,0.00023210374783301,-2.9839009577571304e-05,0.06868392829730345,15
1,-3,2,-16,3,-16,-0.0004344394724834455,0.00017249671507286419,0.0002424451729378146,-1.9497584472766673e-05,0.044879864072456345,15
1,-3,2,-16,3,-15,-0.0004344394724834455,0.00017249671507286419,0.00025471396317299346,-7.228794237587881e-06,0.01663935874948227,15
1,-3,2,-16,3,-14,-0.0004344394724834455,0.00017249671507286419,0.0002744146363829793,1.2471878972398023e-05,0.02870797835450661,15
1,-2,2,-16,3,-9,-0.0006023269048774995,0.00017249671507286419,0.00041802181163868305,-1.18083781659522e-05,0.019604600210169548,15
1,-1,2,-16,3,-6,-0.000758058289083616,0.00017249671507286419,0.0005767572162567792,-8.804357753972665e-06,0.011614354569773088,15
1,2,2,-16,3,-1,-0.0011876060720696538,0.00017249671507286419,0.000998084207166912,-1.7025149829877394e-05,0.014335687758995274,15
1,4,2,-16,3,1,-0.0014878228371177796,0.00017249671507286419,0.0012998983166993359,-1.5427805345579436e-05,0.01036938334369587,15
1,9,2,-16,3,7,-0.00271575402351329,0.00017249671507286419,0.0025372392509810755,-6.018057459350641e-06,0.002215980316054272,15
1,-4,2,-15,3,-20,-0.0003748425124691666,0.0001819548751341122,0.00019605922281280496,3.1715854777505373e-06,0.008461114660817514,15
1,-4,2,-15,3,-19,-0.0003748425124691666,0.0001819548751341122,0.00020520786639738244,1.2320229062328042e-05,0.03286774752728045,15
1,-4,2,-15,3,-18,-0.0003748425124691666,0.0001819548751341122,0.00021802434284338444,2.5136705508330018e-05,0.06705937739758823,15
1,-3,2,-15,3,-17,-0.0004344394724834455,0.0001819548751341122,0.00023210374783301,-2.03808495163233e-05,0.046912978233348536,15
1,-3,2,-15,3,-16,-0.0004344394724834455,0.0001819548751341122,0.0002424451729378146,-1.0039424411518723e-05,0.023108914008501562,15
