l_a,n_a,l_b,n_b,l_c,n_c,omega_a,omega_b,omega_c,delta,abs_delta_over_omega_a,n_m
3,6,0,4,3,-1,-0.0024186606766848882,0.00142210207358038,0.000998084207166912,1.5256040624038805e-06,0.0006307639914561863,7
3,4,0,5,3,-16,-0.0019293062769633813,0.0016579761203197167,0.0002424451729378146,-2.888498370584992e-05,0.014971694256504077,7
3,4,0,5,3,-15,-0.0019293062769633813,0.0016579761203197167,0.00025471396317299346,-1.6616193470671238e-05,0.008612522370903278,7
3,4,0,5,3,-14,-0.0019293062769633813,0.0016579761203197167,0.0002744146363829793,3.084479739314666e-06,0.001598750688858724,7
3,4,0,5,3,-13,-0.0019293062769633813,0.0016579761203197167,0.00029772968919625274,2.639953255258805e-05,0.013683432676194584,7
3,5,0,5,3,-7,-0.002171276389406632,0.0016579761203197167,0.0004995855633416565,-1.3714705745258848e-05,0.00631642558827198,7
3,6,0,5,3,-4,-0.0024186606766848882,0.0016579761203197167,0.0007440788469309187,-1.660570943425293e-05,0.006865663130974357,7
3,7,0,5,3,-3,-0.0025372392509810755,0.0016579761203197167,0.0008601000555226912,-1.916307513866785e-05,0.007552726898442098,7
3,8,0,5,3,-1,-0.002675512320323371,0.0016579761203197167,0.000998084207166912,-1.945199283674183e-05,0.00727038058804035,7
3,9,0,5,3,1,-0.0029334778136359597,0.0016579761203197167,0.0012998983166993359,2.4396623383092855e-05,0.008316621066533296,7
3,5,0,6,3,-15,-0.002171276389406632,0.0018886592089966776,0.00025471396317299346,-2.7903217236961188e-05,0.012851066484717129,7
3,5,0,6,3,-14,-0.002171276389406632,0.0018886592089966776,0.0002744146363829793,-8.202544026975067e-06,0.0037777521401670395,7
3,5,0,6,3,-13,-0.002171276389406632,0.0018886592089966776,0.00029772968919625274,1.51125087862981e-05,0.006960195790839901,7
3,6,0,6,3,-7,-0.0024186606766848882,0.0018886592089966776,0.0004995855633416565,-3.0415904346554022e-05,0.012575515300576707,7
3,7,0,6,3,-5,-0.0025372392509810755,0.0018886592089966776,0.0006723912615469056,2.3811219562507816e-05,0.009384696202102628,7
3,10,0,6,3,1,-0.003196341902933452,0.0018886592089966776,0.0012998983166993359,-7.784377237438599e-06,0.00243540192940388,7
3,17,0,6,3,10,-0.005054963890750095,0.0018886592089966776,0.003196341902933452,3.0037221180034476e-05,0.005942123787471273,7
3,18,0,6,3,11,-0.005320803084440166,0.0018886592089966776,0.003462185480912929,3.0041605469440825e-05,0.005646066015352585,7
3,19,0,6,3,12,-0.005588836096595871,0.0018886592089966776,0.0037290325328913905,2.8855645292196787e-05,0.005163086695237421,7
3,20,0,6,3,13,-0.005859085906608004,0.0018886592089966776,0.0039955884824074,2.516178479607372e-05,0.004294489822669389,7
3,6,0,7,3,-14,-0.0024186606766848882,0.0021204201710575787,0.0002744146363829793,-2.382586924433005e-05,0.009850852363873846,7
3,6,0,7,3,-13,-0.0024186606766848882,0.0021204201710575787,0.00029772968919625274,-5.108164310568819e-07,0.00021119805518028559,7
3,6,0,7,3,-12,-0.0024186606766848882,0.0021204201710575787,0.0003175654528598886,1.9324947232579083e-05,0.007989937331377388,7
3,7,0,7,3,-9,-0.0025372392509810755,0.0021204201710575787,0.00041802181163868305,1.2027317151863323e-06,0.00047403165260086194,7
3,8,0,7,3,-6,-0.002675512320323371,0.0021204201710575787,0.0005767572162567792,2.1665066990987115e-05,0.00809753961004695,7
3,14,0,7,3,5,-0.00426138436982716,0.0021204201710575787,0.002171276389406632,3.0312190637050637e-05,0.0071132261270954265,7
3,15,0,7,3,6,-0.004526260671995234,0.0021204201710575787,0.0024186606766848882,1.2820175747233799e-05,0.0028323988997263167,7
3,16,0,7,3,8,-0.004790467128105982,0.0021204201710575787,0.002675512320323371,5.465363274967036e-06,0.0011408831599952736,7
3,17,0,7,3,9,-0.005054963890750095,0.0021204201710575787,0.0029334778136359597,-1.0659060565567854e-06,0.00021086323851041752,7
3,18,0,7,3,10,-0.005320803084440166,0.0021204201710575787,0.003196341902933452,-4.04101044913438e-06,0.0007594737833752326,7
3,19,0,7,3,11,-0.005588836096595871,0.0021204201710575787,0.003462185480912929,-6.230444625362867e-06,0.0011148018152040272,7
3,20,0,7,3,12,-0.005859085906608004,0.0021204201710575787,0.0037290325328913905,-9.63320265903473e-06,0.0016441477070971422,7
3,7,0,8,3,-20,-0.0025372392509810755,0.002359676960396333,0.00019605922281280496,1.849693222806233e-05,0.0072901805460049195,7
3,7,0,8,3,-19,-0.0025372392509810755,0.002359676960396333,0.00020520786639738244,2.7645575812639944e-05,0.010895927848329722,7
3,8,0,8,3,-13,-0.002675512320323371,0.002359676960396333,0.00029772968919625274,-1.810567073078518e-05,0.006767178978490696,7
3,8,0,8,3,-12,-0.002675512320323371,0.002359676960396333,0.0003175654528598886,1.7300929328507852e-06,0.0006466398677026764,7
3,8,0,8,3,-11,-0.002675512320323371,0.002359676960396333,0.0003365227809942758,2.068742106723807e-05,0.007732134481345884,7
3,9,0,8,3,-6,-0.0029334778136359597,0.002359676960396333,0.0005767572162567792,2.9563630171525017e-06,0.0010078013896713867,7
3,10,0,8,3,-3,-0.003196341902933452,0.002359676960396333,0.0008601000555226912,2.343511298557189e-05,0.007331854256287241,7
3,14,0,8,3,4,-0.00426138436982716,0.002359676960396333,0.0019293062769633813,2.7598867532553813e-05,0.006476502736521092,7
3,15,0,8,3,5,-0.004526260671995234,0.002359676960396333,0.002171276389406632,4.692677807731534e-06,0.001036767024216248,7
3,16,0,8,3,6,-0.004790467128105982,0.002359676960396333,0.0024186606766848882,-1.2129491024760394e-05,0.0025320058984636138,7
3,17,0,8,3,8,-0.005054963890750095,0.002359676960396333,0.002675512320323371,-1.9774610030391833e-05,0.003911919146757252,7
3,18,0,8,3,9,-0.005320803084440166,0.002359676960396333,0.0029334778136359597,-2.7648310407872925e-05,0.005196266422398899,7
3,9,0,9,3,-13,-0.0029334778136359597,0.0026068407810123807,0.00029772968919625274,-2.89073434273264e-05,0.009854290798776007,7
3,9,0,9,3,-12,-0.0029334778136359597,0.0026068407810123807,0.0003175654528598886,-9.071579763690434e-06,0.003092431693712548,7
3,9,0,9,3,-11,-0.0029334778136359597,0.0026068407810123807,0.0003365227809942758,9.885748370696851e-06,0.0033699755030510204,7
3,10,0,9,3,-6,-0.003196341902933452,0.0026068407810123807,0.0005767572162567792,-1.2743905664292215e-05,0.003987028312771064,7
3,11,0,9,3,-3,-0.003462185480912929,0.0026068407810123807,0.0008601000555226912,4.755355622143229e-06,0.0013735126694856652,7
3,15,0,9,3,4,-0.004526260671995234,0.0026068407810123807,0.0019293062769633813,9.886385980528538e-06,0.0021842281514401806,7
3,16,0,9,3,5,-0.004790467128105982,0.0026068407810123807,0.002171276389406632,-1.2349957686969698e-05,0.0025780278533823336,7
3,17,0,9,3,6,-0.005054963890750095,0.0026068407810123807,0.0024186606766848882,-2.9462433052826302e-05,0.00582841612513565,7
3,10,0,10,3,-12,-0.003196341902933452,0.002860347040788969,0.0003175654528598886,-1.8429409284594425e-05,0.005765781585405735,7
3,10,0,10,3,-11,-0.003196341902933452,0.002860347040788969,0.0003365227809942758,5.279188497928598e-07,0.0001651634480367575,7
3,11,0,10,3,-6,-0.003462185480912929,0.002860347040788969,0.0005767572162567792,-2.5081223867180584e-05,0.007244332808121829,7
3,12,0,10,3,-3,-0.0037290325328913905,0.002860347040788969,0.0008601000555226912,-8.585436579730456e-06,0.002302322788552757,7
3,15,0,10,3,3,-0.004526260671995234,0.002860347040788969,0.0016875888535549334,2.1675222348668637e-05,0.004788770227657684,7
3,16,0,10,3,4,-0.004790467128105982,0.002860347040788969,0.0019293062769633813,-8.138103536319691e-07,0.00016988121030145283,7
3,17,0,10,3,5,-0.005054963890750095,0.002860347040788969,0.002171276389406632,-2.3340460554494014e-05,0.004617334774082941,7
3,11,0,11,3,-12,-0.003462185480912929,0.0031193002476985927,0.0003175654528598886,-2.5319780354447503e-05,0.0073132362474615424,7
3,11,0,11,3,-11,-0.003462185480912929,0.0031193002476985927,0.0003365227809942758,-6.362452220060218e-06,0.0018376982559532107,7
3,11,0,11,3,-10,-0.003462185480912929,0.0031193002476985927,0.0003718710651421799,2.8985831927843923e-05,0.008372119890064577,7
3,13,0,11,3,-3,-0.0039955884824074,0.0031193002476985927,0.0008601000555226912,-1.618817918611591e-05,0.004051513126887956,7
3,14,0,11,3,0,-0.00426138436982716,0.0031193002476985927,0.001168345950483926,2.6261828355358778e-05,0.006162745736175858,7
3,16,0,11,3,3,-0.004790467128105982,0.0031193002476985927,0.0016875888535549334,1.642197314754429e-05,0.0034280525694864923,7
3,17,0,11,3,4,-0.005054963890750095,0.0031193002476985927,0.0019293062769633813,-6.357366088120993e-06,0.0012576481702973425,7
3,18,0,11,3,5,-0.005320803084440166,0.0031193002476985927,0.002171276389406632,-3.0226447334941176e-05,0.005680805482791417,7
3,12,0,12,3,-12,-0.0037290325328913905,0.003382501686215069,0.0003175654528598886,-2.8965393816432743e-05,0.0077675358315991315,7
3,12,0,12,3,-11,-0.0037290325328913905,0.003382501686215069,0.0003365227809942758,-1.0008065682045458e-05,0.0026838236442752288,7
3,12,0,12,3,-10,-0.0037290325328913905,0.003382501686215069,0.0003718710651421799,2.5340218465858683e-05,0.0067953868040433974,7
3,14,0,12,3,-3,-0.00426138436982716,0.003382501686215069,0.0008601000555226912,-1.8782628089400108e-05,0.004407635279837928,7
3,15,0,12,3,0,-0.004526260671995234,0.003382501686215069,0.001168345950483926,2.458696470376137e-05,0.005432069976854232,7
3,17,0,12,3,3,-0.005054963890750095,0.003382501686215069,0.0016875888535549334,1.5126649019907117e-05,0.0029924346339222823,7
3,18,0,12,3,4,-0.005320803084440166,0.003382501686215069,0.0019293062769633813,-8.995121261715436e-06,0.0016905570679772426,7
3,13,0,13,3,-12,-0.0039955884824074,0.0036476888013760762,0.0003175654528598886,-3.0334228171434788e-05,0.007591930026076653,7
3,13,0,13,3,-11,-0.0039955884824074,0.0036476888013760762,0.0003365227809942758,-1.1376900037047936e-05,0.002847365309801171,7
3,13,0,13,3,-10,-0.0039955884824074,0.0036476888013760762,0.0003718710651421799,2.3971384110856205e-05,0.005999462711538576,7
3,15,0,13,3,-3,-0.004526260671995234,0.0036476888013760762,0.0008601000555226912,-1.8471815096465956e-05,0.004081032100239897,7
3,16,0,13,3,0,-0.004790467128105982,0.0036476888013760762,0.001168345950483926,2.5567623754020434e-05,0.005337188017430184,7
3,18,0,13,3,3,-0.005320803084440166,0.0036476888013760762,0.0016875888535549334,1.4474570490844232e-05,0.0027203732709396426,7
3,19,0,13,3,4,-0.005588836096595871,0.0036476888013760762,0.0019293062769633813,-1.1841018256413156e-05,0.0021186912716272812,7
3,14,0,14,3,-12,-0.00426138436982716,0.003913251472813672,0.0003175654528598886,-3.056744415359976e-05,0.007173125327542222,7
3,14,0,14,3,-11,-0.00426138436982716,0.003913251472813672,0.0003365227809942758,-1.1610116019212038e-05,0.0027244939699450155,7
3,14,0,14,3,-10,-0.00426138436982716,0.003913251472813672,0.0003718710651421799,2.3738168128692103e-05,0.005570529684383977,7
3,16,0,14,3,-3,-0.004790467128105982,0.003913251472813672,0.0008601000555226912,-1.7115599769618357e-05,0.0035728456770322088,7
3,17,0,14,3,0,-0.005054963890750095,0.003913251472813672,0.001168345950483926,2.6633532547503357e-05,0.005268787893072618,7
3,19,0,14,3,3,-0.005588836096595871,0.003913251472813672,0.0016875888535549334,1.2004229772735048e-05,0.0021478944032813484,7
3,20,0,14,3,4,-0.005859085906608004,0.003913251472813672,0.0019293062769633813,-1.6528156830950165e-05,0.002820944613955797,7
3,15,0,15,3,-12,-0.004526260671995234,0.004178287363000028,0.0003175654528598886,-3.0407856135317678e-05,0.006718096534619935,7
3,15,0,15,3,-11,-0.004526260671995234,0.004178287363000028,0.0003365227809942758,-1.1450528000929959e-05,0.0025297986198135644,7
3,15,0,15,3,-10,-0.004526260671995234,0.004178287363000028,0.0003718710651421799,2.3897756146974182e-05,0.005279801115926393,7
3,17,0,15,3,-3,-0.005054963890750095,0.004178287363000028,0.0008601000555226912,-1.6576472227376043e-05,0.0032792464171126448,7
3,18,0,15,3,0,-0.005320803084440166,0.004178287363000028,0.001168345950483926,2.58302290437884e-05,0.004854573385608792,7
3,20,0,15,3,3,-0.005859085906608004,0.004178287363000028,0.0016875888535549334,6.7903099469574305e-06,0.0011589367446036543,7
3,16,0,16,3,-12,-0.004790467128105982,0.004442519754188167,0.0003175654528598886,-3.0381921057927308e-05,0.0063421625168189975,7
3,16,0,16,3,-11,-0.004790467128105982,0.004442519754188167,0.0003365227809942758,-1.142459292353959e-05,0.0023848598932055625,7
3,16,0,16,3,-10,-0.004790467128105982,0.004442519754188167,0.0003718710651421799,2.392369122436455e-05,0.004994020537997787,7
3,18,0,16,3,-3,-0.005320803084440166,0.004442519754188167,0.0008601000555226912,-1.818327472930762e-05,0.0034173929086911124,7
3,19,0,16,3,0,-0.005588836096595871,0.004442519754188167,0.001168345950483926,2.2029608076221986e-05,0.003941716610662478,7
3,20,0,16,3,2,-0.005859085906608004,0.004442519754188167,0.0014462919592611418,2.972580684130425e-05,0.005073454684762147,7
3,17,0,17,3,-11,-0.005054963890750095,0.004706014722882456,0.0003365227809942758,-1.2426386873363483e-05,0.002458254330184653,7
3,17,0,17,3,-10,-0.005054963890750095,0.004706014722882456,0.0003718710651421799,2.2921897274540658e-05,0.004534532346805612,7
3,19,0,17,3,-3,-0.005588836096595871,0.004706014722882456,0.0008601000555226912,-2.272131819072362e-05,0.004065483008986979,7
3,20,0,17,3,0,-0.005859085906608004,0.004706014722882456,0.001168345950483926,1.527476675837816e-05,0.002607022153600948,7
3,18,0,18,3,-11,-0.005320803084440166,0.0049693743676990434,0.0003365227809942758,-1.4905935746846281e-05,0.002801444727476628,7
3,18,0,18,3,-10,-0.005320803084440166,0.0049693743676990434,0.0003718710651421799,2.044234840105786e-05,0.003841966725067918,7
3,20,0,18,3,-3,-0.005859085906608004,0.0049693743676990434,0.0008601000555226912,-2.961148338626908e-05,0.005053942519066431,7
3,19,0,19,3,-11,-0.005588836096595871,0.005233627846213401,0.0003365227809942758,-1.8685469388194167e-05,0.0033433561237509513,7
3,19,0,19,3,-10,-0.005588836096595871,0.005233627846213401,0.0003718710651421799,1.6662814759709974e-05,0.002981446310415008,7
3,20,0,20,3,-11,-0.005859085906608004,0.005499828254476584,0.0003365227809942758,-2.273487113714414e-05,0.0038802761214856503,7
3,20,0,20,3,-10,-0.005859085906608004,0.005499828254476584,0.0003718710651421799,1.2613413010760001e-05,0.0021527953697579893,7
1,-8,1,-20,2,-20,-0.0001942497109787832,8.072560078089107e-05,0.0001393121823523654,2.578807215447329e-05,0.13275732573568658,9
1,-7,1,-20,2,-20,-0.00021361879346884448,8.072560078089107e-05,0.0001393121823523654,6.418989664412004e-06,0.030048805913456253,9
1,-7,1,-20,2,-19,-0.00021361879346884448,8.072560078089107e-05,0.00014613674776618418,1.324355507823077e-05,0.061996207651843584,9
1,-6,1,-20,2,-19,-0.00025234878420021,8.072560078089107e-05,0.00014613674776618418,-2.5486435653134735e-05,0.10099686326570195,9
1,-7,1,-20,2,-18,-0.00021361879346884448,8.072560078089107e-05,0.00015542391434663602,2.2530721658682617e-05,0.10547162678347699,9
1,-6,1,-20,2,-18,-0.00025234878420021,8.072560078089107e-05,0.00015542391434663602,-1.619926907268289e-05,0.06419396520583438,9
1,-6,1,-20,2,-17,-0.00025234878420021,8.072560078089107e-05,0.0001654511913622877,-6.1719920570312155e-06,0.024458180278508667,9
1,-6,1,-20,2,-16,-0.00025234878420021,8.072560078089107e-05,0.00017249671507286419,8.735316535452746e-07,0.0034616043675971386,9
1,-6,1,-20,2,-15,-0.00025234878420021,8.072560078089107e-05,0.0001819548751341122,1.033169171479328e-05,0.04094211013355333,9
1,-6,1,-20,2,-14,-0.00025234878420021,8.072560078089107e-05,0.00019644874332665755,2.4825559907338613e-05,0.09837796518822282,9
1,-5,1,-20,2,-13,-0.00030881498435276556,8.072560078089107e-05,0.00021328352758161109,-1.4805855990263376e-05,0.04794409837752675,9
1,-5,1,-20,2,-12,-0.00030881498435276556,8.072560078089107e-05,0.00022661345866183688,-1.4759249100375783e-06,0.004779317665335823,9
1,-5,1,-20,2,-11,-0.00030881498435276556,8.072560078089107e-05,0.00024159830799367046,1.3508924421795968e-05,0.043744394236921,9
1,-4,1,-20,2,-10,-0.0003748425124691666,8.072560078089107e-05,0.00026814142169328853,-2.597548999498699e-05,0.06929707578759134,9
1,-4,1,-20,2,-9,-0.0003748425124691666,8.072560078089107e-05,0.0003021884453905382,8.071533702262625e-06,0.021533133072590225,9
1,-3,1,-20,2,-8,-0.0004344394724834455,8.072560078089107e-05,0.0003326425567156908,-2.1071314986863634e-05,0.04850230313192033,9
1,-3,1,-20,2,-7,-0.0004344394724834455,8.072560078089107e-05,0.00036286508921045974,9.151217507905344e-06,0.021064424591975942,9
1,-2,1,-20,2,-5,-0.0006023269048774995,8.072560078089107e-05,0.0005139207856115777,-7.68051848503066e-06,0.012751411937331134,9
1,-1,1,-20,2,-3,-0.000758058289083616,8.072560078089107e-05,0.0006883901588102036,1.1057470507478654e-05,0.014586570276601754,9
1,1,1,-20,2,-1,-0.0009785032656031902,8.072560078089107e-05,0.000894883579030094,-2.894085792205076e-06,0.0029576659516011333,9
1,3,1,-20,2,1,-0.0012725407985733764,8.072560078089107e-05,0.0011992510625692902,7.435864776804716e-06,0.005843321318374182,9
1,4,1,-20,2,2,-0.0014878228371177796,8.072560078089107e-05,0.0013846263257445758,-2.2470910592312836e-05,0.015103216614045014,9
1,7,1,-20,2,6,-0.002215705167770865,8.072560078089107e-05,0.002122306963237751,-1.267260375222316e-05,0.005719444958903343,9
1,-8,1,-19,2,-20,-0.0001942497109787832,8.478197882193453e-05,0.0001393121823523654,2.984445019551675e-05,0.15363961184362582,9
1,-7,1,-19,2,-20,-0.00021361879346884448,8.478197882193453e-05,0.0001393121823523654,1.0475367705455464e-05,0.04903766908964991,9
1,-6,1,-19,2,-20,-0.00025234878420021,8.478197882193453e-05,0.0001393121823523654,-2.825462302591004e-05,0.11196655103950579,9
1,-7,1,-19,2,-19,-0.00021361879346884448,8.478197882193453e-05,0.00014613674776618418,1.729993311927423e-05,0.08098507082803724,9
1,-6,1,-19,2,-19,-0.00025234878420021,8.478197882193453e-05,0.00014613674776618418,-2.1430057612091275e-05,0.08492237313530691,9
1,-7,1,-19,2,-18,-0.00021361879346884448,8.478197882193453e-05,0.00015542391434663602,2.6587099699726076e-05,0.12446048995967066,9
1,-6,1,-19,2,-18,-0.00025234878420021,8.478197882193453e-05,0.00015542391434663602,-1.2142891031639429e-05,0.04811947507543936,9
1,-6,1,-19,2,-17,-0.00025234878420021,8.478197882193453e-05,0.0001654511913622877,-2.115614015987756e-06,0.008383690148113642,9
1,-6,1,-19,2,-16,-0.00025234878420021,8.478197882193453e-05,0.00017249671507286419,4.929909694588734e-06,0.019536094497992165,9
1,-6,1,-19,2,-15,-0.00025234878420021,8.478197882193453e-05,0.0001819548751341122,1.4388069755836739e-05,0.05701660026394836,9
1,-6,1,-19,2,-14,-0.00025234878420021,8.478197882193453e-05,0.00019644874332665755,2.8881937948382072e-05,0.11445245531861786,9
1,-5,1,-19,2,-14,-0.00030881498435276556,8.478197882193453e-05,0.00019644874332665755,-2.7584262204173506e-05,0.0893229396299742,9
1,-5,1,-19,2,-13,-0.00030881498435276556,8.478197882193453e-05,0.00021328352758161109,-1.0749477949219917e-05,0.0348087965088526,9
1,-5,1,-19,2,-12,-0.00030881498435276556,8.478197882193453e-05,0.00022661345866183688,2.5804531310058814e-06,0.008355984203338326,9
1,-5,1,-19,2,-11,-0.00030881498435276556,8.478197882193453e-05,0.00024159830799367046,1.7565302462839427e-05,0.05687969610559515,9
1,-4,1,-19,2,-10,-0.0003748425124691666,8.478197882193453e-05,0.00026814142169328853,-2.191911195394353e-05,0.05847552298579401,9
1,-4,1,-19,2,-9,-0.0003748425124691666,8.478197882193453e-05,0.0003021884453905382,1.2127911743306085e-05,0.03235468587438755,9
1,-3,1,-19,2,-8,-0.0004344394724834455,8.478197882193453e-05,0.0003326425567156908,-1.7014936945820174e-05,0.03916526472273658,9
1,-3,1,-19,2,-7,-0.0004344394724834455,8.478197882193453e-05,0.00036286508921045974,1.3207595548948804e-05,0.030401463001159694,9
1,-2,1,-19,2,-5,-0.0006023269048774995,8.478197882193453e-05,0.0005139207856115777,-3.624140443987201e-06,0.0060168994853787485,9
1,-1,1,-19,2,-3,-0.000758058289083616,8.478197882193453e-05,0.0006883901588102036,1.5113848548522113e-05,0.01993758100949281,9
1,1,1,-19,2,-1,-0.0009785032656031902,8.478197882193453e-05,0.000894883579030094,1.1622922488382752e-06,0.0011878266426855405,9
1,3,1,-19,2,1,-0.0012725407985733764,8.478197882193453e-05,0.0011992510625692902,1.1492242817848176e-05,0.009030942529097637,9
1,4,1,-19,2,2,-0.0014878228371177796,8.478197882193453e-05,0.0013846263257445758,-1.8414532551269376e-05,0.012376831496243284,9
1,7,1,-19,2,6,-0.002215705167770865,8.478197882193453e-05,0.002122306963237751,-8.6162257111797e-06,0.003888705878611165,9
1,-7,1,-18,2,-20,-0.00021361879346884448,9.022666331180865e-05,0.0001393121823523654,1.592005219532957e-05,0.07452552248241891,9
1,-6,1,-18,2,-20,-0.00025234878420021,9.022666331180865e-05,0.0001393121823523654,-2.2809938536035934e-05,0.09039052281678064,9
1,-7,1,-18,2,-19,-0.00021361879346884448,9.022666331180865e-05,0.00014613674776618418,2.2744617609148364e-05,0.10647292422080637,9
1,-6,1,-18,2,-19,-0.00025234878420021,9.022666331180865e-05,0.00014613674776618418,-1.598537312221714e-05,0.06334634491258168,9
1,-6,1,-18,2,-18,-0.00025234878420021,9.022666331180865e-05,0.00015542391434663602,-6.698206541765322e-06,0.026543446852714214,9
1,-6,1,-18,2,-17,-0.00025234878420021,9.022666331180865e-05,0.0001654511913622877,3.3290704738863784e-06,0.013192338074611608,9
1,-6,1,-18,2,-16,-0.00025234878420021,9.022666331180865e-05,0.00017249671507286419,1.0374594184462869e-05,0.04111212272071742,9
1,-6,1,-18,2,-15,-0.00025234878420021,9.022666331180865e-05,0.0001819548751341122,1.9832754245710873e-05,0.0785926284866736,9
1,-5,1,-18,2,-14,-0.00030881498435276556,9.022666331180865e-05,0.00019644874332665755,-2.2139577714299372e-05,0.07169204486855109,9
1,-5,1,-18,2,-13,-0.00030881498435276556,9.022666331180865e-05,0.00021328352758161109,-5.3047934593458365e-06,0.017177901747429666,9
1,-5,1,-18,2,-12,-0.00030881498435276556,9.022666331180865e-05,0.00022661345866183688,8.025137620879961e-06,0.025986878964761262,9
1,-5,1,-18,2,-11,-0.00030881498435276556,9.022666331180865e-05,0.00024159830799367046,2.3009986952713562e-05,0.07451059086701826,9
1,-4,1,-18,2,-10,-0.0003748425124691666,9.022666331180865e-05,0.00026814142169328853,-1.647442746406945e-05,0.04395026422042933,9
1,-4,1,-18,2,-9,-0.0003748425124691666,9.022666331180865e-05,0.0003021884453905382,1.757259623318022e-05,0.04687994463975237,9
1,-3,1,-18,2,-8,-0.0004344394724834455,9.022666331180865e-05,0.0003326425567156908,-1.157025245594604e-05,0.026632599450057866,9
1,-3,1,-18,2,-7,-0.0004344394724834455,9.022666331180865e-05,0.00036286508921045974,1.8652280038822884e-05,0.04293412827383828,9
1,-2,1,-18,2,-5,-0.0006023269048774995,9.022666331180865e-05,0.0005139207856115777,1.8205440458869335e-06,0.003022518222487826,9
1,-1,1,-18,2,-3,-0.000758058289083616,9.022666331180865e-05,0.0006883901588102036,2.0558533038396247e-05,0.027119989761273597,9
1,1,1,-18,2,-1,-0.0009785032656031902,9.022666331180865e-05,0.000894883579030094,6.6069767387124095e-06,0.00675212538472173,9
1,3,1,-18,2,1,-0.0012725407985733764,9.022666331180865e-05,0.0011992510625692902,1.693692730772231e-05,0.013309535793830742,9
1,4,1,-18,2,2,-0.0014878228371177796,9.022666331180865e-05,0.0013846263257445758,-1.2969848061395242e-05,0.00871733363531408,9
1,7,1,-18,2,6,-0.002215705167770865,9.022666331180865e-05,0.002122306963237751,-3.171541221305349e-06,0.0014313913545167716,9
1,-7,1,-17,2,-20,-0.00021361879346884448,9.604201341396486e-05,0.0001393121823523654,2.173540229748579e-05,0.1017485491072012,9
1,-6,1,-17,2,-20,-0.00025234878420021,9.604201341396486e-05,0.0001393121823523654,-1.6994588433879714e-05,0.06734563230705501,9
1,-7,1,-17,2,-19,-0.00021361879346884448,9.604201341396486e-05,0.00014613674776618418,2.8559967711304558e-05,0.13369595084558852,9
1,-6,1,-17,2,-19,-0.00025234878420021,9.604201341396486e-05,0.00014613674776618418,-1.0170023020060948e-05,0.040301454402856145,9
1,-6,1,-17,2,-18,-0.00025234878420021,9.604201341396486e-05,0.00015542391434663602,-8.828564396091282e-07,0.0034985563429886877,9
1,-6,1,-17,2,-17,-0.00025234878420021,9.604201341396486e-05,0.0001654511913622877,9.144420576042572e-06,0.03623722858433713,9
1,-6,1,-17,2,-16,-0.00025234878420021,9.604201341396486e-05,0.00017249671507286419,1.6189944286619062e-05,0.06415701323044294,9
1,-6,1,-17,2,-15,-0.00025234878420021,9.604201341396486e-05,0.0001819548751341122,2.5648104347867067e-05,0.10163751899639913,9
1,-5,1,-17,2,-15,-0.00030881498435276556,9.604201341396486e-05,0.0001819548751341122,-3.081809580468851e-05,0.09979469056295656,9
1,-5,1,-17,2,-14,-0.00030881498435276556,9.604201341396486e-05,0.00019644874332665755,-1.632422761214318e-05,0.05286086634156225,9
1,-5,1,-17,2,-13,-0.00030881498435276556,9.604201341396486e-05,0.00021328352758161109,5.105566428104114e-07,0.0016532767795593502,9
1,-5,1,-17,2,-12,-0.00030881498435276556,9.604201341396486e-05,0.00022661345866183688,1.384048772303621e-05,0.04481805749175028,9
1,-5,1,-17,2,-11,-0.00030881498435276556,9.604201341396486e-05,0.00024159830799367046,2.8825337054869755e-05,0.09334176939400711,9
1,-4,1,-17,2,-10,-0.0003748425124691666,9.604201341396486e-05,0.00026814142169328853,-1.0659077361913202e-05,0.028436148535286494,9
1,-4,1,-17,2,-9,-0.0003748425124691666,9.604201341396486e-05,0.0003021884453905382,2.3387946335336413e-05,0.06239406032489506,9
1,-3,1,-17,2,-8,-0.0004344394724834455,9.604201341396486e-05,0.0003326425567156908,-5.7549023537898465e-06,0.013246729908984362,9
1,-3,1,-17,2,-7,-0.0004344394724834455,9.604201341396486e-05,0.00036286508921045974,2.4467630140979132e-05,0.056319997814911905,9
1,-2,1,-17,2,-5,-0.0006023269048774995,9.604201341396486e-05,0.0005139207856115777,7.635894148043127e-06,0.012677325363037048,9
1,-1,1,-17,2,-3,-0.000758058289083616,9.604201341396486e-05,0.0006883901588102036,2.637388314055244e-05,0.034791365677743186,9
1,1,1,-17,2,-1,-0.0009785032656031902,9.604201341396486e-05,0.000894883579030094,1.2422326840868603e-05,0.012695232890419596,9
1,3,1,-17,2,1,-0.0012725407985733764,9.604201341396486e-05,0.0011992510625692902,2.2752277409878504e-05,0.0178794090023563,9
1,4,1,-17,2,2,-0.0014878228371177796,9.604201341396486e-05,0.0013846263257445758,-7.1544979592390485e-06,0.004808702878293487,9
1,5,1,-17,2,3,-0.001734103264389586,9.604201341396486e-05,0.0016105693803172012,-2.7491870658420074e-05,0.015853652560937518,9
1,7,1,-17,2,6,-0.002215705167770865,9.604201341396486e-05,0.002122306963237751,2.6438088808508446e-06,0.0011932133026122235,9
1,-7,1,-16,2,-20,-0.00021361879346884448,0.00010005036405775381,0.0001393121823523654,2.5743752941274732e-05,0.12051258469929223,9
